Orthogroup	pbar_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0001469	PBAR_PB19731-RA	LHUM_LH10818-RA, LHUM_LH25306-RA
OG0001470	PBAR_PB15610-RA	LHUM_LH12350-RA, LHUM_LH12391-RA
OG0001471	PBAR_PB15593-RA	LHUM_LH12370-RA
OG0001472	PBAR_PB25766-RA	LHUM_LH20545-RA
OG0001473	PBAR_PB14146-RA	LHUM_LH23428-RA
OG0001474	PBAR_PB15192-RA, PBAR_PB17252-RA	LHUM_LH23420-RA
OG0001475	PBAR_PB18817-RA	LHUM_LH23334-RA, LHUM_LH23330-RA
OG0001476	PBAR_pbar_alphaPS4-like-RA, PBAR_pbar_scab-like-RA	LHUM_LH23350-RA
OG0001477	PBAR_PB16735-RA	LHUM_LH23006-RA
OG0001478	PBAR_PB21419-RA	LHUM_LH13450-RA, LHUM_LH19410-RA
OG0001479	PBAR_PB18854-RA, PBAR_PB25086-RA	LHUM_LH19411-RA
OG0001480	PBAR_PB17937-RA	LHUM_LH10994-RA, LHUM_LH10995-RA
OG0001481	PBAR_PB16118-RB, PBAR_PB16118-RA	LHUM_LH22006-RA
OG0001482	PBAR_PB16111-RA, PBAR_PB16111-RB	LHUM_LH22011-RA
OG0001483	PBAR_PB16117-RA	LHUM_LH22002-RA, LHUM_LH22004-RA
OG0001484	PBAR_PB13595-RA, PBAR_PB10398-RA	LHUM_LH21868-RA
OG0001485	PBAR_PB10051-RA	LHUM_LH21855-RA
OG0001486	PBAR_PB18896-RA, PBAR_PB18898-RA	LHUM_LH21842-RA
OG0001487	PBAR_pbar_torpedo-RB, PBAR_pbar_EGFR-1	LHUM_LH21820-RA
OG0001488	PBAR_PB25339-RA, PBAR_PB26859-RA	LHUM_LH18090-RA
OG0001489	PBAR_PB25093-RA, PBAR_PB25091-RA	LHUM_LH24007-RA
OG0001490	PBAR_PB14771-RA	LHUM_LH16343-RA
OG0001491	PBAR_PB14439-RA	LHUM_LH17393-RA
OG0001492	PBAR_PB23769-RA	LHUM_LH17420-RA, LHUM_LH12616-RA
OG0001493	PBAR_PB26102-RA, PBAR_PB23773-RA	LHUM_LH21604-RA
OG0001494	PBAR_PB23787-RA, PBAR_PB13572-RA	LHUM_LH12837-RA
OG0001495	PBAR_PB21696-RA	LHUM_LH10478-RA, LHUM_LH12858-RA
OG0001496	PBAR_PB26948-RA, PBAR_PB26947-RA	LHUM_LH25409-RA
OG0001497	PBAR_PB21681-RA	LHUM_LH24432-RA
OG0001498	PBAR_PB21654-RA, PBAR_PB21655-RA	LHUM_LH24588-RA
OG0001499	PBAR_PB10110-RA, PBAR_PB21653-RA	LHUM_LH24587-RA
OG0001500	PBAR_PB13983-RA	LHUM_LH18665-RA
OG0001501	PBAR_PB17574-RA	LHUM_LH14363-RA, LHUM_LH16323-RA
OG0001502	PBAR_PB17576-RA, PBAR_PB17573-RA	LHUM_LH16325-RA
OG0001503	PBAR_PB10240-RA, PBAR_PB20832-RA	LHUM_LH10581-RA
OG0001504	PBAR_PB26720-RA, PBAR_PB18610-RA	LHUM_LH11125-RA
OG0001505	PBAR_PB18612-RA, PBAR_PB18615-RA	LHUM_LH11117-RA
OG0001506	PBAR_PB24789-RA, PBAR_PB21309-RA	LHUM_LH22998-RA
OG0001507	PBAR_PB24777-RA, PBAR_PB19001-RA	LHUM_LH10880-RA
OG0001508	PBAR_PB20641-RA, PBAR_PB26832-RA	LHUM_LH15819-RA
OG0001509	PBAR_PB20623-RA	LHUM_LH12604-RA, LHUM_LH15800-RA
OG0001510	PBAR_PB10798-RA	LHUM_LH11405-RA, LHUM_LH15804-RA
OG0001511	PBAR_PB10970-RA, PBAR_PB10971-RA	LHUM_LH12483-RA
OG0001512	PBAR_PB16582-RA	LHUM_LH12877-RA
OG0001513	PBAR_PB13131-RA	LHUM_LH22773-RA, LHUM_LH23823-RA
OG0001514	PBAR_PB16455-RA	LHUM_LH19644-RA
OG0001515	PBAR_PB10875-RA	LHUM_LH23309-RA, LHUM_LH13105-RA
OG0001516	PBAR_PB10135-RA	LHUM_LH12963-RA, LHUM_LH12959-RA
OG0001517	PBAR_PB17955-RA, PBAR_PB17953-RA	LHUM_LH10990-RA
OG0001518	PBAR_PB17973-RA, PBAR_PB17974-RA	LHUM_LH10969-RA
OG0001519	PBAR_PB17960-RA, PBAR_PB17957-RA	LHUM_LH10980-RA
OG0001520	PBAR_PB19505-RA, PBAR_PB19506-RB	LHUM_LH25113-RA
OG0001522	PBAR_PB16572-RA	LHUM_LH12872-RA
OG0001523	PBAR_PB16305-RA, PBAR_PB16306-RA	LHUM_LH15182-RA
OG0001524	PBAR_PB20729-RA, PBAR_PB20737-RA	LHUM_LH19326-RA
OG0001525	PBAR_PB16392-RA	LHUM_LH14307-RA, LHUM_LH13926-RA
OG0001526	PBAR_pbar_RpS30-1	LHUM_LH12644-RA, LHUM_LH12254-RA
OG0001527	PBAR_PB16330-RA	LHUM_LH12211-RA, LHUM_LH12214-RA
OG0001528	PBAR_PB25676-RA	LHUM_LH18858-RA
OG0001529	PBAR_PB13129-RA, PBAR_PB13128-RA	LHUM_LH19097-RA
OG0001530	PBAR_PB14810-RA, PBAR_PB13874-RA	LHUM_LH21139-RA
OG0001531	PBAR_PB19012-RA	LHUM_LH24647-RA
OG0001532	PBAR_PB23879-RA	LHUM_LH22894-RA
OG0001533	PBAR_P_bar7918-1	LHUM_LH22810-RA, LHUM_LH22818-RA
OG0001534	PBAR_PB18223-RA	LHUM_LH14183-RA, LHUM_LH13292-RA
OG0001535	PBAR_PB19464-RA	LHUM_LH18397-RA
OG0001536	PBAR_PB15506-RA	LHUM_LH12698-RA
OG0001537	PBAR_PB24685-RA	LHUM_LH18215-RA
OG0001538	PBAR_PB26129-RA	LHUM_LH19024-RA, LHUM_LH18206-RA
OG0001539	PBAR_PB25243-RA	LHUM_LH18065-RA
OG0001540	PBAR_PB25372-RA, PBAR_PB21539-RA	LHUM_LH18261-RA
OG0001541	PBAR_PB25399-RA	LHUM_LH18285-RA, LHUM_LH18283-RA
OG0001542	PBAR_PB25453-RA	LHUM_LH17969-RA
OG0001543	PBAR_PB15577-RA, PBAR_PB16613-RA	LHUM_LH23393-RA
OG0001544	PBAR_PB26585-RA, PBAR_PB16252-RA	LHUM_LH11591-RA
OG0001545	PBAR_pbar_SP49-1	LHUM_lhum_SP49b-RA, LHUM_LHUM_05104333
OG0001546	PBAR_PB22541-RA, PBAR_PB22543-RA	LHUM_LH16661-RA
OG0001547	PBAR_PB22431-RA	LHUM_LH16697-RA
OG0001548	PBAR_PB26178-RA, PBAR_PB26187-RA	LHUM_LH17760-RA
OG0001549	PBAR_PB15522-RA	LHUM_LH13448-RA, LHUM_LH13454-RA
OG0001550	PBAR_PB12333-RA, PBAR_PB25455-RA	LHUM_LH16851-RA
OG0001551	PBAR_PB12325-RA	LHUM_LH16830-RA
OG0001552	PBAR_PB14935-RA, PBAR_PB12338-RA	LHUM_LH16800-RA
OG0001554	PBAR_PB27177-RA, PBAR_PB11476-RA	LHUM_LH16991-RA
OG0001555	PBAR_PB14937-RA	LHUM_LH16811-RA, LHUM_LH16799-RA
OG0001556	PBAR_PB11468-RB, PBAR_PB11468-RA	LHUM_LH18443-RA
OG0001557	PBAR_PB11453-RA	LHUM_LH24474-RA
OG0001558	PBAR_PB13440-RA, PBAR_PB13439-RA	LHUM_LH18634-RA
OG0001559	PBAR_PB23611-RA	LHUM_LH16876-RA
OG0001560	PBAR_PB12214-RA	LHUM_LH11485-RA
OG0001561	PBAR_PB17361-RA	LHUM_LH10296-RA
OG0001562	PBAR_PB17357-RA	LHUM_LH17716-RA, LHUM_LH10295-RA
OG0001563	PBAR_PB14081-RA	LHUM_LH22087-RA
OG0001564	PBAR_PB17910-RA	LHUM_LH19547-RA
OG0001565	PBAR_CG_02547777, PBAR_snap-pbar_scf7180000350188-abinit-gene-1.94-mRNA-1	LHUM_LH11656-RA
OG0001566	PBAR_CG_02547737, PBAR_maker-pbar_scf7180000350188-snap-gene-1.30-mRNA-1	LHUM_LH11669-RA
OG0001567	PBAR_CG_02547713, PBAR_maker-pbar_scf7180000350188-augustus-gene-2.10-mRNA-1	LHUM_LH11686-RA
OG0001568	PBAR_PB16183-RA	LHUM_LH20968-RA, LHUM_LH10038-RA
OG0001569	PBAR_PB16560-RA, PBAR_PB16561-RA	LHUM_LH21478-RA
OG0001570	PBAR_PB10733-RA, PBAR_PB13990-RA	LHUM_LH24321-RA
OG0001571	PBAR_PB16564-RB, PBAR_PB16564-RA	LHUM_LH24363-RA
OG0001572	PBAR_PB13272-RA	LHUM_LH12896-RA, LHUM_LH12896-RB
OG0001573	PBAR_PB24594-RA	LHUM_LH12907-RA
OG0001574	PBAR_PB27088-RA	LHUM_LH25413-RA, LHUM_LH25412-RA
OG0001575	PBAR_PB24595-RA	LHUM_LH24402-RA, LHUM_LH24418-RA
OG0001576	PBAR_pbar_RpS4-1, PBAR_PB14930-RA	LHUM_LH13539-RA
OG0001577	PBAR_PB15255-RA	LHUM_LH15851-RA
OG0001578	PBAR_PB16756-RA	LHUM_LH23021-RB, LHUM_LH23021-RA
OG0001579	PBAR_PB18567-RA, PBAR_PB18566-RA	LHUM_LH13715-RA
OG0001580	PBAR_PB18568-RA	LHUM_LH13714-RA
OG0001581	PBAR_PB20192-RA	LHUM_LH23283-RA
OG0001582	PBAR_PB15029-RA	LHUM_LH25527-RA, LHUM_LH26119-RA
OG0001583	PBAR_PB10861-RA	LHUM_LH25794-RA
OG0001584	PBAR_PB23243-RA	LHUM_LH19682-RA, LHUM_LH19681-RA
OG0001585	PBAR_CG_02549009	LHUM_LH24788-RA
OG0001586	PBAR_PB13496-RA, PBAR_PB11043-RA	LHUM_LH10346-RA
OG0001587	PBAR_PB16033-RA	LHUM_LH15844-RA
OG0001588	PBAR_PB10226-RA	LHUM_LH14110-RA
OG0001589	PBAR_PB11645-RA	LHUM_LH18804-RA, LHUM_LH18809-RA
OG0001590	PBAR_PB10117-RA, PBAR_PB10119-RA	LHUM_LH18827-RA
OG0001591	PBAR_PB22356-RA, PBAR_PB22355-RA	LHUM_LH18833-RA
OG0001592	PBAR_PB14254-RA	LHUM_LH14908-RA, LHUM_LH14907-RA
OG0001593	PBAR_PB14323-RA	LHUM_LH19962-RA
OG0001594	PBAR_PB14217-RA	LHUM_LH24367-RA, LHUM_LH19232-RA
OG0001595	PBAR_PB18418-RA	LHUM_LH19213-RA, LHUM_LH19210-RA
OG0001597	PBAR_PB18423-RA	LHUM_LH19211-RA
OG0001598	PBAR_PB22124-RA, PBAR_PB18461-RA	LHUM_LH25241-RA
OG0001599	PBAR_PB10064-RA, PBAR_PB10475-RA	LHUM_LH14433-RA
OG0001600	PBAR_PB18442-RA	LHUM_LH15569-RA, LHUM_LH22428-RA
OG0001602	PBAR_CG_02550138	LHUM_LH15562-RB, LHUM_LH15562-RA
OG0001603	PBAR_PB25470-RA	LHUM_LH15551-RA
OG0001604	PBAR_PB25478-RA	LHUM_LH15542-RA
OG0001605	PBAR_PB25524-RA	LHUM_lhum_SP18b-RA
OG0001606	PBAR_PB25493-RA	LHUM_LH15513-RA, LHUM_LH15517-RA
OG0001607	PBAR_snap_masked-pbar_scf7180000350381-abinit-gene-11.47-mRNA-1, PBAR_Pbar_Cox6c_like-RA	LHUM_LH25552-RA
OG0001608	PBAR_PB25496-RA, PBAR_PB25528-RA	LHUM_LH15487-RA
OG0001609	PBAR_PB25543-RA	LHUM_LH22312-RA, LHUM_LH15477-RA
OG0001610	PBAR_PB25563-RA	LHUM_LH25556-RA
OG0001611	PBAR_PB25559-RA	LHUM_LH15463-RA
OG0001612	PBAR_PB10521-RA, PBAR_PB25585-RA	LHUM_LH15441-RA
OG0001613	PBAR_PB11512-RA	LHUM_LH11837-RA
OG0001615	PBAR_PB15022-RA	LHUM_LH23526-RA, LHUM_LH23541-RA
OG0001616	PBAR_PB17157-RA	LHUM_LH18765-RA, LHUM_LH17328-RA
OG0001617	PBAR_PB17166-RA, PBAR_PB13117-RA	LHUM_LH18791-RA
OG0001618	PBAR_PB17162-RA	LHUM_LH10200-RA, LHUM_LH18736-RA
OG0001619	PBAR_PB16167-RA	LHUM_LH20506-RA
OG0001620	PBAR_PB27171-RA	LHUM_LH13960-RA, LHUM_LH13955-RA
OG0001621	PBAR_PB14054-RA	LHUM_LH22073-RA, LHUM_LH22077-RA
OG0001622	PBAR_PB25846-RA, PBAR_PB14049-RA	LHUM_LH22069-RA
OG0001623	PBAR_PB13219-RA	LHUM_LH21703-RA
OG0001624	PBAR_PB10724-RA	LHUM_LH21713-RA
OG0001625	PBAR_PB19923-RA	LHUM_LH21361-RA, LHUM_LH21362-RA
OG0001626	PBAR_PB15043-RA	LHUM_LH21349-RA, LHUM_LH21348-RA
OG0001627	PBAR_PB25868-RA, PBAR_PB25867-RA	LHUM_LH21095-RA
OG0001628	PBAR_PB13063-RA	LHUM_LH21198-RB, LHUM_LH21198-RA
OG0001629	PBAR_PB15006-RA	LHUM_LH20991-RA, LHUM_LH20992-RA
OG0001630	PBAR_PB14993-RA, PBAR_PB14990-RA	LHUM_LH23921-RA
OG0001631	PBAR_PB14970-RA	LHUM_LH23936-RA
OG0001632	PBAR_PB14973-RA, PBAR_PB14974-RA	LHUM_LH23934-RA
OG0001633	PBAR_pbar_PGRP-LC-1	LHUM_LH23955-RA, LHUM_LH18471-RA
OG0001634	PBAR_PB22721-RA	LHUM_LH23964-RA, LHUM_LH13876-RA
OG0001635	PBAR_PB22689-RA, PBAR_PB22695-RA	LHUM_LH14544-RA
OG0001636	PBAR_PB22700-RA	LHUM_LH10451-RA, LHUM_LH13902-RA
OG0001637	PBAR_PB22703-RA	LHUM_LH10449-RA, LHUM_LH13897-RA
OG0001638	PBAR_PB22671-RA	LHUM_LH10893-RA
OG0001639	PBAR_PB20825-RA	LHUM_LH16565-RA, LHUM_LH24570-RA
OG0001640	PBAR_PB13654-RA	LHUM_LH19976-RA, LHUM_LH11498-RA
OG0001642	PBAR_PB15837-RA	LHUM_LH14851-RA
OG0001643	PBAR_PB10609-RA, PBAR_PB23195-RA	LHUM_LH14825-RA
OG0001644	PBAR_PB12885-RA, PBAR_PB23196-RA	LHUM_LH14824-RA
OG0001645	PBAR_PB10688-RA, PBAR_PB23199-RA	LHUM_LH14823-RA
OG0001646	PBAR_PB13458-RA	LHUM_LH12321-RA, LHUM_LH10197-RA
OG0001647	PBAR_PB13471-RA	LHUM_LH25379-RA
OG0001648	PBAR_PB23230-RA, PBAR_PB11911-RA	LHUM_LH19694-RA
OG0001649	PBAR_PB24820-RA, PBAR_PB10057-RA	LHUM_LH13792-RA
OG0001650	PBAR_PB11374-RA	LHUM_LH19160-RA
OG0001651	PBAR_PB11371-RC, PBAR_PB11371-RB	LHUM_LH19172-RA
OG0001652	PBAR_PB12195-RA, PBAR_PB12195-RB	LHUM_LH11480-RA
OG0001653	PBAR_PB12194-RA	LHUM_LH19279-RA
OG0001654	PBAR_PB22096-RA, PBAR_PB22098-RA	LHUM_LH19241-RA
OG0001655	PBAR_PB22062-RA	LHUM_LH11452-RA, LHUM_LH20071-RA
OG0001656	PBAR_PB26122-RA	LHUM_LH24142-RB, LHUM_LH24142-RA
OG0001657	PBAR_PB18364-RA	LHUM_LH25233-RA, LHUM_LH17621-RA
OG0001658	PBAR_pbar_brinker-RA	LHUM_LH15789-RA
OG0001659	PBAR_PB15800-RA, PBAR_PB21952-RA	LHUM_LH16278-RA
OG0001660	PBAR_PB17180-RA	LHUM_LH25383-RA
OG0001661	PBAR_augustus-pbar_scf7180000350037-abinit-gene-0.113-mRNA-1, PBAR_CG_02547653	LHUM_LH18675-RA
OG0001662	PBAR_snap_masked-pbar_scf7180000350037-abinit-gene-0.48-mRNA-1, PBAR_CG_02547677	LHUM_LH18667-RA
OG0001663	PBAR_PB17680-RA	LHUM_LH16997-RA, LHUM_LH16978-RA
OG0001664	PBAR_PB17679-RA	LHUM_LH16777-RA
OG0001665	PBAR_PB13607-RA	LHUM_LH25578-RA, LHUM_LH14766-RA
OG0001666	PBAR_PB10847-RA, PBAR_PB19855-RA	LHUM_LH19861-RA
OG0001667	PBAR_PB15237-RA	LHUM_LH25908-RA, LHUM_LH20866-RA
OG0001668	PBAR_PB15236-RA, PBAR_PB10597-RA	LHUM_LH20857-RA
OG0001669	PBAR_PB16005-RA	LHUM_LH12122-RA, LHUM_LH13223-RA
OG0001670	PBAR_PB15983-RA, PBAR_PB15982-RA	LHUM_LH20636-RA
OG0001671	PBAR_PB12004-RA	LHUM_maker-scf7180001004940-snap-gene-18.51-mRNA-1-duplicate, LHUM_maker-scf7180001004940-snap-gene-18.51-mRNA-1
OG0001672	PBAR_CG_02546929	LHUM_LH18061-RA, LHUM_LH16757-RA
OG0001673	PBAR_PB12024-RA, PBAR_PB12025-RA	LHUM_LH18979-RA
OG0001674	PBAR_PB24297-RA	LHUM_LH23132-RA
OG0001675	PBAR_PB17231-RA	LHUM_LH13439-RA, LHUM_LH13441-RA
OG0001676	PBAR_PB17236-RA	LHUM_LH13428-RA, LHUM_LH13430-RA
OG0001677	PBAR_PB18823-RA	LHUM_LH11851-RA, LHUM_LH13422-RA
OG0001678	PBAR_PB21225-RA, PBAR_PB18711-RA	LHUM_LH12388-RA
OG0001679	PBAR_PB23556-RA	LHUM_LH12378-RA
OG0001680	PBAR_PB10628-RA	LHUM_LH11889-RA, LHUM_LH12804-RA
OG0001681	PBAR_PB16838-RA	LHUM_LH23300-RA
OG0001682	PBAR_PB11895-RA	LHUM_LH23286-RA
OG0001683	PBAR_pbar_MyD88-1	LHUM_LH23292-RA, LHUM_LH23291-RA
OG0001684	PBAR_PB10042-RA	LHUM_LH23266-RA, LHUM_LH23265-RA
OG0001685	PBAR_PB18725-RA	LHUM_LH15158-RA, LHUM_LH24872-RA
OG0001686	PBAR_PB17599-RA	LHUM_LH15138-RA, LHUM_LH22986-RA
OG0001687	PBAR_PB17612-RA	LHUM_LH14920-RA, LHUM_LH20727-RA
OG0001688	PBAR_PB17622-RA	LHUM_LH14921-RA, LHUM_LH20726-RA
OG0001689	PBAR_PB26701-RA, PBAR_PB22299-RA	LHUM_LH15024-RA
OG0001690	PBAR_CG_02546123	LHUM_CG_02184151, LHUM_LH11878-RA
OG0001691	PBAR_PB17407-RA	LHUM_LH20015-RA, LHUM_LH13123-RA
OG0001692	PBAR_PB17419-RA	LHUM_LH13137-RA, LHUM_LH13138-RA
OG0001693	PBAR_PB14376-RA, PBAR_PB23397-RA	LHUM_LH14706-RA
OG0001694	PBAR_PB23395-RA	LHUM_LH10241-RA, LHUM_LH12994-RA
OG0001696	PBAR_PB14680-RA, PBAR_PB14681-RA	LHUM_LH16387-RA
OG0001697	PBAR_PB18405-RA, PBAR_PB19159-RA	LHUM_LH12954-RA
OG0001698	PBAR_PB21942-RA, PBAR_PB21938-RA	LHUM_LH21887-RA
OG0001699	PBAR_PB21950-RA	LHUM_LH21896-RA, LHUM_LH21886-RA
OG0001700	PBAR_Pbar_Elp1-like-1, PBAR_PB10228-RA	LHUM_LH21926-RA
OG0001701	PBAR_PB10270-RA, PBAR_PB18459-RA	LHUM_LH14722-RA
OG0001702	PBAR_PB21871-RA	LHUM_LH14720-RA
OG0001703	PBAR_PB21869-RA	LHUM_LH11281-RA
OG0001704	PBAR_PB21870-RA	LHUM_LH11280-RA
OG0001705	PBAR_PB15270-RA	LHUM_LH11275-RA, LHUM_LH11261-RA
OG0001706	PBAR_PB15264-RA	LHUM_LH13048-RA, LHUM_LH11268-RA
OG0001707	PBAR_PB16592-RA, PBAR_PB21693-RA	LHUM_LH18336-RA
OG0001708	PBAR_PB25851-RA	LHUM_LH21203-RA, LHUM_LH21206-RA
OG0001709	PBAR_PB25890-RA, PBAR_PB13165-RA	LHUM_LH21238-RA
OG0001710	PBAR_PB25899-RA	LHUM_LH21114-RA, LHUM_LH11561-RA
OG0001711	PBAR_PB25889-RA, PBAR_PB25894-RA	LHUM_LH21107-RA
OG0001712	PBAR_PB19964-RA	LHUM_LH21305-RA
OG0001713	PBAR_pbar_Lys-1-1	LHUM_LH21370-RA
OG0001714	PBAR_PB11266-RA	LHUM_LH15199-RA, LHUM_LH15195-RA
OG0001715	PBAR_PB15913-RA	LHUM_LH16295-RA
OG0001716	PBAR_PB15906-RA, PBAR_PB10101-RA	LHUM_LH16632-RA
OG0001717	PBAR_PB22175-RA	LHUM_LH15134-RA, LHUM_LH15134-RB
OG0001718	PBAR_PB22169-RA	LHUM_LH15062-RA, LHUM_LH15896-RA
OG0001719	PBAR_PB22157-RA, PBAR_PB18920-RA	LHUM_LH16629-RA
OG0001720	PBAR_PB22158-RA, PBAR_PB18910-RA	LHUM_LH16633-RA
OG0001721	PBAR_PB26363-RA	LHUM_LH14215-RA, LHUM_LH10417-RA, LHUM_LH10710-RA
OG0001722	PBAR_PB25215-RA	LHUM_LH19377-RA, LHUM_LH11843-RB, LHUM_LH11843-RA
OG0001723	PBAR_PB26303-RA	LHUM_LH25803-RA, LHUM_LH25804-RA, LHUM_LH25446-RA
OG0001724	PBAR_PB11958-RA	LHUM_LH15112-RA, LHUM_LH10715-RA, LHUM_LH11527-RA
OG0001730	PBAR_PB24275-RA	LHUM_LH23532-RA, LHUM_LH23537-RA, LHUM_LH23540-RA
OG0001731	PBAR_PB21097-RA	LHUM_LH21749-RA
OG0001731	PBAR_PB26862-RA	LHUM_LH21748-RA
OG0001734	PBAR_PB24421-RA, PBAR_PB20798-RA, PBAR_PB20793-RA	LHUM_LH10719-RA
OG0001737	PBAR_PB10005-RA, PBAR_PB10840-RA, PBAR_PB10844-RA	LHUM_LH16748-RA
OG0001739	PBAR_PB11256-RA, PBAR_PB11263-RA	LHUM_LH15188-RA, LHUM_LH15190-RA
OG0001741	PBAR_PB11709-RA	LHUM_LH17815-RA
OG0001741	PBAR_PB11707-RA	LHUM_LH17820-RA
OG0001744	PBAR_PB20953-RA, PBAR_PB26848-RA, PBAR_PB20951-RA	LHUM_LH14191-RA
OG0001745	PBAR_PB18636-RA, PBAR_PB15142-RA, PBAR_PB22037-RA	LHUM_LH12617-RA
OG0001746	PBAR_PB23042-RB, PBAR_PB23042-RA	LHUM_LH22448-RA, LHUM_LH22448-RB
OG0001758	PBAR_PB13007-RA	LHUM_LH21426-RA
OG0001759	PBAR_PB13009-RA	LHUM_LH21428-RA
OG0001760	PBAR_CG_02548548	LHUM_LH21439-RA
OG0001761	PBAR_pbar_IKKg-1	LHUM_LH21432-RA
OG0001762	PBAR_PB13010-RA	LHUM_LH21431-RA
OG0001763	PBAR_PB18743-RA	LHUM_LH10587-RA
OG0001764	PBAR_PB18745-RA	LHUM_LH21430-RA
OG0001765	PBAR_PB13008-RA	LHUM_LH21429-RA
OG0001766	PBAR_PB18748-RA	LHUM_LH10583-RA
OG0001767	PBAR_PB18740-RA	LHUM_LH10588-RA
OG0001768	PBAR_PB18742-RA	LHUM_LH10585-RA
OG0001769	PBAR_PB18744-RA	LHUM_LH10586-RA
OG0001770	PBAR_PB18746-RA	LHUM_LH10580-RA
OG0001771	PBAR_PB18736-RA	LHUM_LH14444-RA
OG0001772	PBAR_PB18734-RA	LHUM_LH15109-RA
OG0001773	PBAR_PB18726-RA	LHUM_LH15101-RA
OG0001774	PBAR_PB23528-RA	LHUM_LH17043-RA
OG0001775	PBAR_PB26127-RA	LHUM_LH18200-RA
OG0001776	PBAR_PB25759-RA	LHUM_LH23461-RA
OG0001777	PBAR_PB20891-RA	LHUM_LH10890-RA
OG0001778	PBAR_Pbar-FOXL2-like-RA	LHUM_LH20027-RA
OG0001779	PBAR_PB12510-RA	LHUM_LH19425-RA
OG0001780	PBAR_PB13096-RA	LHUM_LH19398-RA
OG0001781	PBAR_PB24480-RA	LHUM_LH14072-RA
OG0001782	PBAR_PB24477-RA	LHUM_LH14070-RA
OG0001783	PBAR_PB24483-RA	LHUM_LH14063-RA
OG0001784	PBAR_PB24482-RA	LHUM_LH14062-RA
OG0001785	PBAR_PB24484-RA	LHUM_LH14065-RA
OG0001786	PBAR_PB10310-RA	LHUM_LH14059-RA
OG0001787	PBAR_pbar_naickin-1-1	LHUM_LH14054-RA
OG0001788	PBAR_PB24489-RA	LHUM_LH14047-RA
OG0001789	PBAR_PB24495-RA	LHUM_LH25484-RA
OG0001790	PBAR_PB24496-RA	LHUM_LH14044-RA
OG0001791	PBAR_PB24494-RA	LHUM_LH14045-RA
OG0001792	PBAR_PB27082-RA	LHUM_LH25487-RA
OG0001793	PBAR_PB24500-RA	LHUM_LH14936-RA
OG0001794	PBAR_PB24503-RA	LHUM_LH14038-RA
OG0001795	PBAR_PB24502-RA	LHUM_LH14040-RA
OG0001796	PBAR_PB27083-RA	LHUM_LH14039-RA
OG0001797	PBAR_CG_02546982	LHUM_lhum_EIF5b-1
OG0001798	PBAR_PB24521-RA	LHUM_LH14933-RA
OG0001799	PBAR_PB24504-RA	LHUM_LH14929-RA
OG0001800	PBAR_PB24515-RA	LHUM_LH20808-RA
OG0001801	PBAR_PB24527-RA	LHUM_LH15924-RA
OG0001802	PBAR_PB24526-RA	LHUM_LH14021-RA
OG0001803	PBAR_PB24516-RA	LHUM_LH12800-RA
OG0001804	PBAR_PB24524-RA	LHUM_LH15927-RA
OG0001805	PBAR_PB24519-RA	LHUM_lhum_SPH55-RA
OG0001806	PBAR_PB24512-RA	LHUM_LH20804-RA
OG0001807	PBAR_PB24513-RA	LHUM_LH10549-RA
OG0001808	PBAR_PB24528-RA	LHUM_LH15922-RA
OG0001809	PBAR_PB24517-RA	LHUM_LH10548-RA
OG0001810	PBAR_PB24530-RA	LHUM_LH15916-RA
OG0001811	PBAR_PB24551-RA	LHUM_LH15906-RA
OG0001812	PBAR_PB24548-RA	LHUM_LH15905-RA
OG0001813	PBAR_PB24535-RA	LHUM_LH15911-RA
OG0001814	PBAR_PB24529-RA	LHUM_LH15912-RA
OG0001815	PBAR_PB24531-RA	LHUM_LH15908-RA
OG0001816	PBAR_PB24532-RA	LHUM_LH15918-RA
OG0001817	PBAR_PB24540-RA	LHUM_LH14207-RA
OG0001818	PBAR_PB20937-RA	LHUM_LH14201-RA
OG0001819	PBAR_pbar_Rel-1	LHUM_LH14204-RA
OG0001820	PBAR_PB20925-RA	LHUM_LH14206-RA
OG0001821	PBAR_Pbar_Ndufb9_like-1	LHUM_LH14199-RA
OG0001822	PBAR_PB20952-RA	LHUM_LH14203-RA
OG0001823	PBAR_pbar_RpL24-1	LHUM_LH14200-RA
OG0001824	PBAR_PB24536-RA	LHUM_LH14208-RA
OG0001825	PBAR_PB20938-RA	LHUM_LH14211-RA
OG0001826	PBAR_PB24539-RA	LHUM_LH14209-RA
OG0001827	PBAR_PB24537-RA	LHUM_LH14210-RA
OG0001828	PBAR_PB24547-RA	LHUM_LH14161-RA
OG0001829	PBAR_PB20944-RA	LHUM_LH14193-RA
OG0001830	PBAR_PB24534-RA	LHUM_LH14156-RA
OG0001831	PBAR_PB20943-RA	LHUM_LH14197-RA
OG0001832	PBAR_PB20948-RA	LHUM_LH14189-RA
OG0001833	PBAR_PB20949-RA	LHUM_LH14188-RA
OG0001834	PBAR_PB18792-RA	LHUM_LH19368-RA
OG0001835	PBAR_PB18788-RA	LHUM_LH19370-RA
OG0001836	PBAR_PB24564-RA	LHUM_LH14172-RA
OG0001837	PBAR_PB18800-RA	LHUM_LH14179-RA
OG0001838	PBAR_PB10569-RA	LHUM_LH14160-RA
OG0001839	PBAR_PB10568-RA	LHUM_LH14159-RA
OG0001840	PBAR_PB20942-RA	LHUM_LH14195-RA
OG0001841	PBAR_PB20946-RA	LHUM_LH14196-RA
OG0001842	PBAR_PB18798-RA	LHUM_LH19350-RA
