Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0000403	ACEP_ACEP_00009388-RA, ACEP_ACEP_00009707-RA	LHUM_LH13379-RA, LHUM_LH15608-RA	PBAR_PB11433-RA, PBAR_PB15147-RA, PBAR_PB17051-RA
OG0000404	ACEP_ACEP_00011912-RA, ACEP_ACEP_00011919-RA, ACEP_ACEP_00011920-RA, ACEP_ACEP_00011922-RA	LHUM_LH18000-RA	PBAR_PB10763-RA, PBAR_PB10767-RA
OG0000405	ACEP_ACEP_00003758-RA, ACEP_ACEP_00009635-RA	LHUM_LH10495-RA, LHUM_LH25193-RA	PBAR_PB10214-RA, PBAR_PB12723-RA, PBAR_PB14331-RA
OG0000406	ACEP_ACEP_00003640-RA, ACEP_ACEP_00014346-RA		PBAR_PB10065-RA, PBAR_PB10180-RA, PBAR_PB10473-RA, PBAR_PB14755-RA, PBAR_PB19183-RA
OG0000407	ACEP_ACEP_00003566-RA	LHUM_LH14001-RA, LHUM_LH19640-RA	PBAR_PB11404-RA, PBAR_PB11406-RA, PBAR_PB14558-RA, PBAR_PB26312-RA
OG0000408	ACEP_ACEP_00011570-RA, ACEP_ACEP_00011571-RA	LHUM_LH10031-RA	PBAR_PB10019-RA, PBAR_PB10392-RA, PBAR_PB10399-RA, PBAR_PB10554-RA
OG0000409	ACEP_ACEP_00011559-RA	LHUM_LH11588-RA, LHUM_LH12304-RA, LHUM_LH12547-RA, LHUM_LH14424-RA, LHUM_LH20994-RA	PBAR_PB15188-RA
OG0000410	ACEP_ACEP_00009973-RA, ACEP_ACEP_00009974-RA, ACEP_ACEP_00009975-RA, ACEP_ACEP_00009976-RA	LHUM_lhum_cSP1a-RA, LHUM_lhum_cSP1b-RA	PBAR_pbar_SP1-RA
OG0000411	ACEP_ACEP_00007989-RA, ACEP_ACEP_00009890-RA	LHUM_LH12269-RA, LHUM_LH20107-RA	PBAR_PB12628-RA, PBAR_PB18479-RA, PBAR_PB20705-RA
OG0000412	ACEP_ACEP_00004713-RA, ACEP_ACEP_00004716-RA, ACEP_ACEP_00017642-RA	LHUM_LH23282-RA, LHUM_LH25736-RA	PBAR_PB18686-RA, PBAR_PB20189-RA
OG0000413	ACEP_ACEP_00014895-RA, ACEP_ACEP_00014898-RA, ACEP_ACEP_00016276-RA	LHUM_LH16518-RA, LHUM_LH21773-RA	PBAR_PB21289-RA, PBAR_PB22898-RA
OG0000414	ACEP_ACEP_00014509-RA	LHUM_LH10035-RA, LHUM_LH10565-RA, LHUM_LH11510-RA, LHUM_LH11512-RA, LHUM_LH17480-RA	PBAR_pbar_ICE-1
OG0000415	ACEP_ACEP_00002823-RA, ACEP_ACEP_00014488-RA	LHUM_LH23528-RA, LHUM_LH25030-RA	PBAR_PB17858-RA, PBAR_PB24267-RA, PBAR_PB24271-RA
OG0000416	ACEP_ACEP_00014661-RA, ACEP_ACEP_00014665-RA, ACEP_ACEP_00014673-RA	LHUM_LH15299-RA, LHUM_LH15300-RA	PBAR_PB12737-RA, PBAR_PB12741-RA
OG0000417	ACEP_ACEP_00015836-RA	LHUM_LH10620-RA, LHUM_LH14705-RA, LHUM_LH15083-RA, LHUM_LH25525-RA	PBAR_PB12253-RA, PBAR_PB12254-RA
OG0000418	ACEP_ACEP_00003340-RA, ACEP_ACEP_00008040-RA	LHUM_LH18910-RA, LHUM_LH21335-RA, LHUM_LH21340-RA	PBAR_PB11114-RA, PBAR_PB25691-RA
OG0000419	ACEP_ACEP_00003026-RA, ACEP_ACEP_00012181-RA, ACEP_ACEP_00012182-RA	LHUM_LH20028-RA, LHUM_LH20033-RA	PBAR_PB16644-RA, PBAR_PB16651-RA
OG0000420	ACEP_ACEP_00014452-RA	LHUM_LH20265-RA, LHUM_LH20268-RA, LHUM_LH20269-RA	PBAR_PB21281-RA, PBAR_PB21283-RA, PBAR_PB21285-RA
OG0000421	ACEP_ACEP_00005805-RA	LHUM_LH10666-RA, LHUM_LH13923-RA, LHUM_LH13924-RA, LHUM_LH13925-RA, LHUM_LH15079-RA	PBAR_PB10740-RA
OG0000422	ACEP_ACEP_00005795-RA	LHUM_LH16030-RA	PBAR_PB11415-RA, PBAR_PB11415-RB, PBAR_PB11416-RA, PBAR_PB14447-RA, PBAR_PB15040-RA
OG0000423	ACEP_ACEP_00005714-RA, ACEP_ACEP_00005715-RA, ACEP_ACEP_00017587-RA	LHUM_LH23833-RA, LHUM_LH23841-RA	PBAR_PB22185-RA, PBAR_PB26970-RA
OG0000424	ACEP_ACEP_00005640-RA, ACEP_ACEP_00010107-RA	LHUM_LH16950-RA, LHUM_LH23787-RA	PBAR_PB13463-RA, PBAR_PB13472-RA, PBAR_PB22231-RA
OG0000425	ACEP_ACEP_00013592-RA, ACEP_ACEP_00014937-RA, ACEP_ACEP_00017938-RA	LHUM_LH12525-RA, LHUM_LH15258-RA	PBAR_PB21401-RA, PBAR_PB23116-RA
OG0000426	ACEP_ACEP_00014909-RA, ACEP_ACEP_04573731-RA, ACEP_ACEP_04573742-RA	LHUM_LH11849-RA	PBAR_PB17178-RA, PBAR_PB21485-RA, PBAR_Pbar_jhe-1
OG0000427	ACEP_ACEP_00007603-RA	LHUM_LH12478-RA, LHUM_LH12480-RA, LHUM_LH13968-RA, LHUM_LH14807-RA, LHUM_LH24990-RA	PBAR_PB12454-RA
OG0000428	ACEP_ACEP_00007522-RA, ACEP_ACEP_00007524-RA, ACEP_ACEP_00012615-RA	LHUM_LH11916-RA, LHUM_LH11976-RA	PBAR_PB16410-RA, PBAR_PB18519-RA
OG0000429	ACEP_ACEP_00000691-RA, ACEP_ACEP_00003147-RA	LHUM_LH10671-RA, LHUM_LH18210-RA	PBAR_PB22475-RA, PBAR_PB22482-RA, PBAR_PB24680-RA
OG0000430	ACEP_ACEP_00002860-RA, ACEP_ACEP_00002861-RA	LHUM_LH12732-RA, LHUM_LH12989-RA, LHUM_LH12995-RA	PBAR_PB14285-RA, PBAR_PB25635-RA
OG0000431	ACEP_l_2_efl-RA	LHUM_LH13044-RA, LHUM_LH25417-RA, LHUM_LH25425-RA, LHUM_LH25426-RA	PBAR_PB27060-RA, PBAR_PB27061-RA
OG0000432	ACEP_ACEP_00002733-RA	LHUM_LH14260-RA, LHUM_LH14263-RA, LHUM_LH15936-RA, LHUM_LH16487-RA	PBAR_PB10802-RA, PBAR_PB15462-RA
OG0000433	ACEP_ACEP_00015143-RA		PBAR_PB16984-RA, PBAR_PB18341-RA, PBAR_PB18356-RA, PBAR_PB25754-RA, PBAR_PB25763-RA, PBAR_PB26238-RA
OG0000434	ACEP_ACEP_00011281-RA, ACEP_ACEP_00015461-RA	LHUM_LH13613-RA, LHUM_LH19929-RA	PBAR_PB11737-RA, PBAR_PB16865-RA, PBAR_PB16874-RA
OG0000435	ACEP_ACEP_00003839-RA, ACEP_ACEP_00004391-RA, ACEP_ACEP_00015472-RA	LHUM_LH21834-RA, LHUM_LH22869-RA	PBAR_pbar_baboon-1, PBAR_pbar_thickveins-1
OG0000436	ACEP_ACEP_00003935-RA, ACEP_ACEP_00012134-RA	LHUM_LH11001-RA, LHUM_LH11551-RA, LHUM_LH20663-RA	PBAR_PB17933-RA, PBAR_PB20692-RA
OG0000437	ACEP_ACEP_00004352-RA, ACEP_ACEP_00013896-RA	LHUM_LH17132-RA, LHUM_LH17133-RA, LHUM_LH22836-RA	PBAR_PB18972-RA, PBAR_PB23520-RA
OG0000438	ACEP_ACEP_00004637-RA, ACEP_ACEP_00013821-RA, ACEP_ACEP_00013843-RA	LHUM_LH15332-RA, LHUM_LH22719-RA	PBAR_PB18074-RA, PBAR_PB23833-RA
OG0000439	ACEP_ACEP_00007274-RA, ACEP_ACEP_00015797-RA	LHUM_LH17936-RA, LHUM_LH18971-RA	PBAR_PB13691-RA, PBAR_PB13692-RA, PBAR_PB20658-RA
OG0000440	ACEP_ACEP_00006999-RA, ACEP_ACEP_00007036-RA, ACEP_ACEP_00008528-RA	LHUM_LH25165-RA	PBAR_PB13645-RA, PBAR_PB15528-RA, PBAR_PB23939-RA
OG0000441	ACEP_ACEP_00004979-RA, ACEP_ACEP_00009766-RA	LHUM_LH10593-RA, LHUM_LH14475-RA, LHUM_LH19935-RA, LHUM_LH23873-RA	PBAR_PB20732-RA
OG0000442	ACEP_ACEP_00009708-RA	LHUM_LH15132-RA	PBAR_PB10013-RA, PBAR_PB11177-RA, PBAR_PB13282-RA, PBAR_PB19167-RA, PBAR_PB24636-RA
OG0000443	ACEP_ACEP_00009654-RA		PBAR_PB11032-RA, PBAR_PB11304-RA, PBAR_PB14502-RA, PBAR_PB15054-RA, PBAR_PB23056-RA, PBAR_PB23635-RA
OG0000444	ACEP_ACEP_00005310-RA, ACEP_ACEP_00005312-RA, ACEP_ACEP_00005313-RA, ACEP_ACEP_00009641-RA, ACEP_ACEP_00014384-RA, ACEP_ACEP_00014385-RA	LHUM_LH13872-RA	
OG0000445	ACEP_ACEP_00004002-RA, ACEP_ACEP_00011383-RA	LHUM_LH16995-RA, LHUM_LH23410-RA	PBAR_CG_02547661, PBAR_PB13971-RA, PBAR_PB17242-RA
OG0000446	ACEP_ACEP_00012331-RA	LHUM_LH11819-RA, LHUM_LH17398-RA, LHUM_LH25665-RA, LHUM_LH25666-RA, LHUM_LH25667-RA	PBAR_PB23749-RB
OG0000447	ACEP_ACEP_00012291-RA, ACEP_ACEP_00012292-RA, ACEP_ACEP_00016700-RA	LHUM_LH12845-RA, LHUM_LH12850-RA, LHUM_LH12851-RA	PBAR_PB23796-RA
OG0000448	ACEP_ACEP_00005163-RA, ACEP_ACEP_00016253-RA	LHUM_LH14223-RA, LHUM_LH16216-RA, LHUM_LH18866-RA	PBAR_PB12541-RA, PBAR_PB24077-RA
OG0000449	ACEP_ACEP_00003233-RA, ACEP_ACEP_00005194-RA	LHUM_LH11124-RA, LHUM_LH15708-RA, LHUM_LH16552-RA	PBAR_PB21224-RA, PBAR_PB24759-RA
OG0000450	ACEP_ACEP_00005156-RA, ACEP_ACEP_00005158-RA	LHUM_LH15601-RA, LHUM_LH15609-RA, LHUM_LH15610-RA	PBAR_PB17374-RA, PBAR_PB17382-RA
OG0000451	ACEP_ACEP_00005145-RA, ACEP_ACEP_00005146-RA, ACEP_ACEP_00005147-RA	LHUM_LH14500-RA, LHUM_LH23699-RA	PBAR_PB20450-RA, PBAR_PB20455-RA
OG0000452	ACEP_ACEP_00004323-RA, ACEP_ACEP_00012632-RA, ACEP_ACEP_00012635-RA, ACEP_ACEP_00012638-RA	LHUM_LH17617-RA, LHUM_LH17628-RA	PBAR_PB20214-RA
OG0000453	ACEP_ACEP_00004273-RA	LHUM_LH13299-RA	PBAR_PB10173-RA, PBAR_PB10289-RA, PBAR_PB18221-RA, PBAR_PB18222-RA, PBAR_PB22244-RA
OG0000454	ACEP_ACEP_00000720-RA		PBAR_PB10584-RA, PBAR_PB11407-RA, PBAR_PB13835-RA, PBAR_PB14365-RA, PBAR_PB15491-RA, PBAR_PB24632-RA
OG0000455	ACEP_ACEP_00016960-RA, ACEP_ACEP_00016961-RA, ACEP_ACEP_00016967-RA	LHUM_LH25712-RA, LHUM_LH25717-RA, LHUM_LH25718-RA	PBAR_PB27136-RA
OG0000456	ACEP_ACEP_00000272-RA, ACEP_ACEP_00000274-RA, ACEP_ACEP_00000275-RA	LHUM_LH14964-RA, LHUM_LH14965-RA	PBAR_PB12976-RA, PBAR_PB12977-RA
OG0000457	ACEP_ACEP_00002082-RA	LHUM_LH17599-RA, LHUM_LH18802-RA, LHUM_LH18806-RA	PBAR_PB12597-RA, PBAR_PB12603-RA, PBAR_pbar_Cyp12a-like-1
OG0000458	ACEP_ACEP_00006621-RA, ACEP_ACEP_00006626-RA	LHUM_LH22068-RA, LHUM_LH22078-RA, LHUM_LH25974-RA	PBAR_PB14052-RA, PBAR_PB14059-RA
OG0000459	ACEP_ACEP_00006551-RA, ACEP_ACEP_00015724-RA, ACEP_ACEP_00015725-RA	LHUM_LH14510-RA, LHUM_LH21364-RA	PBAR_PB13033-RA, PBAR_PB19922-RA
OG0000460	ACEP_ACEP_00010216-RA	LHUM_LH15834-RA, LHUM_LH15839-RA	PBAR_PB18776-RA, PBAR_PB18777-RA, PBAR_Pbar_fem-RF, PBAR_Pbar_fem-RM
OG0000461	ACEP_ACEP_00004806-RA, ACEP_ACEP_00010072-RA, ACEP_ACEP_00010076-RA	LHUM_LH24823-RA, LHUM_LH24826-RA	PBAR_PB23054-RA, PBAR_PB25715-RA
OG0000462	ACEP_ACEP_00005425-RA, ACEP_ACEP_00005426-RA	LHUM_LH19148-RA, LHUM_LH19149-RA, LHUM_LH19150-RA	PBAR_PB11944-RA, PBAR_PB11946-RA
OG0000463	ACEP_ACEP_00013406-RA	LHUM_LH10534-RA, LHUM_LH10619-RA, LHUM_LH12393-RA, LHUM_LH13185-RA, LHUM_LH14714-RA	PBAR_PB17799-RA
OG0000464	ACEP_ACEP_00006785-RA, ACEP_ACEP_00006943-RA	LHUM_LH20869-RA, LHUM_LH21981-RA	PBAR_PB10009-RA, PBAR_PB15228-RA, PBAR_PB16055-RA
OG0000465	ACEP_ACEP_00006898-RA, ACEP_ACEP_00006899-RA, ACEP_ACEP_00006900-RA, ACEP_ACEP_00006902-RA, ACEP_ACEP_00017400-RA	LHUM_LH11242-RA	PBAR_PB21849-RA
OG0000466	ACEP_ACEP_00006887-RA	LHUM_LH19865-RA	PBAR_PB10842-RA, PBAR_PB10843-RA, PBAR_PB10846-RA, PBAR_PB10849-RA, PBAR_PB19856-RA
OG0000467	ACEP_ACEP_00004774-RA, ACEP_ACEP_00004775-RA, ACEP_ACEP_00004776-RA	LHUM_LH19641-RA, LHUM_LH19642-RA	PBAR_PB13581-RA, PBAR_PB16692-RA
OG0000468	ACEP_ACEP_00004719-RA	LHUM_LH10376-RA, LHUM_LH10377-RA, LHUM_LH20819-RA, LHUM_LH22019-RA, LHUM_LH25090-RA	PBAR_PB11893-RA
OG0000469	ACEP_ACEP_00017553-RA	LHUM_LH13946-RA, LHUM_LH23801-RA, LHUM_LH25504-RA, LHUM_LH26065-RA	PBAR_PB10394-RA, PBAR_PB26299-RA
OG0000470	ACEP_ACEP_00003362-RA, ACEP_ACEP_00003363-RA	LHUM_LH21127-RA	PBAR_PB25922-RA, PBAR_PB25924-RA, PBAR_PB25925-RA, PBAR_PB25926-RA
OG0000471	ACEP_ACEP_00013337-RA, ACEP_ACEP_00013339-RA	LHUM_LH12832-RA, LHUM_LH15400-RA, LHUM_LH15401-RA	PBAR_PB20868-RA, PBAR_PB20870-RA
OG0000472	ACEP_ACEP_00013336-RA	LHUM_LH15380-RA, LHUM_LH15390-RA, LHUM_LH15391-RA, LHUM_LH15393-RA, LHUM_LH15404-RA	PBAR_PB20877-RA
OG0000473		LHUM_LH10078-RA, LHUM_LH10290-RA, LHUM_LH10379-RA, LHUM_LH11852-RA, LHUM_LH14448-RA, LHUM_LH18573-RA, LHUM_LH22761-RA	
OG0000474		LHUM_LH11354-RA, LHUM_LH11734-RA, LHUM_LH14446-RA, LHUM_LH14713-RA	PBAR_PB13093-RA, PBAR_PB23558-RA, PBAR_PB23626-RA
OG0000475		LHUM_LH10153-RA, LHUM_LH14691-RA, LHUM_LH16312-RA, LHUM_LH16314-RA, LHUM_LH17109-RA, LHUM_LH17148-RA, LHUM_LH24547-RA	
OG0000476		LHUM_LH10002-RA, LHUM_LH10205-RA, LHUM_LH10563-RA, LHUM_LH10857-RA, LHUM_LH13380-RA, LHUM_LH15116-RA	PBAR_PB17873-RA
OG0000477		LHUM_LH14888-RA	PBAR_PB11785-RA, PBAR_PB11788-RA, PBAR_PB13833-RA, PBAR_PB19439-RA, PBAR_PB19677-RA, PBAR_PB26433-RA
OG0000478		LHUM_LH16357-RA, LHUM_LH16358-RA, LHUM_LH16359-RA, LHUM_LH16361-RA, LHUM_LH16363-RA, LHUM_LH16365-RA, LHUM_LH25604-RA	
OG0000479		LHUM_LH10027-RA, LHUM_LH11822-RA, LHUM_LH12555-RA, LHUM_LH12557-RA, LHUM_LH12564-RA, LHUM_LH20982-RA	PBAR_PB14511-RA
OG0000480		LHUM_LH11828-RA, LHUM_LH15949-RA, LHUM_LH17912-RA, LHUM_LH18251-RA, LHUM_LH18664-RA, LHUM_LH20092-RA, LHUM_LH21563-RA	
OG0000481		LHUM_LH18288-RA, LHUM_LH18289-RA, LHUM_LH25644-RA, LHUM_LH25648-RA, LHUM_LH25649-RA, LHUM_LH25651-RA, LHUM_LH25652-RA	
OG0000482		LHUM_LH18217-RA, LHUM_LH18219-RA, LHUM_LH18220-RA, LHUM_LH25291-RA, LHUM_LH25708-RA, LHUM_LH25709-RA	PBAR_PB27093-RA
OG0000483			PBAR_PB18483-RA, PBAR_PB26261-RA, PBAR_PB26486-RA, PBAR_PB26869-RA, PBAR_PB26923-RA, PBAR_PB26924-RA, PBAR_PB26925-RA
OG0000484			PBAR_PB12309-RA, PBAR_PB15019-RA, PBAR_PB15020-RA, PBAR_PB15020-RB, PBAR_PB15021-RA, PBAR_PB20340-RA, PBAR_PB20873-RA
OG0000485	ACEP_ACEP_00003118-RA, ACEP_ACEP_00011671-RA, ACEP_ACEP_00016764-RA, ACEP_ACEP_00016780-RA, ACEP_ACEP_00016819-RA		PBAR_PB19762-RA
OG0000486	ACEP_ACEP_00014801-RA, ACEP_ACEP_00017552-RA, ACEP_ACEP_00017968-RA	LHUM_LH17661-RA	PBAR_PB14873-RA, PBAR_PB27078-RA
OG0000487	ACEP_ACEP_00011895-RA, ACEP_ACEP_00012858-RA	LHUM_LH13261-RA, LHUM_LH14049-RA	PBAR_PB10783-RA, PBAR_PB24490-RA
OG0000488	ACEP_ACEP_00006303-RA	LHUM_LH11050-RA	PBAR_pbar_caspaseA-RC, PBAR_pbar_dcp-1-RB, PBAR_pbar_decay-RD, PBAR_pbar_drICE-1
OG0000489	ACEP_ACEP_00006233-RA, ACEP_ACEP_00007740-RA	LHUM_LH18885-RA, LHUM_LH22457-RA	PBAR_PB11869-RA, PBAR_PB24026-RA
OG0000490	ACEP_ACEP_00006220-RA	LHUM_LH14886-RA, LHUM_LH16783-RA	PBAR_PB14928-RA, PBAR_PB14931-RA, PBAR_pbar_CG2145_like-1
OG0000491	ACEP_ACEP_00006178-RA, ACEP_ACEP_00016564-RA	LHUM_LH21667-RA, LHUM_Lhum_yellow-b-RA	PBAR_Pbar_Y-b-1, PBAR_Pbar_Y-y-1
OG0000492	ACEP_ACEP_00006169-RA, ACEP_ACEP_00013926-RA	LHUM_LH11078-RA, LHUM_LH17105-RA	PBAR_PB20582-RA, PBAR_PB21515-RA
OG0000493	ACEP_ACEP_00006096-RA, ACEP_ACEP_00006100-RA	LHUM_LH22219-RA, LHUM_LH22223-RA	PBAR_PB11143-RA, PBAR_PB11145-RA
OG0000494	ACEP_ACEP_00004379-RA, ACEP_ACEP_00006049-RA	LHUM_LH10767-RA, LHUM_LH22862-RA	PBAR_PB22828-RA, PBAR_PB23858-RA
OG0000495	ACEP_ACEP_00005973-RA, ACEP_ACEP_00013857-RA	LHUM_LH17145-RA, LHUM_LH17866-RA	PBAR_PB17642-RA, PBAR_pbar_Moesin-1
OG0000496	ACEP_ACEP_00010939-RA, ACEP_ACEP_00014008-RA	LHUM_LH12218-RA, LHUM_LH21925-RA	PBAR_PB19885-RA, PBAR_PB23318-RA
OG0000497	ACEP_ACEP_00013928-RA, ACEP_ACEP_00017087-RA	LHUM_LH25634-RA	PBAR_PB10658-RA, PBAR_PB26252-RA, PBAR_PB26364-RA
OG0000498	ACEP_ACEP_00016723-RA, ACEP_ACEP_00018101-RA	LHUM_LH22966-RA	PBAR_PB17341-RA, PBAR_PB21243-RA, PBAR_PB25034-RA
OG0000499	ACEP_ACEP_00007200-RA, ACEP_ACEP_00011550-RA	LHUM_LH17348-RA, LHUM_LH19461-RA	PBAR_PB13869-RA, PBAR_PB22346-RA
OG0000500	ACEP_ACEP_00011505-RA	LHUM_LH13774-RA, LHUM_LH19441-RA, LHUM_LH19543-RA, LHUM_LH26100-RA	PBAR_PB12704-RA
OG0000501	ACEP_ACEP_00011454-RA, ACEP_ACEP_00016359-RA, ACEP_ACEP_00017853-RA, ACEP_ACEP_00017854-RA	LHUM_LH22568-RA	PBAR_PB18185-RA
OG0000502	ACEP_ACEP_00011446-RA, ACEP_ACEP_00011447-RA, ACEP_ACEP_00011448-RA, ACEP_ACEP_00011450-RA	LHUM_LH22561-RA	PBAR_PB18188-RA
OG0000503	ACEP_ACEP_00002679-RA, ACEP_ACEP_00009924-RA	LHUM_LH14588-RA, LHUM_LH23051-RA	PBAR_CG_02545989, PBAR_PB11696-RA
OG0000504	ACEP_ACEP_00000718-RA, ACEP_ACEP_00002678-RA	LHUM_LH14587-RA, LHUM_LH15093-RA	PBAR_PB11697-RA, PBAR_PB23910-RA
OG0000505	ACEP_ACEP_00002672-RA, ACEP_ACEP_00008910-RA	LHUM_LH17826-RA, LHUM_LH20705-RA	PBAR_PB11701-RA, PBAR_PB16554-RA
OG0000506	ACEP_ACEP_00002637-RA, ACEP_ACEP_00012467-RA	LHUM_LH17830-RA, LHUM_LH17900-RA	PBAR_PB24205-RA, PBAR_PB25065-RA
OG0000507	ACEP_ACEP_00002645-RA, ACEP_ACEP_00008000-RA	LHUM_LH12829-RA	PBAR_PB11693-RA, PBAR_PB12642-RA, PBAR_PB12643-RA
OG0000508	ACEP_ACEP_00002554-RA, ACEP_ACEP_00016436-RA	LHUM_LH17527-RA, LHUM_LH24129-RA	PBAR_PB18056-RA, PBAR_PB26115-RA
OG0000509	ACEP_ACEP_00002537-RA, ACEP_ACEP_00002538-RA	LHUM_LH17515-RA, LHUM_LH17516-RA	PBAR_PB12521-RA, PBAR_PB12523-RA
OG0000510	ACEP_ACEP_00002543-RA, ACEP_ACEP_00010962-RA	LHUM_LH14347-RA, LHUM_LH17509-RA	PBAR_PB13299-RA, PBAR_PB23296-RA
OG0000511	ACEP_ACEP_00002482-RA, ACEP_ACEP_00008123-RA, ACEP_ACEP_00010238-RA	LHUM_LH15651-RA, LHUM_LH24046-RA	PBAR_PB19090-RA
OG0000512	ACEP_ACEP_00002445-RA, ACEP_ACEP_00014514-RA	LHUM_LH15633-RA, LHUM_LH23587-RA	PBAR_PB10011-RA, PBAR_PB10914-RA
OG0000513	ACEP_ACEP_00002438-RA, ACEP_ACEP_00002439-RA	LHUM_LH14596-RA, LHUM_LH14601-RA	PBAR_PB10907-RA, PBAR_PB10909-RA
OG0000514	ACEP_ACEP_00002380-RA, ACEP_ACEP_00007331-RA	LHUM_LH14563-RA, LHUM_LH20775-RA	PBAR_PB13825-RA, PBAR_PB19341-RA
OG0000515	ACEP_ACEP_00002314-RA, ACEP_ACEP_00014790-RA	LHUM_LH17669-RA, LHUM_LH17799-RA	PBAR_PB13415-RA, PBAR_PB19383-RA
OG0000516	ACEP_ACEP_00017131-RA, ACEP_ACEP_00017134-RA, ACEP_ACEP_00017135-RA	LHUM_LH26045-RA, LHUM_LH26051-RA	PBAR_PB27050-RA
OG0000517	ACEP_ACEP_00002215-RA	LHUM_LH13777-RA, LHUM_LH15600-RA, LHUM_LH17478-RA, LHUM_LH24232-RA	PBAR_PB20308-RA
OG0000518	ACEP_ACEP_00000819-RA, ACEP_ACEP_00010539-RA	LHUM_LH12150-RA, LHUM_LH17081-RA	PBAR_PB12066-RA, PBAR_PB23821-RA
OG0000519	ACEP_ACEP_00000925-RA, ACEP_ACEP_00009630-RA, ACEP_ACEP_00017926-RA	LHUM_LH12513-RA, LHUM_LH15071-RA	PBAR_PB14416-RA
OG0000520	ACEP_ACEP_00010466-RA, ACEP_ACEP_00013295-RA	LHUM_LH10005-RA, LHUM_LH10626-RA, LHUM_LH10627-RA	PBAR_PB23642-RA
OG0000521	ACEP_ACEP_00010426-RA	LHUM_LH15225-RA	PBAR_PB18169-RA, PBAR_PB18170-RA, PBAR_PB18172-RA, PBAR_PB18175-RA
OG0000522	ACEP_ACEP_00008204-RA, ACEP_ACEP_00008205-RA	LHUM_LH18743-RA, LHUM_LH18743-RB, LHUM_LH18747-RA	PBAR_PB25012-RA
OG0000523	ACEP_ACEP_00000245-RA, ACEP_ACEP_00008167-RA	LHUM_LH14490-RA, LHUM_LH22904-RA	PBAR_PB13589-RA, PBAR_PB19192-RA
OG0000524	ACEP_ACEP_00003425-RA, ACEP_ACEP_00008122-RA, ACEP_ACEP_00009608-RA, ACEP_ACEP_00009642-RA, ACEP_ACEP_00011670-RA, ACEP_ACEP_00011796-RA		
OG0000525	ACEP_ACEP_00008113-RA, ACEP_ACEP_00008118-RA	LHUM_LH24166-RA, LHUM_LH24172-RA	PBAR_PB20070-RA, PBAR_PB20074-RA
OG0000526	ACEP_ACEP_00008062-RA	LHUM_LH10195-RA, LHUM_LH10773-RA, LHUM_LH14555-RA	PBAR_PB17083-RA, PBAR_PB17084-RA
OG0000527	ACEP_ACEP_00009083-RA, ACEP_ACEP_00016040-RA	LHUM_LH13502-RA, LHUM_LH23125-RA	PBAR_PB13772-RA, PBAR_PB24701-RA
OG0000528	ACEP_ACEP_00014101-RA, ACEP_ACEP_00017797-RA	LHUM_LH20349-RA, LHUM_LH20355-RA	PBAR_PB11985-RA, PBAR_PB15920-RA
OG0000529	ACEP_ACEP_00001008-RA, ACEP_ACEP_00001009-RA, ACEP_ACEP_00014044-RA		PBAR_PB10216-RA, PBAR_PB15155-RA, PBAR_PB21976-RA
OG0000530	ACEP_ACEP_00008945-RA	LHUM_LH13469-RA, LHUM_LH15616-RA	PBAR_PB14786-RA, PBAR_PB14786-RB, PBAR_PB18381-RA
OG0000531	ACEP_ACEP_00005082-RA, ACEP_ACEP_00008905-RA	LHUM_LH16490-RA, LHUM_LH20703-RA	PBAR_PB10806-RA, PBAR_PB16547-RA
OG0000532	ACEP_ACEP_00000605-RA, ACEP_ACEP_03384435-RA	LHUM_LH15767-RA, LHUM_LH18113-RA	PBAR_PB25315-RA, PBAR_pbar_bsk-RB
OG0000533	ACEP_ACEP_00008855-RA, ACEP_ACEP_00008856-RA, ACEP_ACEP_00008857-RA, ACEP_ACEP_00008868-RA	LHUM_LH21492-RA	PBAR_PB10449-RA
OG0000534	ACEP_ACEP_00000742-RA, ACEP_ACEP_00008863-RA, ACEP_ACEP_00017367-RA, ACEP_ACEP_00017371-RA	LHUM_LH25948-RA	PBAR_PB26656-RA
OG0000535	ACEP_ACEP_00008825-RA, ACEP_ACEP_00008826-RA	LHUM_LH21583-RA, LHUM_LH21586-RA	PBAR_PB16219-RA, PBAR_PB16222-RA
OG0000536	ACEP_ACEP_00010393-RA, ACEP_ACEP_00011702-RA	LHUM_LH16120-RA, LHUM_LH18029-RA	PBAR_PB17737-RA, PBAR_PB19899-RA
OG0000537	ACEP_ACEP_00001087-RA, ACEP_ACEP_00010379-RA	LHUM_LH12511-RA, LHUM_LH16119-RA	PBAR_PB17817-RA, PBAR_PB21761-RA
OG0000538	ACEP_ACEP_00010316-RA	LHUM_LH12702-RA, LHUM_LH13210-RA	PBAR_PB11479-RA, PBAR_PB11480-RA, PBAR_PB17076-RA
OG0000539	ACEP_ACEP_00010264-RA, ACEP_ACEP_00014852-RA	LHUM_LH22317-RA, LHUM_LH22319-RA	PBAR_PB19610-RA, PBAR_PB19615-RA
OG0000540	ACEP_ACEP_00015422-RA	LHUM_LH10525-RA, LHUM_LH17447-RA, LHUM_LH18769-RA	PBAR_PB12306-RA, PBAR_PB25626-RA
OG0000541	ACEP_ACEP_00014404-RA, ACEP_ACEP_00016391-RA	LHUM_LH10760-RA, LHUM_LH10761-RA, LHUM_LH12935-RA	PBAR_PB21134-RA
