Orthogroup	acep_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0001329	ACEP_ACEP_00007717-RA, ACEP_ACEP_00007716-RA	PBAR_pbar_CLIP2-RA
OG0001330	ACEP_ACEP_00018014-RA	PBAR_PB16627-RA, PBAR_PB26600-RA
OG0001331	ACEP_ACEP_00016353-RA, ACEP_ACEP_00004160-RA	PBAR_PB19722-RA
OG0001332	ACEP_ACEP_00018081-RA, ACEP_ACEP_00018075-RA	PBAR_PB26886-RA
OG0001333	ACEP_ACEP_00014446-RA	PBAR_PB21607-RA, PBAR_PB21261-RA
OG0001334	ACEP_ACEP_00018087-RA	PBAR_PB26282-RA, PBAR_PB26901-RA, PBAR_PB26908-RA
OG0001335	ACEP_ACEP_00018083-RA, ACEP_ACEP_00018092-RA	PBAR_PB26902-RA
OG0001336	ACEP_ACEP_00018094-RA	PBAR_PB26909-RA
OG0001336	ACEP_ACEP_00018086-RA	PBAR_PB26893-RA
OG0001337	ACEP_ACEP_00014435-RA, ACEP_ACEP_00014439-RA	PBAR_PB26914-RA
OG0001338	ACEP_ACEP_00018093-RA	PBAR_PB26890-RA, PBAR_PB26900-RA
OG0001339	ACEP_ACEP_00018088-RA	PBAR_PB26907-RA
OG0001340	ACEP_ACEP_00018102-RA, ACEP_ACEP_00004402-RA	PBAR_PB23885-RA
OG0001341	ACEP_ACEP_00014395-RA, ACEP_ACEP_00014396-RA	PBAR_PB21143-RA
OG0001342	ACEP_ACEP_00014541-RA, ACEP_ACEP_00014540-RA	PBAR_PB18290-RA
OG0001343	ACEP_ACEP_00014530-RA	PBAR_PB26224-RA, PBAR_PB18351-RA
OG0001344	ACEP_ACEP_00016343-RA	PBAR_PB22853-RA, PBAR_PB22856-RA
OG0001345	ACEP_ACEP_00005921-RA	PBAR_PB21977-RA
OG0001346	ACEP_ACEP_00005902-RA	PBAR_PB15914-RA, PBAR_PB11362-RA
OG0001347	ACEP_ACEP_00005843-RA	PBAR_PB10741-RA
OG0001348	ACEP_ACEP_00005749-RA	PBAR_PB14496-RA
OG0001349	ACEP_ACEP_00005739-RA	PBAR_PB24195-RA
OG0001350	ACEP_ACEP_00005730-RA, ACEP_ACEP_00017585-RA	PBAR_PB10269-RA
OG0001351	ACEP_ACEP_00005729-RA	PBAR_PB23147-RA, PBAR_Pbar_nAChRa1-RA
OG0001352	ACEP_ACEP_00005699-RA	PBAR_PB17179-RA
OG0001353	ACEP_ACEP_00005638-RA	PBAR_PB22238-RA
OG0001354	ACEP_ACEP_04573039-RA	PBAR_Pbar_Uqcrc2_like-1
OG0001355	ACEP_ACEP_00015005-RA	PBAR_PB18985-RA, PBAR_PB18985-RB
OG0001356	ACEP_ACEP_00014989-RA	PBAR_PB11206-RA, PBAR_PB11206-RB
OG0001357	ACEP_ACEP_00014976-RA	PBAR_PB22455-RA
OG0001358	ACEP_ACEP_00014923-RA	PBAR_PB23141-RA, PBAR_PB23143-RA
OG0001360	ACEP_ACEP_00007707-RA	PBAR_PB10543-RA, PBAR_PB22133-RA
OG0001361	ACEP_ACEP_00007703-RA	PBAR_PB22134-RA, PBAR_PB10864-RA
OG0001362	ACEP_ACEP_00016519-RA, ACEP_ACEP_00007701-RA	PBAR_PB22142-RA
OG0001363	ACEP_ACEP_00007676-RA	PBAR_PB10585-RA, PBAR_Pbar_serrate-RA
OG0001364	ACEP_ACEP_00007606-RA	PBAR_PB12449-RA, PBAR_PB12449-RB
OG0001365	ACEP_ACEP_00007604-RA	PBAR_PB12451-RA
OG0001366	ACEP_ACEP_00006723-RA, ACEP_ACEP_00007595-RA	PBAR_PB16012-RA
OG0001367	ACEP_ACEP_00006488-RA, ACEP_ACEP_00007552-RA	PBAR_PB18494-RA
OG0001368	ACEP_ACEP_00002781-RA, ACEP_ACEP_00007537-RA	PBAR_PB21712-RA
OG0001369	ACEP_ACEP_00007539-RA	PBAR_PB18500-RA
OG0001370	ACEP_ACEP_00007540-RA	PBAR_PB18509-RA
OG0001371	ACEP_ACEP_00007517-RA	PBAR_PB18534-RA
OG0001372	ACEP_ACEP_00007506-RA	PBAR_PB10315-RA, PBAR_PB17877-RA
OG0001373	ACEP_ACEP_00007478-RA	PBAR_PB17899-RA
OG0001374	ACEP_ACEP_00007449-RA	PBAR_PB18986-RA, PBAR_PB24355-RA
OG0001375	ACEP_ACEP_00007411-RA, ACEP_ACEP_00007410-RA	PBAR_PB24407-RA
OG0001376	ACEP_ACEP_00007386-RA, ACEP_ACEP_00007385-RA	PBAR_PB24428-RA
OG0001377	ACEP_ACEP_00007355-RA	PBAR_PB24455-RA
OG0001378	ACEP_ACEP_00011216-RA	PBAR_PB21131-RA, PBAR_PB21084-RA
OG0001379	ACEP_ACEP_00011161-RA, ACEP_ACEP_00011163-RA	PBAR_PB11092-RA
OG0001380	ACEP_ACEP_00011153-RA, ACEP_ACEP_00011150-RA	PBAR_PB20983-RA
OG0001381	ACEP_ACEP_00011148-RA	PBAR_PB20981-RA
OG0001382	ACEP_ACEP_00011130-RA, ACEP_ACEP_00011126-RA	PBAR_PB18697-RA
OG0001383	ACEP_ACEP_00011097-RA	PBAR_PB24152-RA
OG0001384	ACEP_ACEP_00006905-RA, ACEP_ACEP_00011054-RA	PBAR_PB21854-RA
OG0001385	ACEP_ACEP_00011034-RA	PBAR_PB17685-RA, PBAR_PB17681-RA
OG0001386	ACEP_ACEP_00013589-RA	PBAR_PB21406-RA
OG0001387	ACEP_ACEP_00013597-RA, ACEP_ACEP_00013598-RA	PBAR_PB21402-RA
OG0001388	ACEP_ACEP_00013588-RA	PBAR_pbar_RpS23-1
OG0001389	ACEP_ACEP_00013579-RA	PBAR_PB14623-RA
OG0001390	ACEP_ACEP_00013569-RA	PBAR_PB17145-RA, PBAR_PB13884-RA
OG0001391	ACEP_ACEP_00013525-RA	PBAR_PB21429-RA, PBAR_pbar_mol-RB
OG0001392	ACEP_ACEP_00005514-RA, ACEP_ACEP_00018214-RA	PBAR_PB24810-RA
OG0001393	ACEP_ACEP_00016439-RA, ACEP_ACEP_00015057-RA	PBAR_PB24287-RA
OG0001394	ACEP_ACEP_00003196-RA	PBAR_PB22456-RA, PBAR_PB10581-RA
OG0001395	ACEP_ACEP_00003190-RA, ACEP_ACEP_00003191-RA	PBAR_PB22462-RA
OG0001396	ACEP_ACEP_00003169-RA	PBAR_Pbar_Hex-C-RB, PBAR_Pbar_Hex-C-1
OG0001398	ACEP_ACEP_00003098-RA	PBAR_PB19281-RA, PBAR_PB19282-RA
OG0001399	ACEP_ACEP_00003084-RA	PBAR_PB14026-RA
OG0001400	ACEP_ACEP_00003053-RA	PBAR_PB11533-RA
OG0001401	ACEP_ACEP_00004384-RA, ACEP_ACEP_00003049-RA	PBAR_PB11534-RA
OG0001402	ACEP_ACEP_00002813-RA	PBAR_PB27062-RA
OG0001402	ACEP_ACEP_00003023-RA	PBAR_PB11557-RA
OG0001403	ACEP_ACEP_00003005-RA	PBAR_PB11588-RA, PBAR_PB11586-RA
OG0001404	ACEP_ACEP_00002971-RA	PBAR_PB11773-RA, PBAR_PB11769-RA
OG0001405	ACEP_ACEP_00002972-RA	PBAR_PB11771-RA
OG0001406	ACEP_ACEP_00002903-RA	PBAR_PB23998-RA
OG0001407	ACEP_ACEP_00002883-RA	PBAR_augustus_masked-pbar_scf7180000349975-abinit-gene-2.58-mRNA-1, PBAR_pbar_visgun-like-RA
OG0001408	ACEP_ACEP_00012413-RA, ACEP_ACEP_00002874-RA	PBAR_PB13106-RA
OG0001409	ACEP_ACEP_00002866-RA	PBAR_PB10428-RA, PBAR_PB26221-RA
OG0001410	ACEP_ACEP_00002853-RA	PBAR_PB14290-RA, PBAR_PB14292-RA
OG0001411	ACEP_ACEP_00002849-RA	PBAR_PB14288-RA, PBAR_PB14288-RB
OG0001412	ACEP_ACEP_00002795-RA	PBAR_PB21725-RA, PBAR_PB21720-RA
OG0001413	ACEP_ACEP_00002725-RA	PBAR_PB19567-RA, PBAR_PB10260-RA
OG0001415	ACEP_ACEP_00015163-RA	PBAR_PB26297-RA
OG0001416	ACEP_ACEP_00007000-RA, ACEP_ACEP_00015125-RA	PBAR_PB13642-RA
OG0001417	ACEP_ACEP_00015100-RA, ACEP_ACEP_00001877-RA	PBAR_PB15302-RA
OG0001418	ACEP_ACEP_00003829-RA, ACEP_ACEP_00016230-RA	PBAR_PB18884-RA
OG0001419	ACEP_ACEP_00015512-RA	PBAR_PB24321-RA, PBAR_PB24317-RA
OG0001420	ACEP_ACEP_00015483-RA, ACEP_ACEP_00015482-RA	PBAR_PB12173-RA
OG0001421	ACEP_ACEP_00015479-RA, ACEP_ACEP_00004203-RA	PBAR_PB12157-RA
OG0001422	ACEP_ACEP_00015486-RA	PBAR_PB12162-RA
OG0001423	ACEP_ACEP_00016512-RA, ACEP_ACEP_00016301-RA	PBAR_PB18251-RA
OG0001424	ACEP_ACEP_00012147-RA, ACEP_ACEP_00005605-RA	PBAR_PB20689-RA
OG0001425	ACEP_ACEP_00012116-RA	PBAR_PB21370-RA, PBAR_PB21369-RA
OG0001426	ACEP_ACEP_00017811-RA	PBAR_PB21334-RA, PBAR_PB21335-RA
OG0001427	ACEP_ACEP_00012099-RA	PBAR_PB21350-RA
OG0001428	ACEP_ACEP_00012070-RA	PBAR_PB21318-RA, PBAR_PB21317-RA
OG0001429	ACEP_ACEP_00012064-RA	PBAR_PB21313-RA, PBAR_PB21311-RA
OG0001430	ACEP_ACEP_00012063-RA	PBAR_PB21298-RA
OG0001432	ACEP_ACEP_00012016-RA, ACEP_ACEP_00012015-RA	PBAR_PB12062-RA
OG0001433	ACEP_ACEP_00013922-RA	PBAR_PB24027-RA, PBAR_PB22369-RA
OG0001434	ACEP_ACEP_00013914-RA	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-0.62-mRNA-1
OG0001435	ACEP_ACEP_00013855-RA	PBAR_PB18929-RA, PBAR_PB25750-RA
OG0001436	ACEP_ACEP_00005464-RA, ACEP_ACEP_00016781-RA	PBAR_PB12208-RA
OG0001437	ACEP_ACEP_00014240-RA	PBAR_PB14169-RA
OG0001438	ACEP_ACEP_00009345-RA	PBAR_PB19818-RA
OG0001439	ACEP_ACEP_00009309-RA	PBAR_PB17618-RA, PBAR_PB24976-RA
OG0001440	ACEP_ACEP_00009273-RA	PBAR_pbar_CG1441-RA
OG0001441	ACEP_ACEP_00009253-RA	PBAR_PB23593-RA, PBAR_PB24932-RA
OG0001442	ACEP_ACEP_00007325-RA	PBAR_PB20391-RB, PBAR_PB20391-RA
OG0001443	ACEP_ACEP_00007308-RA, ACEP_ACEP_00007304-RA	PBAR_PB20409-RA
OG0001444	ACEP_ACEP_00007301-RA	PBAR_PB20413-RA
OG0001445	ACEP_ACEP_00007281-RA	PBAR_PB20435-RA
OG0001446	ACEP_ACEP_00007284-RA	PBAR_PB20439-RA
OG0001447	ACEP_ACEP_00007212-RA, ACEP_ACEP_00000234-RA	PBAR_pbar_RpS3-1
OG0001448	ACEP_ACEP_00012559-RA, ACEP_ACEP_00007190-RA	PBAR_PB16359-RA
OG0001449	ACEP_ACEP_00007085-RA	PBAR_PB26053-RA
OG0001450	ACEP_ACEP_00007076-RA, ACEP_ACEP_00004218-RA	PBAR_Pbar-sob-like-1
OG0001451	ACEP_ACEP_00007071-RA	PBAR_pbar_RpS16-1
OG0001452	ACEP_ACEP_00007006-RA, ACEP_ACEP_00007005-RA	PBAR_PB12366-RA
OG0001453	ACEP_ACEP_00014154-RA	PBAR_PB18234-RA, PBAR_PB18237-RA
OG0001454	ACEP_ACEP_00018131-RA	PBAR_PB26703-RA, PBAR_PB26702-RA
OG0001455	ACEP_ACEP_00014149-RA, ACEP_ACEP_00014148-RA	PBAR_PB18248-RA
OG0001456	ACEP_ACEP_00014127-RA	PBAR_PB18256-RA
OG0001457	ACEP_ACEP_00016528-RA	PBAR_genemark-pbar_scf7180000350188-abinit-gene-2.173-mRNA-1, PBAR_CG_02547729
OG0001458	ACEP_ACEP_00005460-RA, ACEP_ACEP_00016392-RA	PBAR_PB12216-RA
OG0001459	ACEP_ACEP_00006407-RA, ACEP_ACEP_00016330-RA	PBAR_PB25764-RA
OG0001460	ACEP_ACEP_00009790-RA, ACEP_ACEP_00009791-RA	PBAR_PB12179-RA
OG0001461	ACEP_ACEP_00009770-RA	PBAR_PB12197-RA
OG0001462	ACEP_ACEP_00009714-RA, ACEP_ACEP_00009712-RA	PBAR_PB11027-RA
OG0001463	ACEP_ACEP_00009689-RA	PBAR_PB15847-RA, PBAR_PB11017-RA
OG0001464	ACEP_ACEP_00004232-RA	PBAR_PB13939-RA, PBAR_PB18644-RA
OG0001465	ACEP_ACEP_00004198-RA	PBAR_CG_02546606
OG0001466	ACEP_ACEP_00004155-RA	PBAR_PB19711-RA
OG0001467	ACEP_ACEP_00004142-RA	PBAR_PB19734-RA
OG0001468	ACEP_ACEP_00004138-RA	PBAR_PB19735-RB, PBAR_PB19735-RA
OG0001469	ACEP_ACEP_00004141-RA	PBAR_PB19731-RA
OG0001470	ACEP_ACEP_00004122-RA	PBAR_PB15610-RA
OG0001471	ACEP_ACEP_00004093-RA, ACEP_ACEP_00003318-RA	PBAR_PB15593-RA
OG0001472	ACEP_ACEP_00018065-RA, ACEP_ACEP_00004052-RA	PBAR_PB25766-RA
OG0001473	ACEP_ACEP_00004011-RA, ACEP_ACEP_00004012-RA	PBAR_PB14146-RA
OG0001474	ACEP_ACEP_00004003-RA	PBAR_PB15192-RA, PBAR_PB17252-RA
OG0001475	ACEP_ACEP_00003984-RA	PBAR_PB18817-RA
OG0001476	ACEP_ACEP_00003974-RA	PBAR_pbar_alphaPS4-like-RA, PBAR_pbar_scab-like-RA
OG0001477	ACEP_ACEP_00003952-RA, ACEP_ACEP_00008621-RA	PBAR_PB16735-RA
OG0001478	ACEP_ACEP_00003950-RA	PBAR_PB21419-RA
OG0001479	ACEP_ACEP_00003951-RA	PBAR_PB18854-RA, PBAR_PB25086-RA
OG0001480	ACEP_ACEP_00003940-RA	PBAR_PB17937-RA
OG0001481	ACEP_ACEP_00003920-RA	PBAR_PB16118-RB, PBAR_PB16118-RA
OG0001482	ACEP_ACEP_00003910-RA	PBAR_PB16111-RA, PBAR_PB16111-RB
OG0001483	ACEP_ACEP_00003917-RA	PBAR_PB16117-RA
OG0001484	ACEP_ACEP_00003875-RA	PBAR_PB13595-RA, PBAR_PB10398-RA
OG0001485	ACEP_ACEP_00003862-RA, ACEP_ACEP_00003861-RA	PBAR_PB10051-RA
OG0001486	ACEP_ACEP_00003840-RA	PBAR_PB18896-RA, PBAR_PB18898-RA
OG0001487	ACEP_ACEP_00003824-RA	PBAR_pbar_torpedo-RB, PBAR_pbar_EGFR-1
OG0001488	ACEP_ACEP_00003819-RA	PBAR_PB25339-RA, PBAR_PB26859-RA
OG0001489	ACEP_ACEP_00003780-RA	PBAR_PB25093-RA, PBAR_PB25091-RA
OG0001490	ACEP_ACEP_00005256-RA, ACEP_ACEP_00015674-RA	PBAR_PB14771-RA
OG0001491	ACEP_ACEP_00012338-RA, ACEP_ACEP_00012339-RA	PBAR_PB14439-RA
OG0001492	ACEP_ACEP_00012316-RA	PBAR_PB23769-RA
OG0001493	ACEP_ACEP_00012308-RA	PBAR_PB26102-RA, PBAR_PB23773-RA
OG0001494	ACEP_ACEP_00012297-RA	PBAR_PB23787-RA, PBAR_PB13572-RA
OG0001495	ACEP_ACEP_00012277-RA	PBAR_PB21696-RA
OG0001496	ACEP_ACEP_00017998-RA	PBAR_PB26948-RA, PBAR_PB26947-RA
OG0001497	ACEP_ACEP_00012267-RA, ACEP_ACEP_00012268-RA	PBAR_PB21681-RA
OG0001498	ACEP_ACEP_00012246-RA	PBAR_PB21654-RA, PBAR_PB21655-RA
OG0001499	ACEP_ACEP_00012248-RA	PBAR_PB10110-RA, PBAR_PB21653-RA
OG0001500	ACEP_ACEP_00016708-RA, ACEP_ACEP_00011373-RA	PBAR_PB13983-RA
OG0001501	ACEP_ACEP_00015271-RA	PBAR_PB17574-RA
OG0001502	ACEP_ACEP_00015269-RA	PBAR_PB17576-RA, PBAR_PB17573-RA
OG0001503	ACEP_ACEP_00005276-RA	PBAR_PB10240-RA, PBAR_PB20832-RA
OG0001504	ACEP_ACEP_00005249-RA	PBAR_PB26720-RA, PBAR_PB18610-RA
OG0001505	ACEP_ACEP_00005251-RA	PBAR_PB18612-RA, PBAR_PB18615-RA
OG0001506	ACEP_ACEP_00005218-RA	PBAR_PB24789-RA, PBAR_PB21309-RA
OG0001507	ACEP_ACEP_00005210-RA	PBAR_PB24777-RA, PBAR_PB19001-RA
OG0001508	ACEP_ACEP_00005119-RA	PBAR_PB20641-RA, PBAR_PB26832-RA
OG0001509	ACEP_ACEP_00005096-RA	PBAR_PB20623-RA
OG0001510	ACEP_ACEP_00005088-RA	PBAR_PB10798-RA
OG0001511	ACEP_ACEP_00005036-RA	PBAR_PB10970-RA, PBAR_PB10971-RA
OG0001512	ACEP_ACEP_00004987-RA, ACEP_ACEP_00004985-RA	PBAR_PB16582-RA
OG0001513	ACEP_ACEP_00004983-RA	PBAR_PB13131-RA
OG0001514	ACEP_ACEP_00016269-RA, ACEP_ACEP_00016268-RA	PBAR_PB16455-RA
OG0001515	ACEP_ACEP_00013061-RA	PBAR_PB10875-RA
OG0001516	ACEP_ACEP_00013068-RA	PBAR_PB10135-RA
OG0001517	ACEP_ACEP_00013052-RA	PBAR_PB17955-RA, PBAR_PB17953-RA
OG0001518	ACEP_ACEP_00013041-RA	PBAR_PB17973-RA, PBAR_PB17974-RA
OG0001519	ACEP_ACEP_00013036-RA	PBAR_PB17960-RA, PBAR_PB17957-RA
OG0001520	ACEP_ACEP_00013029-RA	PBAR_PB19505-RA, PBAR_PB19506-RB
OG0001522	ACEP_ACEP_00012391-RA, ACEP_ACEP_00012388-RA	PBAR_PB16572-RA
OG0001523	ACEP_ACEP_00012588-RA	PBAR_PB16305-RA, PBAR_PB16306-RA
OG0001524	ACEP_ACEP_00012599-RA	PBAR_PB20729-RA, PBAR_PB20737-RA
OG0001525	ACEP_ACEP_00012582-RA	PBAR_PB16392-RA
OG0001526	ACEP_ACEP_00012557-RA	PBAR_pbar_RpS30-1
OG0001527	ACEP_ACEP_00012533-RA	PBAR_PB16330-RA
OG0001528	ACEP_ACEP_00016404-RA, ACEP_ACEP_00016406-RA	PBAR_PB25676-RA
OG0001529	ACEP_ACEP_00004580-RA	PBAR_PB13129-RA, PBAR_PB13128-RA
OG0001530	ACEP_ACEP_00004584-RA	PBAR_PB14810-RA, PBAR_PB13874-RA
OG0001531	ACEP_ACEP_00004511-RA, ACEP_ACEP_00004512-RA	PBAR_PB19012-RA
OG0001532	ACEP_ACEP_00004412-RA, ACEP_ACEP_00004411-RA	PBAR_PB23879-RA
OG0001533	ACEP_ACEP_00004331-RA	PBAR_P_bar7918-1
OG0001534	ACEP_ACEP_00004283-RA	PBAR_PB18223-RA
OG0001535	ACEP_ACEP_00000761-RA, ACEP_ACEP_00000762-RA	PBAR_PB19464-RA
OG0001536	ACEP_ACEP_00000713-RA, ACEP_ACEP_00000715-RA	PBAR_PB15506-RA
OG0001537	ACEP_ACEP_00000698-RA, ACEP_ACEP_00000694-RA	PBAR_PB24685-RA
OG0001538	ACEP_ACEP_00000685-RA	PBAR_PB26129-RA
OG0001539	ACEP_ACEP_00000673-RA, ACEP_ACEP_00000672-RA	PBAR_PB25243-RA
OG0001540	ACEP_ACEP_00000557-RA	PBAR_PB25372-RA, PBAR_PB21539-RA
OG0001541	ACEP_ACEP_00000520-RA	PBAR_PB25399-RA
OG0001542	ACEP_ACEP_00000458-RA, ACEP_ACEP_00000457-RA	PBAR_PB25453-RA
OG0001543	ACEP_ACEP_00000451-RA	PBAR_PB15577-RA, PBAR_PB16613-RA
OG0001544	ACEP_ACEP_00000424-RA	PBAR_PB26585-RA, PBAR_PB16252-RA
OG0001545	ACEP_ACEP_00000419-RA	PBAR_pbar_SP49-1
OG0001546	ACEP_ACEP_00000382-RA	PBAR_PB22541-RA, PBAR_PB22543-RA
OG0001547	ACEP_ACEP_00000346-RA, ACEP_ACEP_00000345-RA	PBAR_PB22431-RA
OG0001548	ACEP_ACEP_00000321-RA	PBAR_PB26178-RA, PBAR_PB26187-RA
OG0001549	ACEP_ACEP_00000166-RA	PBAR_PB15522-RA
OG0001550	ACEP_ACEP_00000136-RA	PBAR_PB12333-RA, PBAR_PB25455-RA
OG0001551	ACEP_ACEP_00000142-RA, ACEP_ACEP_00000143-RA	PBAR_PB12325-RA
OG0001552	ACEP_ACEP_00000122-RA	PBAR_PB14935-RA, PBAR_PB12338-RA
OG0001554	ACEP_ACEP_00000105-RA	PBAR_PB27177-RA, PBAR_PB11476-RA
OG0001555	ACEP_ACEP_00000118-RA	PBAR_PB14937-RA
OG0001556	ACEP_ACEP_00000093-RA	PBAR_PB11468-RB, PBAR_PB11468-RA
OG0001557	ACEP_ACEP_00000073-RA, ACEP_ACEP_00016480-RA	PBAR_PB11453-RA
OG0001558	ACEP_ACEP_00000054-RA	PBAR_PB13440-RA, PBAR_PB13439-RA
OG0001559	ACEP_ACEP_00000001-RA, ACEP_ACEP_00000002-RA	PBAR_PB23611-RA
OG0001560	ACEP_ACEP_00016742-RA, ACEP_ACEP_00005459-RA	PBAR_PB12214-RA
OG0001561	ACEP_ACEP_00015912-RA, ACEP_ACEP_00015913-RA	PBAR_PB17361-RA
OG0001562	ACEP_ACEP_00015909-RA	PBAR_PB17357-RA
OG0001563	ACEP_ACEP_00006647-RA, ACEP_ACEP_00016547-RA	PBAR_PB14081-RA
OG0001564	ACEP_ACEP_00016369-RA, ACEP_ACEP_00016370-RA	PBAR_PB17910-RA
OG0001565	ACEP_ACEP_00015993-RA	PBAR_CG_02547777, PBAR_snap-pbar_scf7180000350188-abinit-gene-1.94-mRNA-1
OG0001566	ACEP_ACEP_00015989-RA	PBAR_CG_02547737, PBAR_maker-pbar_scf7180000350188-snap-gene-1.30-mRNA-1
OG0001567	ACEP_ACEP_00015987-RA	PBAR_CG_02547713, PBAR_maker-pbar_scf7180000350188-augustus-gene-2.10-mRNA-1
OG0001568	ACEP_ACEP_00015969-RA	PBAR_PB16183-RA
OG0001569	ACEP_ACEP_00008725-RA	PBAR_PB16560-RA, PBAR_PB16561-RA
OG0001570	ACEP_ACEP_00008728-RA	PBAR_PB10733-RA, PBAR_PB13990-RA
OG0001571	ACEP_ACEP_00008717-RA	PBAR_PB16564-RB, PBAR_PB16564-RA
OG0001572	ACEP_ACEP_00008700-RA	PBAR_PB13272-RA
OG0001573	ACEP_ACEP_00008688-RA, ACEP_ACEP_00008687-RA	PBAR_PB24594-RA
OG0001574	ACEP_ACEP_00017527-RA	PBAR_PB27088-RA
OG0001575	ACEP_ACEP_00008677-RA	PBAR_PB24595-RA
OG0001576	ACEP_ACEP_00008648-RA	PBAR_pbar_RpS4-1, PBAR_PB14930-RA
OG0001577	ACEP_ACEP_00006762-RA, ACEP_ACEP_00008630-RA	PBAR_PB15255-RA
OG0001578	ACEP_ACEP_00008635-RA	PBAR_PB16756-RA
OG0001579	ACEP_ACEP_00008557-RA	PBAR_PB18567-RA, PBAR_PB18566-RA
OG0001580	ACEP_ACEP_00017535-RA, ACEP_ACEP_00008555-RA	PBAR_PB18568-RA
OG0001581	ACEP_ACEP_00008507-RA, ACEP_ACEP_00004711-RA	PBAR_PB20192-RA
OG0001582	ACEP_ACEP_00016917-RA	PBAR_PB15029-RA
OG0001583	ACEP_ACEP_00018052-RA, ACEP_ACEP_00018053-RA	PBAR_PB10861-RA
OG0001584	ACEP_ACEP_00013488-RA	PBAR_PB23243-RA
OG0001585	ACEP_ACEP_00013443-RA, ACEP_ACEP_00013442-RA	PBAR_CG_02549009
OG0001586	ACEP_ACEP_00015622-RA	PBAR_PB13496-RA, PBAR_PB11043-RA
OG0001587	ACEP_ACEP_00016340-RA, ACEP_ACEP_00016340-RB	PBAR_PB16033-RA
OG0001588	ACEP_ACEP_00002153-RA, ACEP_ACEP_00002154-RA	PBAR_PB10226-RA
OG0001589	ACEP_ACEP_00002130-RA	PBAR_PB11645-RA
OG0001590	ACEP_ACEP_00002108-RA	PBAR_PB10117-RA, PBAR_PB10119-RA
OG0001591	ACEP_ACEP_00002109-RA	PBAR_PB22356-RA, PBAR_PB22355-RA
OG0001592	ACEP_ACEP_00002068-RA	PBAR_PB14254-RA
OG0001593	ACEP_ACEP_00002017-RA, ACEP_ACEP_00002016-RA	PBAR_PB14323-RA
OG0001594	ACEP_ACEP_00002005-RA	PBAR_PB14217-RA
OG0001595	ACEP_ACEP_00001978-RA	PBAR_PB18418-RA
OG0001596	ACEP_ACEP_00017076-RA	PBAR_PB26697-RA
OG0001596	ACEP_ACEP_00001967-RA	PBAR_PB26693-RA
OG0001597	ACEP_ACEP_00001976-RA, ACEP_ACEP_00001975-RA	PBAR_PB18423-RA
OG0001598	ACEP_ACEP_00001958-RA	PBAR_PB22124-RA, PBAR_PB18461-RA
OG0001599	ACEP_ACEP_00001940-RA	PBAR_PB10064-RA, PBAR_PB10475-RA
OG0001600	ACEP_ACEP_00001910-RA	PBAR_PB18442-RA
OG0001601	ACEP_ACEP_00001902-RA	PBAR_PB10560-RA, PBAR_PB14751-RA, PBAR_PB10066-RA
OG0001602	ACEP_ACEP_00001890-RA	PBAR_CG_02550138
OG0001603	ACEP_ACEP_00001875-RA, ACEP_ACEP_00001874-RA	PBAR_PB25470-RA
OG0001604	ACEP_ACEP_00001865-RA, ACEP_ACEP_00006967-RA	PBAR_PB25478-RA
OG0001605	ACEP_ACEP_00001812-RA, ACEP_ACEP_00001855-RA	PBAR_PB25524-RA
OG0001606	ACEP_ACEP_00001840-RA	PBAR_PB25493-RA
OG0001607	ACEP_ACEP_00001822-RA	PBAR_snap_masked-pbar_scf7180000350381-abinit-gene-11.47-mRNA-1, PBAR_Pbar_Cox6c_like-RA
OG0001608	ACEP_ACEP_00001809-RA	PBAR_PB25496-RA, PBAR_PB25528-RA
OG0001609	ACEP_ACEP_00001801-RA	PBAR_PB25543-RA
OG0001610	ACEP_ACEP_00001763-RA, ACEP_ACEP_00001764-RA	PBAR_PB25563-RA
OG0001611	ACEP_ACEP_00001770-RA, ACEP_ACEP_00001768-RA	PBAR_PB25559-RA
OG0001612	ACEP_ACEP_00001740-RA	PBAR_PB10521-RA, PBAR_PB25585-RA
OG0001613	ACEP_ACEP_00016459-RA, ACEP_ACEP_00001724-RA	PBAR_PB11512-RA
OG0001614	ACEP_ACEP_00001718-RA	PBAR_PB20664-RA, PBAR_PB21014-RA, PBAR_PB19168-RA
OG0001615	ACEP_ACEP_00001683-RA	PBAR_PB15022-RA
OG0001616	ACEP_ACEP_00001633-RA	PBAR_PB17157-RA
OG0001617	ACEP_ACEP_00001616-RA	PBAR_PB17166-RA, PBAR_PB13117-RA
OG0001618	ACEP_ACEP_00001612-RA	PBAR_PB17162-RA
OG0001619	ACEP_ACEP_00014779-RA, ACEP_ACEP_00014778-RA	PBAR_PB16167-RA
OG0001620	ACEP_ACEP_00018220-RA	PBAR_PB27171-RA
OG0001621	ACEP_ACEP_00006625-RA	PBAR_PB14054-RA
OG0001622	ACEP_ACEP_00006617-RA	PBAR_PB25846-RA, PBAR_PB14049-RA
OG0001623	ACEP_ACEP_00006575-RA, ACEP_ACEP_00006577-RA	PBAR_PB13219-RA
OG0001624	ACEP_ACEP_00006567-RA, ACEP_ACEP_00006566-RA	PBAR_PB10724-RA
OG0001625	ACEP_ACEP_00006550-RA	PBAR_PB19923-RA
OG0001626	ACEP_ACEP_00006537-RA	PBAR_PB15043-RA
OG0001627	ACEP_ACEP_00006504-RA	PBAR_PB25868-RA, PBAR_PB25867-RA
