Orthogroup	acep_genome.OGS.1.2.maker.proteins	lhum_genome.OGS.1.2.maker.proteins
OG0002785	ACEP_ACEP_00009061-RA	LHUM_LH13480-RA
OG0002786	ACEP_ACEP_00009064-RA	LHUM_LH13478-RA
OG0002787	ACEP_ACEP_00009070-RA	LHUM_LH13491-RA
OG0002788	ACEP_ACEP_00009071-RA	LHUM_LH13490-RA
OG0002789	ACEP_ACEP_00009053-RA	LHUM_LH12859-RA
OG0002790	ACEP_ACEP_00009056-RA	LHUM_LH12870-RA
OG0002791	ACEP_ACEP_00009048-RA	LHUM_LH21510-RA
OG0002792	ACEP_ACEP_00009045-RA	LHUM_LH21509-RA
OG0002793	ACEP_ACEP_00009046-RA	LHUM_LH21508-RA
OG0002794	ACEP_ACEP_00009057-RA	LHUM_LH24400-RA
OG0002795	ACEP_ACEP_00009047-RA	LHUM_LH21511-RA
OG0002796	ACEP_ACEP_00009054-RA	LHUM_LH12855-RA
OG0002797	ACEP_ACEP_00009052-RA	LHUM_LH12852-RA
OG0002798	ACEP_ACEP_00009049-RA	LHUM_LH21497-RA
OG0002799	ACEP_ACEP_00009060-RA	LHUM_LH24399-RA
OG0002800	ACEP_ACEP_00009041-RA	LHUM_LH21513-RA
OG0002801	ACEP_ACEP_00009040-RA	LHUM_LH25949-RA
OG0002802	ACEP_ACEP_00017352-RA	LHUM_LH25950-RA
OG0002803	ACEP_ACEP_00009031-RA	LHUM_LH21518-RA
OG0002804	ACEP_ACEP_00009037-RA	LHUM_LH21517-RA
OG0002805	ACEP_ACEP_00009039-RA	LHUM_LH21522-RA
OG0002806	ACEP_ACEP_00009033-RA	LHUM_LH21516-RA
OG0002807	ACEP_ACEP_00009035-RA	LHUM_LH21519-RA
OG0002808	ACEP_ACEP_00009034-RA	LHUM_LH21521-RA
OG0002809	ACEP_ACEP_00009020-RA	LHUM_LH21529-RA
OG0002810	ACEP_ACEP_00009018-RA	LHUM_LH21525-RA
OG0002811	ACEP_ACEP_00009019-RA	LHUM_LH21524-RA
OG0002812	ACEP_ACEP_00009017-RA	LHUM_LH21540-RA
OG0002813	ACEP_ACEP_00009007-RA	LHUM_LH21549-RA
OG0002814	ACEP_ACEP_00009005-RA	LHUM_LH21548-RA
OG0002815	ACEP_ACEP_00009001-RA	LHUM_LH24398-RA
OG0002816	ACEP_ACEP_00009004-RA	LHUM_LH24395-RA
OG0002817	ACEP_ACEP_00009014-RA	LHUM_LH21542-RA
OG0002818	ACEP_ACEP_00008995-RA	LHUM_LH21453-RA
OG0002819	ACEP_ACEP_00008997-RA	LHUM_LH24510-RA
OG0002820	ACEP_ACEP_00008998-RA	LHUM_LH24503-RA
OG0002821	ACEP_ACEP_00008992-RA	LHUM_LH21449-RA
OG0002822	ACEP_ACEP_00008991-RA	LHUM_LH21454-RA
OG0002823	ACEP_ACEP_00008987-RA	LHUM_LH21465-RA
OG0002825	ACEP_ACEP_00008980-RA	LHUM_LH24538-RA
OG0002826	ACEP_ACEP_00008982-RA	LHUM_LH21496-RA
OG0002827	ACEP_ACEP_00008981-RA	LHUM_LH24521-RA
OG0002828	ACEP_ACEP_00008990-RA	LHUM_LH21461-RA
OG0002829	ACEP_ACEP_00008976-RA	LHUM_LH24537-RA
OG0002830	ACEP_ACEP_00008973-RA	LHUM_LH24536-RA
OG0002831	ACEP_ACEP_00008967-RA	LHUM_LH13704-RA
OG0002832	ACEP_ACEP_00008968-RA	LHUM_LH13703-RA
OG0002833	ACEP_ACEP_00008964-RA	LHUM_LH13700-RA
OG0002834	ACEP_ACEP_00008970-RA	LHUM_LH13710-RA
OG0002835	ACEP_ACEP_00008966-RA	LHUM_LH13702-RA
OG0002836	ACEP_ACEP_00008965-RA	LHUM_LH13711-RA
OG0002837	ACEP_ACEP_00008959-RA	LHUM_LH11888-RA
OG0002838	ACEP_ACEP_00008955-RA	LHUM_LH21543-RA
OG0002839	ACEP_ACEP_00008954-RA	LHUM_LH21541-RA
OG0002840	ACEP_ACEP_00008958-RA	LHUM_LH11887-RA
OG0002841	ACEP_ACEP_00008963-RA	LHUM_LH13701-RA
OG0002842	ACEP_ACEP_00008962-RA	LHUM_LH17411-RA
OG0002843	ACEP_ACEP_00008946-RA	LHUM_LH13707-RA
OG0002844	ACEP_ACEP_00008940-RA	LHUM_LH13709-RA
OG0002845	ACEP_ACEP_00008947-RA	LHUM_LH24378-RA
OG0002846	ACEP_ACEP_00008942-RA	LHUM_LH13706-RA
OG0002847	ACEP_ACEP_00008938-RA	LHUM_LH13699-RA
OG0002848	ACEP_ACEP_00008950-RA	LHUM_LH24386-RA
OG0002849	ACEP_ACEP_00008936-RA	LHUM_LH13695-RA
OG0002850	ACEP_ACEP_00008931-RA	LHUM_LH13689-RA
OG0002851	ACEP_ACEP_00008929-RA	LHUM_LH13684-RA
OG0002852	ACEP_ACEP_00008934-RA	LHUM_LH13690-RA
OG0002853	ACEP_ACEP_00008932-RA	LHUM_LH13691-RA
OG0002854	ACEP_ACEP_00008930-RA	LHUM_LH13681-RA
OG0002855	ACEP_ACEP_00008935-RA	LHUM_LH13693-RA
OG0002856	ACEP_ACEP_00008909-RA	LHUM_LH20704-RA
OG0002857	ACEP_ACEP_00008916-RA	LHUM_LH24373-RA
OG0002858	ACEP_ACEP_00008922-RA	LHUM_LH24379-RA
OG0002859	ACEP_ACEP_00008915-RA	LHUM_LH24365-RA
OG0002860	ACEP_ACEP_00008920-RA	LHUM_LH24385-RA
OG0002861	ACEP_ACEP_00008914-RA	LHUM_LH24362-RA
OG0002862	ACEP_ACEP_00008919-RA	LHUM_LH24377-RA
OG0002863	ACEP_ACEP_00008913-RA	LHUM_LH24353-RA
OG0002864	ACEP_ACEP_00008917-RA	LHUM_LH24383-RA
OG0002865	ACEP_ACEP_00008921-RA	LHUM_LH24382-RA
OG0002866	ACEP_ACEP_00008911-RA	LHUM_LH20707-RA
OG0002867	ACEP_ACEP_00008918-RA	LHUM_LH24375-RA
OG0002868	ACEP_ACEP_00008900-RA	LHUM_LH15762-RA
OG0002869	ACEP_ACEP_00008902-RA	LHUM_LH15756-RA
OG0002870	ACEP_ACEP_00008903-RA	LHUM_LH15758-RA
OG0002871	ACEP_ACEP_00008907-RA	LHUM_LH20706-RA
OG0002872	ACEP_ACEP_00008898-RA	LHUM_LH15757-RA
OG0002873	ACEP_ACEP_00008897-RA	LHUM_LH15761-RA
OG0002874	ACEP_ACEP_00008899-RA	LHUM_LH15759-RA
OG0002875	ACEP_ACEP_00008894-RA	LHUM_LH15765-RA
OG0002876	ACEP_ACEP_00008888-RA	LHUM_LH15766-RA
OG0002877	ACEP_ACEP_00008885-RA	LHUM_LH15769-RA
OG0002878	ACEP_ACEP_00008884-RA	LHUM_LH15771-RA
OG0002879	ACEP_ACEP_00008880-RA	LHUM_LH15772-RA
OG0002880	ACEP_ACEP_00008876-RA	LHUM_LH21494-RA
OG0002881	ACEP_ACEP_00008877-RA	LHUM_LH21499-RA
OG0002882	ACEP_ACEP_00008879-RA	LHUM_LH15776-RA
OG0002883	ACEP_ACEP_00008878-RA	LHUM_LH21500-RA
OG0002884	ACEP_ACEP_00008883-RA	LHUM_LH15770-RA
OG0002885	ACEP_ACEP_00008873-RA	LHUM_LH21501-RA
OG0002886	ACEP_ACEP_00008871-RA	LHUM_LH21495-RA
OG0002887	ACEP_ACEP_00008874-RA	LHUM_LH21505-RA
OG0002888	ACEP_ACEP_00008872-RA	LHUM_LH21506-RA
OG0002889	ACEP_ACEP_00008870-RA	LHUM_LH21491-RA
OG0002890	ACEP_ACEP_00008867-RA	LHUM_LH21489-RA
OG0002893	ACEP_ACEP_00008842-RA	LHUM_LH21466-RA
OG0002894	ACEP_ACEP_00008840-RA	LHUM_LH21468-RA
OG0002895	ACEP_ACEP_00008836-RA	LHUM_LH21596-RA
OG0002896	ACEP_ACEP_00008833-RA	LHUM_LH21580-RA
OG0002897	ACEP_ACEP_00008838-RA	LHUM_LH21593-RA
OG0002898	ACEP_ACEP_00008837-RA	LHUM_LH21595-RA
OG0002899	ACEP_ACEP_00008839-RA	LHUM_LH21600-RA
OG0002900	ACEP_ACEP_00008823-RA	LHUM_LH21585-RA
OG0002901	ACEP_ACEP_00008828-RA	LHUM_LH21578-RA
OG0002902	ACEP_ACEP_00008822-RA	LHUM_LH21581-RA
OG0002903	ACEP_ACEP_00008829-RA	LHUM_LH21579-RA
OG0002904	ACEP_ACEP_00008830-RA	LHUM_LH21582-RA
OG0002905	ACEP_ACEP_00008824-RA	LHUM_LH21576-RA
OG0002906	ACEP_ACEP_00008820-RA	LHUM_LH21577-RA
OG0002907	ACEP_ACEP_00008819-RA	LHUM_LH21566-RA
OG0002908	ACEP_ACEP_00008812-RA	LHUM_LH21568-RA
OG0002909	ACEP_ACEP_00008809-RA	LHUM_LH21573-RA
OG0002910	ACEP_ACEP_00008805-RA	LHUM_LH21569-RA
OG0002911	ACEP_ACEP_00008811-RA	LHUM_LH21567-RA
OG0002912	ACEP_ACEP_00008807-RA	LHUM_LH21570-RA
OG0002913	ACEP_ACEP_00008803-RA	LHUM_LH21574-RA
OG0002914	ACEP_ACEP_00014221-RA	LHUM_LH16873-RA
OG0002915	ACEP_ACEP_00014218-RA	LHUM_LH16882-RA
OG0002916	ACEP_ACEP_00014220-RA	LHUM_LH16879-RA
OG0002917	ACEP_ACEP_00014219-RA	LHUM_LH16881-RA
OG0002918	ACEP_ACEP_00014214-RA	LHUM_LH16888-RB
OG0002919	ACEP_ACEP_00014206-RA	LHUM_LH24620-RA
OG0002920	ACEP_ACEP_00014203-RA	LHUM_LH24634-RA
OG0002921	ACEP_ACEP_00014205-RA	LHUM_LH24631-RA
OG0002922	ACEP_ACEP_00014207-RA	LHUM_LH24633-RA
OG0002923	ACEP_ACEP_00014202-RA	LHUM_LH24619-RA
OG0002924	ACEP_ACEP_00014204-RA	LHUM_LH24636-RA
OG0002925	ACEP_ACEP_00014209-RA	LHUM_LH24623-RA
OG0002926	ACEP_ACEP_00014210-RA	LHUM_LH24630-RA
OG0002927	ACEP_ACEP_00014197-RA	LHUM_LH24625-RA
OG0002928	ACEP_ACEP_00014195-RA	LHUM_LH24613-RA
OG0002929	ACEP_ACEP_00014196-RA	LHUM_LH24614-RA
OG0002930	ACEP_ACEP_00014199-RA	LHUM_LH24621-RA
OG0002931	ACEP_ACEP_00014186-RA	LHUM_LH24608-RA
OG0002932	ACEP_ACEP_00014190-RA	LHUM_LH24610-RA
OG0002933	ACEP_ACEP_00014189-RA	LHUM_LH24611-RA
OG0002934	ACEP_ACEP_00014187-RA	LHUM_LH24618-RA
OG0002935	ACEP_ACEP_00014192-RA	LHUM_LH24616-RA
OG0002936	ACEP_ACEP_00014184-RA	LHUM_LH24607-RA
OG0002937	ACEP_ACEP_00014182-RA	LHUM_LH24605-RA
OG0002938	ACEP_ACEP_00014179-RA	LHUM_LH24604-RA
OG0002939	ACEP_ACEP_00014175-RA	LHUM_LH24595-RA
OG0002940	ACEP_ACEP_00014180-RA	LHUM_LH24603-RA
OG0002941	ACEP_ACEP_00014174-RA	LHUM_LH24598-RA
OG0002942	ACEP_ACEP_00014170-RA	LHUM_LH24594-RA
OG0002943	ACEP_ACEP_00014172-RA	LHUM_LH24600-RA
OG0002944	ACEP_ACEP_00014171-RA	LHUM_LH24596-RA
OG0002945	ACEP_ACEP_00014167-RA	LHUM_LH24590-RA
OG0002946	ACEP_ACEP_00014166-RA	LHUM_LH24591-RA
OG0002947	ACEP_ACEP_00016802-RA	LHUM_LH14116-RA
OG0002948	ACEP_ACEP_00016482-RA	LHUM_LH21245-RA
OG0002949	ACEP_ACEP_00010403-RA	LHUM_LH16133-RA
OG0002950	ACEP_ACEP_00010405-RA	LHUM_LH16130-RA
OG0002951	ACEP_ACEP_00010402-RA	LHUM_LH16132-RA
OG0002952	ACEP_ACEP_00010401-RA	LHUM_LH16127-RA
OG0002953	ACEP_ACEP_00010398-RA	LHUM_LH16128-RA
OG0002954	ACEP_ACEP_00010394-RA	LHUM_LH16113-RA
OG0002956	ACEP_ACEP_00010387-RA	LHUM_LH16110-RA
OG0002957	ACEP_ACEP_00010386-RA	LHUM_LH16114-RA
OG0002958	ACEP_ACEP_00010390-RA	LHUM_LH16121-RA
OG0002959	ACEP_ACEP_00010385-RA	LHUM_LH16123-RA
OG0002960	ACEP_ACEP_00010382-RA	LHUM_LH16109-RA
OG0002961	ACEP_ACEP_00010384-RA	LHUM_LH16112-RA
OG0002962	ACEP_ACEP_00010376-RA	LHUM_LH16118-RA
OG0002963	ACEP_ACEP_00010383-RA	LHUM_LH16122-RA
OG0002964	ACEP_ACEP_00010378-RA	LHUM_LH16115-RA
OG0002965	ACEP_ACEP_00010365-RA	LHUM_LH16101-RA
OG0002966	ACEP_ACEP_00010366-RA	LHUM_LH16099-RA
OG0002967	ACEP_ACEP_00010373-RA	LHUM_LH16107-RA
OG0002968	ACEP_ACEP_00010367-RA	LHUM_LH16106-RA
OG0002969	ACEP_ACEP_00010363-RA	LHUM_LH16104-RA
OG0002970	ACEP_ACEP_00010361-RA	LHUM_LH16100-RA
OG0002971	ACEP_ACEP_00010362-RA	LHUM_LH16105-RA
OG0002972	ACEP_ACEP_03383765-RA	LHUM_lhum_SCR-B2-RA
OG0002973	ACEP_ACEP_00010356-RA	LHUM_LH16095-RA
OG0002974	ACEP_ACEP_00010353-RA	LHUM_LH16097-RA
OG0002975	ACEP_ACEP_00010354-RA	LHUM_LH16094-RA
OG0002976	ACEP_ACEP_00010355-RA	LHUM_LH16096-RA
OG0002977	ACEP_ACEP_00010359-RA	LHUM_LH16098-RA
OG0002978	ACEP_ACEP_00010347-RA	LHUM_LH22653-RA
OG0002979	ACEP_ACEP_00010348-RA	LHUM_LH22664-RA
OG0002980	ACEP_ACEP_00010344-RA	LHUM_LH20630-RA
OG0002981	ACEP_ACEP_00010342-RA	LHUM_LH20628-RA
OG0002982	ACEP_ACEP_00010340-RA	LHUM_LH20627-RA
OG0002983	ACEP_ACEP_00010338-RA	LHUM_LH20626-RA
OG0002984	ACEP_ACEP_00010332-RA	LHUM_LH20625-RA
OG0002985	ACEP_ACEP_00010331-RA	LHUM_LH20624-RA
OG0002986	ACEP_ACEP_00010339-RA	LHUM_LH20621-RA
OG0002987	ACEP_ACEP_00010333-RA	LHUM_LH20623-RA
OG0002988	ACEP_ACEP_00010325-RA	LHUM_LH20610-RA
OG0002989	ACEP_ACEP_00010321-RA	LHUM_LH20619-RA
OG0002990	ACEP_ACEP_00010329-RA	LHUM_LH20611-RA
OG0002991	ACEP_ACEP_00010328-RA	LHUM_LH20616-RA
OG0002992	ACEP_ACEP_00010324-RA	LHUM_LH20620-RA
OG0002993	ACEP_ACEP_00010327-RA	LHUM_LH20613-RA
OG0002994	ACEP_ACEP_00010326-RA	LHUM_LH20615-RA
OG0002995	ACEP_ACEP_00010330-RA	LHUM_LH20609-RA
OG0002996	ACEP_ACEP_00010313-RA	LHUM_LH20593-RA
OG0002997	ACEP_ACEP_00010314-RA	LHUM_LH20601-RA
OG0002998	ACEP_ACEP_00010317-RA	LHUM_LH20591-RA
OG0002999	ACEP_ACEP_00010319-RA	LHUM_LH20604-RA
OG0003000	ACEP_ACEP_00010318-RA	LHUM_LH20600-RA
OG0003001	ACEP_ACEP_00010308-RA	LHUM_LH20602-RA
OG0003002	ACEP_ACEP_00010309-RA	LHUM_LH24828-RA
OG0003003	ACEP_ACEP_00010311-RA	LHUM_LH20599-RA
OG0003004	ACEP_ACEP_00010304-RA	LHUM_LH23763-RA
OG0003005	ACEP_ACEP_00010310-RA	LHUM_LH20594-RA
OG0003006	ACEP_ACEP_00010307-RA	LHUM_LH20603-RA
OG0003007	ACEP_ACEP_00010312-RA	LHUM_LH20598-RA
OG0003008	ACEP_ACEP_00010300-RA	LHUM_LH23756-RA
OG0003009	ACEP_ACEP_00010302-RA	LHUM_LH23759-RA
OG0003010	ACEP_ACEP_00010298-RA	LHUM_LH23755-RA
OG0003011	ACEP_ACEP_00010301-RA	LHUM_LH23754-RA
OG0003012	ACEP_ACEP_00010303-RA	LHUM_LH23757-RA
OG0003013	ACEP_ACEP_00010292-RA	LHUM_LH23770-RA
OG0003014	ACEP_ACEP_00010293-RA	LHUM_Lhum_mindbomb-RA
OG0003015	ACEP_ACEP_00010281-RA	LHUM_LH22296-RA
OG0003016	ACEP_ACEP_00010285-RA	LHUM_LH22295-RA
OG0003017	ACEP_ACEP_00010283-RA	LHUM_LH22287-RA
OG0003018	ACEP_ACEP_00010284-RA	LHUM_LH22294-RA
OG0003019	ACEP_ACEP_00010282-RA	LHUM_LH22292-RA
OG0003020	ACEP_ACEP_00010287-RA	LHUM_LH22293-RA
OG0003021	ACEP_ACEP_00010286-RA	LHUM_LH22290-RA
OG0003022	ACEP_ACEP_00010278-RA	LHUM_LH22300-RA
OG0003023	ACEP_ACEP_00010279-RA	LHUM_LH22298-RA
OG0003024	ACEP_ACEP_00010280-RA	LHUM_LH22288-RA
OG0003025	ACEP_ACEP_00010275-RA	LHUM_LH22299-RA
OG0003026	ACEP_ACEP_00010276-RA	LHUM_LH22301-RA
OG0003027	ACEP_ACEP_00010270-RA	LHUM_LH22308-RA
OG0003028	ACEP_ACEP_00010272-RA	LHUM_LH22305-RA
OG0003029	ACEP_ACEP_00010273-RA	LHUM_LH22304-RA
OG0003030	ACEP_ACEP_00010269-RA	LHUM_LH22310-RA
OG0003031	ACEP_ACEP_00010266-RA	LHUM_LH22314-RA
OG0003032	ACEP_ACEP_00010267-RA	LHUM_LH22311-RA
OG0003033	ACEP_ACEP_00010268-RA	LHUM_LH22307-RA
OG0003034	ACEP_ACEP_00016492-RA	LHUM_LH12572-RA
OG0003035	ACEP_ACEP_00016563-RA	LHUM_LH23482-RA
OG0003036	ACEP_ACEP_00015446-RA	LHUM_LH16197-RA
OG0003037	ACEP_ACEP_00015445-RA	LHUM_LH16192-RA
OG0003038	ACEP_ACEP_00015442-RA	LHUM_LH16225-RA
OG0003039	ACEP_ACEP_00015437-RA	LHUM_LH16217-RA
OG0003040	ACEP_ACEP_00015441-RA	LHUM_LH16218-RA
OG0003041	ACEP_ACEP_00015439-RA	LHUM_LH16230-RA
OG0003042	ACEP_ACEP_00015443-RA	LHUM_LH16229-RA
OG0003043	ACEP_ACEP_00015436-RA	LHUM_LH16224-RA
OG0003044	ACEP_ACEP_00015431-RA	LHUM_LH24275-RA
OG0003045	ACEP_ACEP_04583101-RA	LHUM_LH24277-RA
OG0003046	ACEP_ACEP_00018066-RA	LHUM_LH26095-RA
OG0003047	ACEP_ACEP_00015425-RA	LHUM_LH24280-RA
OG0003048	ACEP_ACEP_00015430-RA	LHUM_LH24276-RA
OG0003049	ACEP_ACEP_00015426-RA	LHUM_LH24266-RA
OG0003050	ACEP_ACEP_00015424-RA	LHUM_LH18920-RA
OG0003051	ACEP_ACEP_00015433-RA	LHUM_LH18937-RA
OG0003052	ACEP_ACEP_00015419-RA	LHUM_LH21736-RA
OG0003053	ACEP_ACEP_00015420-RA	LHUM_LH19342-RA
OG0003054	ACEP_ACEP_00015417-RA	LHUM_LH21728-RA
OG0003055	ACEP_ACEP_00015421-RA	LHUM_LH10524-RA
OG0003056	ACEP_ACEP_00015418-RA	LHUM_LH21732-RA
OG0003057	ACEP_ACEP_00015423-RA	LHUM_LH18923-RA
OG0003058	ACEP_ACEP_00015412-RA	LHUM_LH21719-RA
OG0003059	ACEP_ACEP_00015410-RA	LHUM_LH23731-RA
OG0003060	ACEP_ACEP_00015414-RA	LHUM_LH21721-RA
OG0003061	ACEP_ACEP_00015401-RA	LHUM_LH10727-RA
OG0003062	ACEP_ACEP_00015405-RA	LHUM_LH10728-RA
OG0003063	ACEP_ACEP_00015403-RA	LHUM_LH10729-RA
OG0003064	ACEP_ACEP_00015402-RA	LHUM_LH10726-RA
OG0003065	ACEP_ACEP_00015408-RA	LHUM_LH10638-RA
OG0003066	ACEP_ACEP_00015398-RA	LHUM_LH22936-RA
OG0003067	ACEP_ACEP_00015392-RA	LHUM_LH12821-RA
OG0003068	ACEP_ACEP_00015399-RA	LHUM_LH22929-RA
OG0003069	ACEP_ACEP_00015394-RA	LHUM_LH14428-RA
OG0003070	ACEP_ACEP_00015395-RA	LHUM_LH18922-RA
OG0003071	ACEP_ACEP_00015393-RA	LHUM_LH12813-RA
OG0003072	ACEP_ACEP_00015400-RA	LHUM_LH22930-RA
OG0003073	ACEP_ACEP_00015383-RA	LHUM_LH22934-RA
OG0003074	ACEP_ACEP_00015388-RA	LHUM_LH22937-RA
OG0003075	ACEP_ACEP_00015386-RA	LHUM_LH22935-RA
OG0003076	ACEP_ACEP_00015379-RA	LHUM_LH18849-RA
OG0003077	ACEP_ACEP_00015385-RA	LHUM_LH22931-RA
OG0003078	ACEP_ACEP_00015380-RA	LHUM_LH18846-RA
OG0003079	ACEP_ACEP_00015382-RA	LHUM_LH22932-RA
OG0003080	ACEP_ACEP_00015384-RA	LHUM_LH22938-RA
OG0003081	ACEP_ACEP_00015391-RA	LHUM_LH12814-RA
OG0003082	ACEP_ACEP_00015389-RA	LHUM_LH22939-RA
OG0003083	ACEP_ACEP_00015390-RA	LHUM_LH22933-RA
OG0003084	ACEP_ACEP_00015375-RA	LHUM_LH18854-RA
OG0003085	ACEP_ACEP_00016535-RA	LHUM_LH18492-RA
OG0003086	ACEP_ACEP_00016390-RA	LHUM_LH21320-RA
OG0003087	ACEP_ACEP_00016711-RA	LHUM_LH20254-RA
OG0003088	ACEP_ACEP_00014743-RA	LHUM_LH20125-RA
OG0003089	ACEP_ACEP_00014741-RA	LHUM_LH20127-RA
OG0003090	ACEP_ACEP_00014738-RA	LHUM_LH20130-RA
OG0003091	ACEP_ACEP_00014736-RA	LHUM_LH20131-RA
OG0003092	ACEP_ACEP_00014734-RA	LHUM_LH20135-RA
OG0003093	ACEP_ACEP_00014733-RA	LHUM_LH20141-RA
OG0003094	ACEP_ACEP_00014729-RA	LHUM_LH20147-RA
OG0003095	ACEP_ACEP_00014725-RA	LHUM_LH19188-RA
OG0003096	ACEP_ACEP_00014726-RA	LHUM_LH19178-RA
OG0003097	ACEP_ACEP_00014722-RA	LHUM_LH12457-RA
OG0003098	ACEP_ACEP_00014724-RA	LHUM_LH11477-RA
OG0003099	ACEP_ACEP_00014732-RA	LHUM_LH20138-RA
OG0003100	ACEP_ACEP_00014731-RA	LHUM_LH20144-RA
OG0003101	ACEP_ACEP_00014709-RA	LHUM_LH17667-RA
OG0003102	ACEP_ACEP_00014713-RA	LHUM_LH19300-RA
OG0003103	ACEP_ACEP_00014707-RA	LHUM_LH17687-RA
OG0003104	ACEP_ACEP_00014715-RA	LHUM_LH19296-RA
OG0003105	ACEP_ACEP_00014714-RA	LHUM_LH19284-RA
OG0003106	ACEP_ACEP_00014717-RA	LHUM_LH19290-RA
OG0003107	ACEP_ACEP_00014710-RA	LHUM_LH17673-RA
OG0003108	ACEP_ACEP_00014705-RA	LHUM_LH17690-RA
OG0003109	ACEP_ACEP_00014712-RA	LHUM_LH19287-RA
OG0003110	ACEP_ACEP_00014711-RA	LHUM_LH17668-RA
OG0003111	ACEP_ACEP_00014716-RA	LHUM_LH19294-RA
OG0003112	ACEP_ACEP_00014719-RA	LHUM_LH20177-RA
OG0003113	ACEP_ACEP_00014703-RA	LHUM_LH17694-RA
OG0003114	ACEP_ACEP_00014697-RA	LHUM_LH17691-RA
OG0003115	ACEP_ACEP_00014699-RA	LHUM_LH17683-RA
OG0003116	ACEP_ACEP_00014704-RA	LHUM_LH17677-RA
OG0003117	ACEP_ACEP_00012769-RA	LHUM_LH21282-RA
OG0003118	ACEP_ACEP_00012768-RA	LHUM_LH21283-RA
OG0003119	ACEP_ACEP_00012766-RA	LHUM_LH15728-RA
OG0003120	ACEP_ACEP_00012767-RA	LHUM_LH21284-RA
OG0003121	ACEP_ACEP_00012763-RA	LHUM_LH15730-RA
OG0003122	ACEP_ACEP_00012759-RA	LHUM_LH15732-RA
OG0003123	ACEP_ACEP_00012758-RA	LHUM_LH18323-RA
OG0003124	ACEP_ACEP_00012755-RA	LHUM_LH18322-RA
OG0003125	ACEP_ACEP_00012753-RA	LHUM_LH18324-RA
OG0003127	ACEP_ACEP_00012751-RA	LHUM_LH18329-RA
OG0003128	ACEP_ACEP_00012746-RA	LHUM_LH18338-RA
OG0003129	ACEP_ACEP_00012745-RA	LHUM_LH18335-RA
OG0003130	ACEP_ACEP_00012744-RA	LHUM_LH18333-RA
OG0003131	ACEP_ACEP_00012737-RA	LHUM_LH21332-RA
OG0003132	ACEP_ACEP_00012740-RA	LHUM_LH21295-RA
OG0003133	ACEP_ACEP_00012739-RA	LHUM_LH21291-RA
OG0003134	ACEP_ACEP_00012735-RA	LHUM_LH22186-RA
OG0003135	ACEP_ACEP_00012743-RA	LHUM_LH21296-RA
OG0003136	ACEP_ACEP_00012727-RA	LHUM_LH22175-RA
OG0003137	ACEP_ACEP_00012724-RA	LHUM_LH22181-RA
OG0003138	ACEP_ACEP_00012725-RA	LHUM_LH22178-RA
OG0003139	ACEP_ACEP_00012728-RA	LHUM_LH22183-RA
OG0003140	ACEP_ACEP_00012723-RA	LHUM_LH22179-RA
OG0003141	ACEP_ACEP_00012726-RA	LHUM_LH22180-RA
OG0003142	ACEP_ACEP_00012729-RA	LHUM_LH22182-RA
OG0003143	ACEP_ACEP_00012731-RA	LHUM_LH22177-RA
OG0003144	ACEP_ACEP_00012716-RA	LHUM_LH22170-RA
OG0003145	ACEP_ACEP_00012720-RA	LHUM_LH22167-RA
OG0003146	ACEP_ACEP_00012717-RA	LHUM_LH22172-RA
OG0003147	ACEP_ACEP_00012722-RA	LHUM_LH22171-RA
OG0003148	ACEP_ACEP_00012711-RA	LHUM_LH22164-RA
OG0003149	ACEP_ACEP_00012714-RA	LHUM_LH22162-RA
OG0003150	ACEP_ACEP_00012712-RA	LHUM_LH22156-RA
OG0003151	ACEP_ACEP_00012709-RA	LHUM_LH22158-RA
OG0003152	ACEP_ACEP_00012705-RA	LHUM_LH22154-RA
OG0003153	ACEP_ACEP_00012708-RA	LHUM_LH22161-RA
OG0003154	ACEP_ACEP_00012710-RA	LHUM_LH22155-RA
OG0003155	ACEP_ACEP_00012715-RA	LHUM_LH22163-RA
OG0003156	ACEP_ACEP_00012699-RA	LHUM_LH22144-RA
OG0003157	ACEP_ACEP_00012698-RA	LHUM_LH22145-RA
OG0003158	ACEP_ACEP_00012697-RA	LHUM_LH22146-RA
OG0003159	ACEP_ACEP_00012704-RA	LHUM_LH22148-RA
OG0003160	ACEP_ACEP_00012700-RA	LHUM_LH22149-RA
OG0003161	ACEP_ACEP_00012695-RA	LHUM_LH22150-RA
OG0003162	ACEP_ACEP_00012691-RA	LHUM_LH22135-RA
OG0003163	ACEP_ACEP_00012692-RA	LHUM_LH22132-RA
OG0003164	ACEP_ACEP_00012693-RA	LHUM_LH22139-RA
OG0003165	ACEP_ACEP_00012696-RA	LHUM_LH22147-RA
OG0003166	ACEP_ACEP_00012686-RA	LHUM_LH22130-RA
OG0003167	ACEP_ACEP_00012677-RA	LHUM_LH22122-RA
OG0003168	ACEP_ACEP_00012682-RA	LHUM_LH22129-RA
OG0003169	ACEP_ACEP_00012684-RA	LHUM_LH22131-RA
OG0003170	ACEP_ACEP_00012688-RA	LHUM_LH22137-RA
OG0003171	ACEP_ACEP_00012685-RA	LHUM_LH22134-RA
OG0003172	ACEP_ACEP_00012683-RA	LHUM_LH22133-RA
OG0003173	ACEP_ACEP_00012687-RA	LHUM_LH22128-RA
OG0003174	ACEP_ACEP_00012689-RA	LHUM_LH22140-RA
OG0003175	ACEP_ACEP_00012673-RA	LHUM_LH22123-RA
OG0003176	ACEP_ACEP_00012672-RA	LHUM_LH22121-RA
