Orthogroup	lhum_genome.OGS.1.2.maker.proteins	pbar_genome.OGS.1.2.maker.proteins
OG0002102	LHUM_LH15891-RA	PBAR_PB15513-RA
OG0002103	LHUM_LH21932-RA	PBAR_PB14800-RA
OG0002104	LHUM_LH21933-RA	PBAR_PB14801-RA
OG0002105	LHUM_LH21940-RA	PBAR_pbar_Iap2-RA
OG0002106	LHUM_LH21929-RA	PBAR_pbar-dynein_heavy_chain-1
OG0002107	LHUM_LH21949-RA	PBAR_PB21729-RA
OG0002108	LHUM_LH21941-RA	PBAR_PB21726-RA
OG0002109	LHUM_LH21943-RA	PBAR_PB14797-RA
OG0002110	LHUM_LH21950-RA	PBAR_PB21733-RA
OG0002111	LHUM_LH21945-RA	PBAR_PB21728-RA
OG0002112	LHUM_LH21947-RA	PBAR_PB21727-RA
OG0002113	LHUM_LH21951-RA	PBAR_PB21731-RA
OG0002114	LHUM_LH20856-RA	PBAR_PB19888-RA
OG0002115	LHUM_LH20854-RA	PBAR_PB19883-RA
OG0002116	LHUM_LH21919-RA	PBAR_pbar_dome-1
OG0002117	LHUM_LH21917-RA	PBAR_PB19892-RA
OG0002118	LHUM_LH21916-RA	PBAR_PB19890-RA
OG0002119	LHUM_LH21915-RA	PBAR_PB19889-RA
OG0002120	LHUM_LH21942-RA	PBAR_PB21739-RA
OG0002121	LHUM_LH21948-RA	PBAR_PB21741-RA
OG0002122	LHUM_LH15878-RA	PBAR_PB19871-RA
OG0002123	LHUM_LH15877-RA	PBAR_PB19873-RA
OG0002124	LHUM_LH21923-RA	PBAR_Pbar_Rho1-1
OG0002125	LHUM_LH21930-RA	PBAR_PB19878-RA
OG0002126	LHUM_LH21938-RA	PBAR_PB19874-RA
OG0002127	LHUM_LH15882-RA	PBAR_PB19875-RA
OG0002128	LHUM_LH21937-RA	PBAR_PB19872-RA
OG0002129	LHUM_LH21935-RA	PBAR_PB19870-RA
OG0002130	LHUM_LH21918-RA	PBAR_PB19887-RA
OG0002131	LHUM_LH25352-RA	PBAR_PB26789-RA
OG0002132	LHUM_LH11694-RA	PBAR_PB19877-RA
OG0002133	LHUM_LH11718-RA	PBAR_PB19866-RA
OG0002134	LHUM_LH25348-RA	PBAR_PB26788-RA
OG0002135	LHUM_LH11722-RA	PBAR_PB11497-RA
OG0002136	LHUM_LH25351-RA	PBAR_PB26785-RA
OG0002138	LHUM_LH11723-RA	PBAR_Pbar_Uqcrfs1_like_B-1
OG0002139	LHUM_LH11715-RA	PBAR_PB11492-RA
OG0002140	LHUM_LH11716-RA	PBAR_PB11493-RA
OG0002141	LHUM_LH11719-RA	PBAR_PB11496-RA
OG0002142	LHUM_LH11714-RA	PBAR_PB11491-RA
OG0002143	LHUM_LH11721-RA	PBAR_PB11495-RA
OG0002144	LHUM_LH11724-RA	PBAR_PB11501-RA
OG0002145	LHUM_LH11725-RA	PBAR_PB10827-RA
OG0002146	LHUM_LH11726-RA	PBAR_PB10829-RA
OG0002147	LHUM_LH11291-RA	PBAR_pbar_oskar-RB
OG0002148	LHUM_LH11290-RA	PBAR_PB10833-RA
OG0002149	LHUM_LH11294-RA	PBAR_PB10841-RA
OG0002150	LHUM_LH11293-RA	PBAR_PB10839-RA
OG0002151	LHUM_LH11292-RA	PBAR_PB10836-RA
OG0002152	LHUM_LH11295-RA	PBAR_PB11387-RA
OG0002153	LHUM_LH11301-RA	PBAR_pbar_Mbt-1
OG0002154	LHUM_LH11299-RA	PBAR_PB11384-RA
OG0002155	LHUM_LH24381-RA	PBAR_PB16796-RA
OG0002156	LHUM_LH20210-RA	PBAR_PB16389-RA
OG0002157	LHUM_LH16937-RA	PBAR_PB23552-RA
OG0002158	LHUM_LH21914-RA	PBAR_PB19886-RA
OG0002159	LHUM_LH17424-RA	PBAR_PB12834-RA
OG0002160	LHUM_LH22592-RA	PBAR_PB10620-RA
OG0002161	LHUM_LH21029-RA	PBAR_PB12945-RA
OG0002162	LHUM_LH12789-RA	PBAR_PB20850-RA
OG0002163	LHUM_LH16516-RA	PBAR_PB13751-RA
OG0002165	LHUM_LH19463-RA	PBAR_PB22342-RA
OG0002166	LHUM_LH19460-RA	PBAR_PB10709-RA
OG0002167	LHUM_LH19462-RA	PBAR_PB22339-RA
OG0002168	LHUM_LH19464-RA	PBAR_PB22344-RA
OG0002169	LHUM_LH19470-RA	PBAR_PB22333-RA
OG0002170	LHUM_LH19471-RA	PBAR_PB22343-RA
OG0002171	LHUM_LH19465-RA	PBAR_PB22347-RA
OG0002172	LHUM_LH19468-RA	PBAR_PB22341-RA
OG0002173	LHUM_LH19469-RA	PBAR_PB22340-RA
OG0002174	LHUM_LH19466-RA	PBAR_PB22335-RA
OG0002175	LHUM_LH19467-RA	PBAR_Pbar_K06A9.1b-RA
OG0002176	LHUM_LH19474-RA	PBAR_PB22330-RA
OG0002177	LHUM_LH19472-RA	PBAR_PB22331-RA
OG0002178	LHUM_LH14701-RA	PBAR_PB22320-RA
OG0002179	LHUM_LH14699-RA	PBAR_PB14571-RA
OG0002180	LHUM_LH19456-RA	PBAR_PB12709-RA
OG0002181	LHUM_LH14698-RA	PBAR_PB16492-RA
OG0002182	LHUM_LH19458-RA	PBAR_pbar_egr-1
OG0002183	LHUM_Lhum_apterous-RA	PBAR_Pbar_apterous-RA
OG0002184	LHUM_LH19446-RA	PBAR_PB12699-RA
OG0002185	LHUM_LH19450-RA	PBAR_PB12696-RA
OG0002186	LHUM_LH19455-RA	PBAR_PB12682-RA
OG0002187	LHUM_LH19453-RA	PBAR_PB12693-RA
OG0002189	LHUM_LH19438-RA	PBAR_PB12685-RA
OG0002190	LHUM_LH19440-RA	PBAR_PB12686-RA
OG0002191	LHUM_LH19432-RA	PBAR_PB12506-RA
OG0002192	LHUM_LH19431-RA	PBAR_PB12505-RA
OG0002193	LHUM_LH19433-RA	PBAR_PB12508-RA
OG0002194	LHUM_LH19428-RA	PBAR_PB12511-RA
OG0002195	LHUM_LH19426-RA	PBAR_PB12516-RA
OG0002196	LHUM_LH19427-RA	PBAR_PB12515-RA
OG0002197	LHUM_LH19422-RA	PBAR_PB12518-RA
OG0002198	LHUM_LH19420-RA	PBAR_PB12512-RA
OG0002199	LHUM_LH19421-RA	PBAR_PB12517-RA
OG0002200	LHUM_LH19423-RA	PBAR_PB12513-RA
OG0002201	LHUM_LH19416-RA	PBAR_PB15970-RA
OG0002202	LHUM_LH19412-RA	PBAR_PB26571-RA
OG0002203	LHUM_LH19417-RA	PBAR_PB15971-RA
OG0002204	LHUM_LH22552-RA	PBAR_PB10624-RA
OG0002205	LHUM_LH22558-RA	PBAR_PB15962-RA
OG0002206	LHUM_LH22557-RA	PBAR_PB18179-RA
OG0002207	LHUM_LH22560-RA	PBAR_PB18187-RA
OG0002209	LHUM_LH22570-RA	PBAR_PB18189-RA
OG0002210	LHUM_LH22569-RA	PBAR_PB15476-RA
OG0002211	LHUM_LH22576-RA	PBAR_PB15475-RA
OG0002212	LHUM_LH22574-RA	PBAR_PB15473-RA
OG0002213	LHUM_LH22575-RA	PBAR_PB15468-RA
OG0002214	LHUM_LH22582-RA	PBAR_PB15467-RA
OG0002215	LHUM_LH22577-RA	PBAR_PB15469-RA
OG0002216	LHUM_LH22589-RA	PBAR_PB15464-RA
OG0002217	LHUM_LH22580-RA	PBAR_PB15465-RA
OG0002218	LHUM_LH22584-RA	PBAR_PB10320-RA
OG0002219	LHUM_LH22593-RA	PBAR_PB24624-RA
OG0002220	LHUM_LH22585-RA	PBAR_PB24623-RA
OG0002221	LHUM_LH22583-RA	PBAR_PB10321-RA
OG0002222	LHUM_LH22587-RA	PBAR_PB10325-RA
OG0002223	LHUM_LH18697-RA	PBAR_PB11703-RA
OG0002224	LHUM_LH17857-RA	PBAR_PB24030-RA
OG0002225	LHUM_LH23581-RA	PBAR_PB24042-RA
OG0002226	LHUM_LH17856-RA	PBAR_PB24041-RA
OG0002227	LHUM_LH17839-RA	PBAR_PB24029-RA
OG0002228	LHUM_LH16022-RA	PBAR_PB11694-RA
OG0002229	LHUM_LH14657-RA	PBAR_PB24028-RA
OG0002230	LHUM_LH17767-RA	PBAR_PB24239-RA
OG0002231	LHUM_LH17848-RA	PBAR_PB24039-RA
OG0002232	LHUM_LH17834-RA	PBAR_PB24044-RA
OG0002233	LHUM_LH23569-RA	PBAR_PB24034-RA
OG0002234	LHUM_LH23576-RA	PBAR_PB24036-RA
OG0002235	LHUM_LH23522-RA	PBAR_PB24263-RA
OG0002236	LHUM_LH23577-RA	PBAR_PB24231-RA
OG0002237	LHUM_LH23548-RA	PBAR_PB24264-RA
OG0002238	LHUM_LH23567-RA	PBAR_PB24032-RA
OG0002239	LHUM_LH23568-RA	PBAR_PB24237-RA
OG0002240	LHUM_LH17549-RA	PBAR_PB24641-RA
OG0002241	LHUM_LH23552-RA	PBAR_PB24273-RA
OG0002242	LHUM_LH17551-RA	PBAR_PB24646-RA
OG0002243	LHUM_LH23579-RA	PBAR_PB24040-RA
OG0002244	LHUM_LH17821-RA	PBAR_PB11695-RA
OG0002245	LHUM_lhum_dgs-RA	PBAR_pbar_dgs-RA
OG0002246	LHUM_LH14589-RA	PBAR_PB11699-RA
OG0002247	LHUM_LH15631-RA	PBAR_PB11702-RA
OG0002248	LHUM_LH23553-RA	PBAR_PB24284-RA
OG0002249	LHUM_LH17827-RA	PBAR_PB11700-RA
OG0002250	LHUM_LH14665-RA	PBAR_PB11713-RA
OG0002251	LHUM_LH17819-RA	PBAR_PB11706-RA
OG0002252	LHUM_LH17817-RA	PBAR_PB11705-RA
OG0002253	LHUM_LH17840-RA	PBAR_PB11715-RA
OG0002254	LHUM_LH14649-RA	PBAR_PB24281-RA
OG0002255	LHUM_LH10647-RA	PBAR_PB24285-RA
OG0002256	LHUM_LH20978-RA	PBAR_PB24282-RA
OG0002257	LHUM_LH25295-RA	PBAR_PB11704-RA
OG0002258	LHUM_LH17902-RA	PBAR_PB24204-RA
OG0002259	LHUM_LH17906-RA	PBAR_PB24037-RA
OG0002260	LHUM_LH17901-RA	PBAR_PB24202-RA
OG0002261	LHUM_LH17904-RA	PBAR_PB24200-RA
OG0002262	LHUM_LH10649-RA	PBAR_PB24279-RA
OG0002263	LHUM_LH17894-RA	PBAR_PB24211-RA
OG0002264	LHUM_LH17897-RA	PBAR_PB24209-RA
OG0002265	LHUM_LH17896-RA	PBAR_PB24203-RA
OG0002266	LHUM_LH17899-RA	PBAR_PB24208-RA
OG0002267	LHUM_LH17903-RA	PBAR_PB27065-RA
OG0002268	LHUM_LH17892-RA	PBAR_PB24215-RA
OG0002269	LHUM_LH17887-RA	PBAR_PB24216-RA
OG0002270	LHUM_LH17889-RA	PBAR_PB24218-RA
OG0002271	LHUM_LH17881-RA	PBAR_PB24223-RA
OG0002272	LHUM_LH17888-RA	PBAR_pbar_timeless-1
OG0002273	LHUM_LH17883-RA	PBAR_PB24229-RA
OG0002274	LHUM_LH17882-RA	PBAR_PB27067-RA
OG0002275	LHUM_LH17885-RA	PBAR_PB24227-RA
OG0002276	LHUM_LH17876-RA	PBAR_PB24238-RA
OG0002277	LHUM_LH17879-RA	PBAR_PB24234-RA
OG0002278	LHUM_LH17871-RA	PBAR_PB24050-RA
OG0002279	LHUM_LH17878-RA	PBAR_PB24033-RA
OG0002280	LHUM_LH17877-RA	PBAR_PB24031-RA
OG0002281	LHUM_LH17869-RA	PBAR_PB14221-RA
OG0002282	LHUM_LH17872-RA	PBAR_PB14218-RA
OG0002283	LHUM_LH17870-RA	PBAR_PB14222-RA
OG0002284	LHUM_LH17873-RA	PBAR_PB14220-RA
OG0002285	LHUM_LH23643-RA	PBAR_PB23990-RA
OG0002286	LHUM_LH12553-RA	PBAR_PB23986-RA
OG0002287	LHUM_LH23644-RA	PBAR_PB23989-RA
OG0002288	LHUM_LH12561-RA	PBAR_PB23991-RA
OG0002289	LHUM_LH12552-RA	PBAR_PB23985-RA
OG0002290	LHUM_LH23642-RA	PBAR_PB23988-RA
OG0002291	LHUM_LH23635-RA	PBAR_PB23979-RA
OG0002292	LHUM_LH23639-RA	PBAR_PB23984-RA
OG0002293	LHUM_LH17550-RA	PBAR_PB24644-RA
OG0002294	LHUM_LH17557-RA	PBAR_PB24645-RA
OG0002295	LHUM_LH23628-RA	PBAR_PB23973-RA
OG0002296	LHUM_LH23617-RA	PBAR_PB23971-RA
OG0002297	LHUM_LH14647-RA	PBAR_PB23969-RA
OG0002298	LHUM_LH23619-RA	PBAR_PB23970-RA
OG0002299	LHUM_LH23624-RA	PBAR_PB23972-RA
OG0002300	LHUM_LH17540-RA	PBAR_PB24642-RA
OG0002301	LHUM_LH17541-RA	PBAR_PB24647-RA
OG0002302	LHUM_LH17538-RA	PBAR_PB18022-RA
OG0002303	LHUM_LH17539-RA	PBAR_PB18023-RA
OG0002304	LHUM_LH17533-RA	PBAR_PB18031-RA
OG0002305	LHUM_LH17529-RA	PBAR_PB18024-RA
OG0002306	LHUM_LH17530-RA	PBAR_PB18032-RA
OG0002307	LHUM_LH17531-RA	PBAR_PB18029-RA
OG0002308	LHUM_LH17523-RA	PBAR_PB18033-RA
OG0002309	LHUM_LH17534-RA	PBAR_PB26682-RA
OG0002310	LHUM_LH17519-RA	PBAR_PB18058-RA
OG0002311	LHUM_LH17522-RA	PBAR_PB18059-RA
OG0002312	LHUM_LH17521-RA	PBAR_pbar_capu-1
OG0002313	LHUM_LH17526-RA	PBAR_PB18055-RA
OG0002314	LHUM_LH17520-RA	PBAR_pbar_echinoid-like-1
OG0002315	LHUM_LH17507-RA	PBAR_PB12527-RA
OG0002316	LHUM_LH17513-RA	PBAR_PB12522-RA
OG0002317	LHUM_LH17514-RA	PBAR_PB12519-RA
OG0002318	LHUM_LH17505-RA	PBAR_PB12524-RA
OG0002319	LHUM_LH16828-RA	PBAR_pbar_FKBP6_like-RC
OG0002320	LHUM_LH17506-RA	PBAR_PB13298-RA
OG0002321	LHUM_LH17500-RA	PBAR_PB12537-RA
OG0002322	LHUM_LH17508-RA	PBAR_PB12529-RA
OG0002323	LHUM_LH17510-RA	PBAR_PB12526-RA
OG0002324	LHUM_LH17499-RA	PBAR_PB12536-RA
OG0002325	LHUM_LH17494-RA	PBAR_PB16974-RA
OG0002326	LHUM_LH17493-RA	PBAR_PB16973-RA
OG0002327	LHUM_LH17492-RA	PBAR_PB16969-RA
OG0002328	LHUM_LH23480-RA	PBAR_PB16991-RA
OG0002329	LHUM_LH23487-RA	PBAR_PB16989-RA
OG0002330	LHUM_LH23479-RA	PBAR_PB16980-RA
OG0002331	LHUM_LH23472-RA	PBAR_PB16981-RA
OG0002332	LHUM_LH17457-RA	PBAR_PB19105-RA
OG0002333	LHUM_LH17455-RA	PBAR_PB19094-RA
OG0002334	LHUM_LH17456-RA	PBAR_PB19096-RA
OG0002335	LHUM_LH17458-RA	PBAR_PB19093-RA
OG0002336	LHUM_LH17452-RA	PBAR_PB19091-RA
OG0002339	LHUM_LH10494-RA	PBAR_PB26743-RA
OG0002340	LHUM_LH15649-RA	PBAR_PB19079-RA
OG0002341	LHUM_LH15642-RA	PBAR_PB19073-RA
OG0002342	LHUM_LH15643-RA	PBAR_PB26741-RA
OG0002343	LHUM_LH15647-RA	PBAR_PB19074-RA
OG0002344	LHUM_LH15644-RA	PBAR_PB19075-RA
OG0002345	LHUM_LH15640-RA	PBAR_PB19070-RA
OG0002346	LHUM_LH15635-RA	PBAR_PB19065-RA
OG0002347	LHUM_LH15637-RA	PBAR_PB19068-RA
OG0002348	LHUM_LH15636-RA	PBAR_PB19067-RA
OG0002349	LHUM_LH15634-RA	PBAR_PB19066-RA
OG0002350	LHUM_LH14604-RA	PBAR_PB10913-RA
OG0002351	LHUM_LH14602-RA	PBAR_PB10912-RA
OG0002352	LHUM_LH14598-RA	PBAR_PB10908-RA
OG0002353	LHUM_LH14597-RA	PBAR_PB16287-RA
OG0002354	LHUM_LH14593-RA	PBAR_PB16599-RA
OG0002355	LHUM_LH14590-RA	PBAR_PB16288-RA
OG0002356	LHUM_LH14600-RA	PBAR_PB19303-RA
OG0002357	LHUM_LH14599-RA	PBAR_PB19304-RA
OG0002358	LHUM_LH14603-RA	PBAR_PB16284-RA
OG0002359	LHUM_LH16798-RA	PBAR_PB19310-RA
OG0002360	LHUM_LH16791-RA	PBAR_PB19312-RA
OG0002361	LHUM_LH15267-RA	PBAR_PB26751-RA
OG0002362	LHUM_LH16782-RA	PBAR_PB19311-RA
OG0002363	LHUM_LH16781-RA	PBAR_PB19323-RA
OG0002364	LHUM_LH11835-RA	PBAR_PB19316-RA
OG0002365	LHUM_LH16780-RA	PBAR_PB19324-RA
OG0002366	LHUM_LH11821-RA	PBAR_PB19320-RA
OG0002367	LHUM_LH16785-RA	PBAR_PB19317-RA
OG0002368	LHUM_LH11815-RA	PBAR_PB19322-RA
OG0002370	LHUM_LH11820-RA	PBAR_PB19315-RA
OG0002371	LHUM_LH11817-RA	PBAR_PB19332-RA
OG0002372	LHUM_LH11814-RA	PBAR_PB19321-RA
OG0002373	LHUM_LH11823-RA	PBAR_PB19318-RA
OG0002374	LHUM_LH13322-RA	PBAR_Pbar_CG15531-RA
OG0002375	LHUM_LH14565-RA	PBAR_PB19342-RA
OG0002376	LHUM_LH14643-RA	PBAR_PB19344-RA
OG0002377	LHUM_LH25519-RA	PBAR_PB26754-RA
OG0002378	LHUM_LH14640-RA	PBAR_PB19340-RA
OG0002379	LHUM_LH14637-RA	PBAR_PB19352-RA
OG0002380	LHUM_LH14636-RA	PBAR_PB19337-RA
OG0002381	LHUM_LH14642-RA	PBAR_PB19354-RA
OG0002382	LHUM_LH14635-RA	PBAR_PB19349-RA
OG0002383	LHUM_LH14644-RA	PBAR_PB19358-RA
OG0002384	LHUM_LH14578-RA	PBAR_pbar_RpL15-1
OG0002385	LHUM_LH14569-RA	PBAR_PB19338-RA
OG0002386	LHUM_LH17768-RA	PBAR_PB19355-RA
OG0002387	LHUM_LH17770-RA	PBAR_PB19360-RA
OG0002388	LHUM_LH17772-RA	PBAR_PB19361-RA
OG0002389	LHUM_LH17777-RA	PBAR_PB19359-RA
OG0002390	LHUM_LH17765-RA	PBAR_PB19353-RA
OG0002391	LHUM_LH17776-RA	PBAR_PB19351-RA
OG0002392	LHUM_LH17766-RA	PBAR_PB19348-RA
OG0002393	LHUM_LH17771-RA	PBAR_PB19357-RA
OG0002394	LHUM_LH17774-RA	PBAR_PB19364-RA
OG0002395	LHUM_LH17775-RA	PBAR_PB19350-RA
OG0002396	LHUM_LH17780-RA	PBAR_PB19366-RA
OG0002397	LHUM_LH17781-RA	PBAR_PB19367-RA
OG0002398	LHUM_LH17779-RA	PBAR_PB19369-RA
OG0002399	LHUM_LH17788-RA	PBAR_PB19370-RA
OG0002400	LHUM_LH17782-RA	PBAR_PB19371-RA
OG0002401	LHUM_LH17787-RA	PBAR_PB19374-RA
OG0002402	LHUM_LH17790-RA	PBAR_PB19379-RA
OG0002403	LHUM_LH17789-RA	PBAR_PB19378-RA
OG0002404	LHUM_lhum_SCR-B6-RA	PBAR_pbar_SCR-B6-RA
OG0002405	LHUM_LH17795-RA	PBAR_PB19380-RA
OG0002406	LHUM_lhum_RpL40-RA	PBAR_pbar_RpL40-RA
OG0002407	LHUM_LH17797-RA	PBAR_PB19381-RA
OG0002408	LHUM_LH17801-RA	PBAR_PB19387-RA
OG0002409	LHUM_LH17798-RA	PBAR_PB19386-RA
OG0002410	LHUM_LH17796-RA	PBAR_PB19385-RA
OG0002411	LHUM_LH17803-RA	PBAR_PB19390-RA
OG0002412	LHUM_LH17802-RA	PBAR_PB19389-RA
OG0002413	LHUM_LH17800-RA	PBAR_PB19384-RA
OG0002414	LHUM_LH25693-RA	PBAR_PB26757-RA
OG0002415	LHUM_LH17812-RA	PBAR_PB19397-RA
OG0002416	LHUM_LH17813-RA	PBAR_PB19398-RA
OG0002417	LHUM_LH17825-RA	PBAR_PB19415-RA
OG0002418	LHUM_LH17818-RA	PBAR_PB19401-RA
OG0002419	LHUM_LH17811-RA	PBAR_PB19405-RA
OG0002421	LHUM_LH14655-RA	PBAR_PB19424-RA
OG0002422	LHUM_LH14664-RA	PBAR_Pbar_Ndufa8_like-1
OG0002423	LHUM_LH14666-RA	PBAR_PB19413-RA
OG0002424	LHUM_LH14667-RA	PBAR_PB19403-RA
OG0002425	LHUM_LH17858-RA	PBAR_PB19427-RA
OG0002426	LHUM_LH17850-RA	PBAR_PB19420-RA
OG0002427	LHUM_LH17845-RA	PBAR_PB19417-RA
OG0002428	LHUM_LH14579-RA	PBAR_PB19421-RA
OG0002429	LHUM_LH14572-RA	PBAR_PB19419-RA
OG0002430	LHUM_LH21059-RA	PBAR_PB19426-RA
OG0002431	LHUM_LH14585-RA	PBAR_PB19435-RA
OG0002432	LHUM_LH14659-RA	PBAR_PB19423-RA
OG0002433	LHUM_LH14574-RA	PBAR_PB19431-RA
OG0002434	LHUM_LH14575-RA	PBAR_PB19430-RA
OG0002435	LHUM_LH23501-RA	PBAR_PB19434-RA
OG0002436	LHUM_LH23491-RA	PBAR_PB19429-RA
OG0002437	LHUM_LH23492-RA	PBAR_PB19428-RA
OG0002438	LHUM_LH23500-RA	PBAR_PB19432-RA
OG0002439	LHUM_LH14584-RA	PBAR_PB19436-RA
OG0002440	LHUM_LH14581-RA	PBAR_PB19433-RA
OG0002441	LHUM_LH23509-RA	PBAR_PB23957-RA
OG0002442	LHUM_LH23504-RA	PBAR_PB23950-RA
OG0002443	LHUM_LH23513-RA	PBAR_PB23962-RA
OG0002444	LHUM_LH11670-RA	PBAR_PB23966-RA
OG0002446	LHUM_LH23512-RA	PBAR_PB23959-RA
OG0002447	LHUM_LH17485-RA	PBAR_PB24676-RA
OG0002448	LHUM_LH14645-RA	PBAR_PB23967-RA
OG0002449	LHUM_LH14634-RA	PBAR_PB23963-RA
OG0002450	LHUM_LH14632-RA	PBAR_PB23961-RA
OG0002451	LHUM_LH23515-RA	PBAR_PB23960-RA
OG0002452	LHUM_LH17484-RA	PBAR_PB14374-RA
OG0002453	LHUM_LH17477-RA	PBAR_PB14373-RA
OG0002454	LHUM_LH17473-RA	PBAR_PB14369-RA
OG0002455	LHUM_LH17475-RA	PBAR_PB14370-RA
OG0002456	LHUM_LH17479-RA	PBAR_PB14371-RA
OG0002457	LHUM_LH25682-RA	PBAR_PB26476-RA
OG0002458	LHUM_LH17476-RA	PBAR_Pbar_Cox7c_like-1
OG0002459	LHUM_LH17469-RA	PBAR_PB20310-RA
OG0002460	LHUM_LH17468-RA	PBAR_PB14793-RA
OG0002461	LHUM_LH17463-RA	PBAR_PB14791-RA
OG0002462	LHUM_LH17466-RA	PBAR_PB14790-RA
OG0002463	LHUM_LH17464-RA	PBAR_PB14787-RA
OG0002464	LHUM_LH17465-RA	PBAR_PB14792-RA
OG0002465	LHUM_LH17467-RA	PBAR_pbar_RpL6-1
OG0002466	LHUM_LH23476-RA	PBAR_PB10923-RA
OG0002467	LHUM_LH25674-RA	PBAR_PB10928-RA
OG0002468	LHUM_LH23474-RA	PBAR_pbar_RpL7-1
OG0002469	LHUM_LH17461-RA	PBAR_PB10927-RA
OG0002470	LHUM_LH11688-RA	PBAR_maker-pbar_scf7180000350188-snap-gene-2.32-mRNA-1
OG0002471	LHUM_LH20756-RA	PBAR_PB12298-RA
OG0002472	LHUM_LH20487-RA	PBAR_PB19170-RA
OG0002473	LHUM_LH20758-RA	PBAR_PB12305-RA
OG0002474	LHUM_LH20760-RA	PBAR_PB12303-RA
OG0002475	LHUM_LH16786-RA	PBAR_PB17678-RA
OG0002476	LHUM_LH16784-RA	PBAR_PB17677-RA
OG0002477	LHUM_LH12876-RA	PBAR_PB16570-RA
OG0002478	LHUM_LH20310-RA	PBAR_PB23727-RA
OG0002479	LHUM_LH20292-RA	PBAR_PB23724-RA
OG0002480	LHUM_LH20303-RA	PBAR_pbar_exba-1
OG0002481	LHUM_LH20294-RA	PBAR_PB23723-RA
OG0002482	LHUM_LH22513-RA	PBAR_PB21533-RA
OG0002483	LHUM_LH20286-RA	PBAR_PB21120-RA
OG0002484	LHUM_LH22516-RA	PBAR_PB21531-RA
OG0002485	LHUM_LH20297-RA	PBAR_PB23722-RA
OG0002486	LHUM_LH22499-RA	PBAR_PB21554-RA
OG0002487	LHUM_LH22498-RA	PBAR_PB21551-RA
OG0002488	LHUM_LH22511-RA	PBAR_augustus-pbar_scf7180000350332-abinit-gene-0.116-mRNA-1
OG0002490	LHUM_LH23647-RA	PBAR_augustus-pbar_scf7180000350332-abinit-gene-3.271-mRNA-1
OG0002491	LHUM_LH14476-RA	PBAR_augustus_masked-pbar_scf7180000350332-abinit-gene-3.94-mRNA-1
OG0002493	LHUM_LH14480-RA	PBAR_augustus_masked-pbar_scf7180000350332-abinit-gene-1.42-mRNA-1
OG0002494	LHUM_LH22501-RA	PBAR_PB21546-RA
OG0002495	LHUM_LH22494-RA	PBAR_PB21552-RA
OG0002496	LHUM_LH22502-RA	PBAR_PB21547-RA
OG0002497	LHUM_LH15986-RA	PBAR_PB21550-RA
OG0002498	LHUM_LH15981-RA	PBAR_PB21545-RA
OG0002500	LHUM_LH15980-RA	PBAR_Pbar_Ndufa10_like-1
OG0002501	LHUM_LH15222-RA	PBAR_PB18166-RA
OG0002502	LHUM_LH15984-RA	PBAR_PB21548-RA
OG0002503	LHUM_LH15226-RA	PBAR_PB18171-RA
OG0002504	LHUM_LH15217-RA	PBAR_PB18173-RA
OG0002505	LHUM_LH15231-RA	PBAR_PB18164-RA
OG0002506	LHUM_LH21765-RA	PBAR_PB23701-RA
OG0002507	LHUM_LH23959-RA	PBAR_PB22740-RA
OG0002508	LHUM_LH11672-RA	PBAR_PB16014-RA
OG0002509	LHUM_LH11666-RA	PBAR_PB16019-RA
OG0002510	LHUM_LH15700-RA	PBAR_PB26103-RA
OG0002511	LHUM_LH10387-RA	PBAR_PB26104-RA
OG0002512	LHUM_LH15702-RA	PBAR_PB26106-RA
OG0002513	LHUM_LH15693-RA	PBAR_PB26108-RA
OG0002514	LHUM_LH25189-RA	PBAR_PB26118-RA
OG0002515	LHUM_LH10395-RA	PBAR_PB26110-RA
OG0002516	LHUM_LH25183-RA	PBAR_PB26105-RA
OG0002517	LHUM_LH16235-RA	PBAR_PB26097-RA
OG0002518	LHUM_LH23885-RA	PBAR_PB26096-RA
OG0002519	LHUM_LH23882-RA	PBAR_PB26101-RA
OG0002520	LHUM_LH15696-RA	PBAR_PB26112-RA
OG0002521	LHUM_LH19900-RA	PBAR_PB26113-RA
OG0002522	LHUM_LH18853-RA	PBAR_PB26092-RA
OG0002523	LHUM_LH18848-RA	PBAR_PB26098-RA
OG0002524	LHUM_LH18847-RA	PBAR_PB26087-RA
OG0002525	LHUM_LH18852-RA	PBAR_PB26100-RA
OG0002526	LHUM_LH23880-RA	PBAR_PB26099-RA
OG0002527	LHUM_LH18842-RA	PBAR_PB26082-RA
OG0002528	LHUM_LH18841-RA	PBAR_PB10249-RA
OG0002529	LHUM_LH18839-RA	PBAR_PB26085-RA
OG0002530	LHUM_LH18850-RA	PBAR_PB26094-RA
OG0002531	LHUM_LH22948-RA	PBAR_PB26073-RA
OG0002532	LHUM_LH18831-RA	PBAR_PB26083-RA
OG0002533	LHUM_LH22959-RA	PBAR_PB26080-RA
OG0002534	LHUM_LH18826-RA	PBAR_PB26076-RA
OG0002535	LHUM_LH22958-RA	PBAR_PB26081-RA
OG0002536	LHUM_LH10399-RA	PBAR_PB26066-RA
OG0002537	LHUM_LH10400-RA	PBAR_PB26067-RA
OG0002538	LHUM_LH10402-RA	PBAR_PB26070-RA
OG0002539	LHUM_LH10406-RA	PBAR_PB26074-RA
OG0002540	LHUM_LH10405-RA	PBAR_PB19747-RA
