Orthogroup	pbar_annotation	acep_annotation
OG0002570	PBAR_15121-RA	ACEP_00008144-RA
OG0002571	PBAR_15106-RA	ACEP_00008143-RA
OG0002572	PBAR_15105-RA	ACEP_00008141-RA
OG0002573	PBAR_15122-RA	ACEP_00008151-RA
OG0002574	PBAR_15117-RA	ACEP_00008148-RA
OG0002575	PBAR_15123-RA	ACEP_00008149-RA
OG0002576	PBAR_15111-RA	ACEP_00008139-RA
OG0002577	PBAR_15110-RA	ACEP_00008134-RA
OG0002578	PBAR_20075-RA	ACEP_00008104-RA
OG0002579	PBAR_20073-RA	ACEP_00008105-RA
OG0002580	PBAR_20077-RA	ACEP_00008112-RA
OG0002581	PBAR_20071-RA	ACEP_00008114-RA
OG0002582	PBAR_20078-RA	ACEP_00008097-RA
OG0002583	PBAR_20079-RA	ACEP_00008102-RA
OG0002584	PBAR_20086-RA	ACEP_00008093-RA
OG0002585	PBAR_20091-RA	ACEP_00008088-RA
OG0002586	PBAR_20094-RA	ACEP_00008090-RA
OG0002587	PBAR_20093-RA	ACEP_00008089-RA
OG0002588	PBAR_20090-RA	ACEP_00008091-RA
OG0002589	PBAR_20105-RA	ACEP_00008083-RA
OG0002590	PBAR_20104-RA	ACEP_00008081-RA
OG0002591	PBAR_ar_par-6-1	ACEP_00008080-RA
OG0002592	PBAR_20106-RA	ACEP_00008073-RA
OG0002593	PBAR_11252-RA	ACEP_00008067-RA
OG0002594	PBAR_11255-RA	ACEP_00008059-RA
OG0002595	PBAR_26120-RA	ACEP_00008055-RA
OG0002596	PBAR_14729-RA	ACEP_00016210-RA
OG0002597	PBAR_14730-RA	ACEP_00016209-RA
OG0002598	PBAR_18424-RA	ACEP_00016202-RA
OG0002599	PBAR_22015-RA	ACEP_00016199-RA
OG0002600	PBAR_ar_tub-1	ACEP_00016200-RA
OG0002601	PBAR_14757-RA	ACEP_00016205-RA
OG0002602	PBAR_18420-RA	ACEP_00016201-RA
OG0002603	PBAR_11176-RA	ACEP_00016204-RA
OG0002604	PBAR_14309-RA	ACEP_00016195-RA
OG0002605	PBAR_14308-RA	ACEP_00016193-RA
OG0002606	PBAR_14306-RA	ACEP_00016194-RA
OG0002607	PBAR_ar_Atp5l_like-1	ACEP_00016191-RA
OG0002608	PBAR_18439-RA	ACEP_00016198-RA
OG0002609	PBAR_18433-RA	ACEP_00016197-RA
OG0002610	PBAR_18443-RA	ACEP_00016196-RA
OG0002611	PBAR_18407-RA	ACEP_00016188-RA
OG0002612	PBAR_18416-RA	ACEP_00016189-RA
OG0002613	PBAR_ar_Pros45-like-1	Acep_Pros45_partial_-like-RA
OG0002614	PBAR_16579-RA	ACEP_00016757-RA
OG0002615	PBAR_25609-RA	ACEP_00016640-RA
OG0002616	PBAR_10716-RA	ACEP_00016043-RA
OG0002617	PBAR_24698-RA	ACEP_00016045-RA
OG0002618	PBAR_26196-RA	ACEP_00016034-RA
OG0002619	PBAR_26192-RA	ACEP_00016036-RA
OG0002620	PBAR_26195-RA	ACEP_00016033-RA
OG0002621	PBAR_25228-RA	ACEP_00016029-RA
OG0002622	PBAR_26193-RA	ACEP_00016031-RA
OG0002623	PBAR_10666-RA	ACEP_00016543-RA
OG0002624	PBAR_12675-RA	ACEP_00015565-RA, ACEP_00005844-RA
OG0002625	PBAR_11936-RA	ACEP_00016717-RA
OG0002626	PBAR_21153-RA	ACEP_00015946-RA
OG0002627	PBAR_21152-RA	ACEP_00015952-RA
OG0002628	PBAR_21144-RA	ACEP_00015953-RA
OG0002629	PBAR_ar_drl-2-RA	ACEP_00015944-RA
OG0002630	PBAR_21158-RA	ACEP_00015942-RA
OG0002631	PBAR_21166-RA	ACEP_00015935-RA
OG0002632	PBAR_21163-RA	ACEP_00015936-RA
OG0002633	PBAR_21168-RA	ACEP_00015940-RA
OG0002634	PBAR_ar_RpL8-1	ACEP_00015937-RA
OG0002635	PBAR_ar_RpL8-1duplicate	ACEP_00015941-RA
OG0002636	PBAR_21172-RA	ACEP_00015932-RA
OG0002637	PBAR_21177-RA	ACEP_00015925-RA
OG0002638	PBAR_21175-RA	ACEP_00015928-RA
OG0002639	PBAR_21170-RA	ACEP_00015926-RA
OG0002640	PBAR_21171-RA	ACEP_00015927-RA
OG0002641	PBAR_25088-RA	ACEP_00016561-RA
OG0002642	PBAR_15919-RA	ACEP_00014100-RA
OG0002643	PBAR_26567-RA	ACEP_00014096-RA
OG0002644	PBAR_15924-RA	ACEP_00014095-RA
OG0002645	PBAR_15925-RA	ACEP_00018110-RA
OG0002646	PBAR_15927-RA	ACEP_00014094-RA
OG0002647	PBAR_15929-RA	ACEP_00014092-RA
OG0002648	PBAR_15936-RA	ACEP_00014090-RA
OG0002649	PBAR_26569-RA	ACEP_00018113-RA
OG0002650	PBAR_15937-RA	ACEP_00014086-RA
OG0002651	PBAR_15940-RA	ACEP_00014084-RA
OG0002652	PBAR_15943-RA	ACEP_00014082-RA
OG0002653	PBAR_15944-RA	ACEP_00014075-RA
OG0002654	PBAR_15947-RA	ACEP_00014080-RA
OG0002655	PBAR_15946-RA	ACEP_00014081-RA
OG0002656	PBAR_15949-RA	ACEP_00014071-RA
OG0002657	PBAR_15950-RA	ACEP_00014073-RA
OG0002658	PBAR_15941-RA	ACEP_00014074-RA
OG0002659	PBAR_15951-RA	ACEP_00014070-RA
OG0002660	PBAR_15953-RA	ACEP_00014068-RA
OG0002661	PBAR_15954-RA	ACEP_00014066-RA
OG0002662	PBAR_16418-RA	ACEP_00014063-RA
OG0002663	PBAR_15952-RA	ACEP_00014069-RA
OG0002664	PBAR_16426-RA	ACEP_00014056-RA
OG0002665	PBAR_16424-RA	ACEP_00014057-RA
OG0002666	PBAR_16427-RA	ACEP_00014058-RA
OG0002667	PBAR_16425-RA	ACEP_00014059-RA
OG0002668	PBAR_16417-RA	ACEP_00014062-RA
OG0002669	PBAR_16436-RA	ACEP_00014050-RA
OG0002670	PBAR_16434-RA	ACEP_00014051-RA
OG0002671	PBAR_16443-RA	ACEP_00014046-RA
OG0002672	PBAR_16440-RA	ACEP_00014042-RA
OG0002673	PBAR_16442-RA	ACEP_00014040-RA
OG0002674	PBAR_16439-RA	ACEP_00014041-RA
OG0002675	PBAR_16448-RA	ACEP_00014037-RA
OG0002676	PBAR_21087-RA	ACEP_00016566-RA
OG0002677	PBAR_15980-RA	ACEP_00018234-RA, ACEP_00006702-RA
OG0002678	PBAR_22565-RA	ACEP_00015265-RA
OG0002679	PBAR_22615-RA	ACEP_00015255-RA
OG0002680	PBAR_23652-RA	ACEP_00015261-RA
OG0002681	PBAR_22622-RA	ACEP_00018038-RA
OG0002682	PBAR_22568-RA	ACEP_00015263-RA
OG0002683	PBAR_22626-RA	ACEP_00015257-RA
OG0002684	PBAR_22623-RA	ACEP_00015250-RA
OG0002685	PBAR_22566-RA	ACEP_00015262-RA
OG0002686	PBAR_22620-RA	ACEP_00015251-RA
OG0002687	PBAR_22567-RA	ACEP_00015264-RA
OG0002688	PBAR_22642-RA	ACEP_00015243-RA
OG0002689	PBAR_22629-RA	ACEP_00015242-RA
OG0002690	PBAR_22645-RA	ACEP_00015248-RA
OG0002691	PBAR_22632-RA	ACEP_00015246-RA
OG0002692	PBAR_22639-RA	ACEP_00015239-RA
OG0002693	PBAR_22643-RA	ACEP_00015249-RA
OG0002694	PBAR_22635-RA	ACEP_00015238-RA
OG0002695	PBAR_22631-RA	ACEP_00015240-RA
OG0002696	PBAR_22652-RA	ACEP_00015233-RA
OG0002697	PBAR_22637-RA	ACEP_00015237-RA
OG0002698	PBAR_20846-RA	ACEP_00015230-RA
OG0002699	PBAR_22630-RA	ACEP_00015235-RA
OG0002700	PBAR_20840-RA	ACEP_00015228-RA
OG0002701	PBAR_20853-RA	ACEP_00015229-RA
OG0002702	PBAR_10134-RA	ACEP_00015234-RA
OG0002703	PBAR_22655-RA	ACEP_00015232-RA
OG0002704	PBAR_20847-RA	ACEP_00015227-RA
OG0002705	PBAR_22633-RA	ACEP_00015236-RA
OG0002706	PBAR_20848-RA	ACEP_00015219-RA
OG0002707	PBAR_20844-RA	ACEP_00015214-RA
OG0002708	PBAR_20842-RA	ACEP_00015223-RA
OG0002709	PBAR_20845-RA	ACEP_00015213-RA
OG0002710	PBAR_20852-RA	ACEP_00015225-RA
OG0002711	PBAR_20782-RA	ACEP_00015210-RA
OG0002712	CG_02546888	ACEP_00015212-RA
OG0002713	PBAR_20780-RA	ACEP_00015211-RA
OG0002714	PBAR_10302-RA	ACEP_00015205-RA
OG0002715	PBAR_23647-RA	ACEP_00015206-RA
OG0002716	PBAR_22575-RA	ACEP_00015201-RA
OG0002717	PBAR_23646-RA	ACEP_00015203-RA
OG0002718	PBAR_23655-RA	ACEP_00015204-RA
OG0002719	PBAR_20788-RA	ACEP_00015208-RA
OG0002720	PBAR_22589-RA	ACEP_00015188-RA
OG0002721	PBAR_22588-RA	ACEP_00015181-RA
OG0002722	PBAR_ar_blistered-1	ACEP_00015182-RA
OG0002723	PBAR_22592-RA	ACEP_00015185-RA
OG0002724	PBAR_ar_Pdk-1	ACEP_00015176-RA
OG0002725	PBAR_19908-RA	ACEP_00015179-RA
OG0002726	PBAR_22583-RA	ACEP_00015186-RA
OG0002727	PBAR_22597-RA	ACEP_00015180-RA
OG0002728	PBAR_22582-RA	ACEP_00015183-RA
OG0002729	PBAR_22590-RA	ACEP_00015192-RA
OG0002730	PBAR_22586-RA	ACEP_00015193-RA
OG0002731	PBAR_18577-RA	ACEP_00009165-RA
OG0002732	PBAR_16535-RA	ACEP_00009151-RA
OG0002733	PBAR_16542-RA	ACEP_00009158-RA
OG0002734	PBAR_ar_centaurin-1	ACEP_00009156-RA
OG0002735	PBAR_16539-RA	ACEP_00009157-RA
OG0002736	PBAR_16543-RA	ACEP_00009150-RA
OG0002737	PBAR_16509-RA	ACEP_00009141-RA
OG0002738	PBAR_16516-RA	ACEP_00009136-RA
OG0002739	PBAR_16517-RA	ACEP_00009140-RA
OG0002740	PBAR_16521-RA	ACEP_00009134-RA
OG0002741	PBAR_16532-RA	ACEP_00017347-RA
OG0002742	PBAR_16510-RA	ACEP_00009143-RA
OG0002743	PBAR_16511-RA	ACEP_00009142-RA
OG0002744	PBAR_16536-RA	ACEP_00009147-RA
OG0002745	PBAR_16515-RA	ACEP_00009133-RA
OG0002746	PBAR_16522-RA	ACEP_00009138-RA
OG0002747	PBAR_16530-RA	ACEP_00009148-RA
OG0002748	PBAR_16513-RA	ACEP_00009124-RA
OG0002749	PBAR_16514-RA	ACEP_00009126-RA
OG0002750	PBAR_16500-RA	ACEP_00009121-RA
OG0002751	PBAR_16503-RA	ACEP_00009122-RA
OG0002752	PBAR_16520-RA	ACEP_00009127-RA
OG0002753	PBAR_13235-RA	ACEP_00009114-RA
OG0002754	PBAR_13239-RA	ACEP_00009111-RA
OG0002755	PBAR_13227-RA	ACEP_00009112-RA
OG0002756	PBAR_13228-RA	ACEP_00009110-RA
OG0002757	PBAR_13238-RA	ACEP_00009105-RA
OG0002758	PBAR_13237-RA	ACEP_00009104-RA
OG0002759	PBAR_13231-RA	ACEP_00009103-RA
OG0002760	PBAR_13234-RA	ACEP_00009108-RA
OG0002761	PBAR_13233-RA	ACEP_00009107-RA
OG0002762	PBAR_13242-RA	ACEP_00009115-RA
OG0002763	PBAR_13241-RA	ACEP_00009113-RA
OG0002764	PBAR_ar_SdhB_like_B-1	ACEP_00009109-RA
OG0002765	PBAR_13246-RA	ACEP_00009116-RA
OG0002766	PBAR_13257-RA	ACEP_00009117-RA
OG0002767	PBAR_16501-RA	ACEP_00009118-RA
OG0002768	PBAR_13244-RA	ACEP_00009097-RA
OG0002769	PBAR_13765-RA	ACEP_00009093-RA
OG0002770	PBAR_ar_rogdi-like-1	ACEP_00009095-RA
OG0002771	PBAR_13768-RA	ACEP_00009091-RA
OG0002772	PBAR_13767-RA	ACEP_00009096-RA
OG0002773	PBAR_13232-RA	ACEP_00009100-RA
OG0002774	PBAR_13229-RA	ACEP_00009098-RA
OG0002775	PBAR_13240-RA	ACEP_00009099-RA
OG0002776	PBAR_13230-RA	ACEP_00009102-RA
OG0002777	PBAR_13776-RA	ACEP_00009085-RA
OG0002778	PBAR_13785-RA	ACEP_00009075-RA
OG0002779	PBAR_13777-RA	ACEP_00009082-RA
OG0002780	PBAR_13773-RA	ACEP_00009076-RA
OG0002781	PBAR_13780-RA	ACEP_00009073-RA
OG0002782	PBAR_13778-RA	ACEP_00009078-RA
OG0002783	PBAR_13783-RA	ACEP_00009074-RA
OG0002784	PBAR_ar_hedgehog-1	ACEP_00009066-RA
OG0002785	PBAR_13803-RA	ACEP_00009061-RA
OG0002786	PBAR_13802-RA	ACEP_00009064-RA
OG0002787	PBAR_13784-RA	ACEP_00009070-RA
OG0002788	PBAR_13781-RA	ACEP_00009071-RA
OG0002789	PBAR_25166-RA	ACEP_00009053-RA
OG0002790	PBAR_20326-RA	ACEP_00009056-RA
OG0002791	PBAR_25158-RA	ACEP_00009048-RA
OG0002792	PBAR_16505-RA	ACEP_00009045-RA
OG0002793	PBAR_16504-RA	ACEP_00009046-RA
OG0002794	PBAR_13798-RA	ACEP_00009057-RA
OG0002795	PBAR_25161-RA	ACEP_00009047-RA
OG0002796	PBAR_25160-RA	ACEP_00009054-RA
OG0002797	PBAR_25156-RA	ACEP_00009052-RA
OG0002798	PBAR_25169-RA	ACEP_00009049-RA
OG0002799	PBAR_ar_RpL18-1	ACEP_00009060-RA
OG0002800	PBAR_16507-RA	ACEP_00009041-RA
OG0002801	PBAR_26595-RA	ACEP_00009040-RA
OG0002802	PBAR_26594-RA	ACEP_00017352-RA
OG0002803	PBAR_15892-RA	ACEP_00009031-RA
OG0002804	PBAR_15891-RA	ACEP_00009037-RA
OG0002805	PBAR_15889-RA	ACEP_00009039-RA
OG0002806	PBAR_15893-RA	ACEP_00009033-RA
OG0002807	PBAR_15894-RA	ACEP_00009035-RA
OG0002808	PBAR_15888-RA	ACEP_00009034-RA
OG0002809	PBAR_15878-RA	ACEP_00009020-RA
OG0002810	PBAR_15881-RA	ACEP_00009018-RA
OG0002811	PBAR_15880-RA	ACEP_00009019-RA
OG0002812	PBAR_15870-RA	ACEP_00009017-RA
OG0002813	PBAR_15863-RA	ACEP_00009007-RA
OG0002814	PBAR_15861-RA	ACEP_00009005-RA
OG0002815	PBAR_15866-RA	ACEP_00009001-RA
OG0002816	PBAR_15867-RA	ACEP_00009004-RA
OG0002817	PBAR_15871-RA	ACEP_00009014-RA
OG0002818	PBAR_15853-RA	ACEP_00008995-RA
OG0002819	PBAR_15854-RA	ACEP_00008997-RA
OG0002820	PBAR_15855-RA	ACEP_00008998-RA
OG0002821	PBAR_15858-RA	ACEP_00008992-RA
OG0002822	PBAR_15844-RA	ACEP_00008991-RA
OG0002823	PBAR_15845-RA	ACEP_00008987-RA
OG0002824	PBAR_25592-RA, PBAR_15846-RA	ACEP_00008983-RA
OG0002825	PBAR_24617-RA	ACEP_00008980-RA
OG0002826	PBAR_15849-RA	ACEP_00008982-RA
OG0002827	PBAR_24620-RA	ACEP_00008981-RA
OG0002828	PBAR_15848-RA	ACEP_00008990-RA
OG0002829	PBAR_24621-RA	ACEP_00008976-RA
OG0002830	PBAR_24618-RA	ACEP_00008973-RA
OG0002831	PBAR_24609-RA	ACEP_00008967-RA
OG0002832	PBAR_24607-RA	ACEP_00008968-RA
OG0002833	PBAR_24604-RA	ACEP_00008964-RA
OG0002834	PBAR_24612-RA	ACEP_00008970-RA
OG0002835	PBAR_24605-RA	ACEP_00008966-RA
OG0002836	PBAR_24613-RA	ACEP_00008965-RA
OG0002837	PBAR_16768-RA	ACEP_00008959-RA
OG0002838	PBAR_16789-RA	ACEP_00008955-RA
OG0002839	PBAR_16788-RA	ACEP_00008954-RA
OG0002840	PBAR_16784-RA	ACEP_00008958-RA
OG0002841	PBAR_27090-RA	ACEP_00008963-RA
OG0002842	PBAR_16769-RA	ACEP_00008962-RA
OG0002843	PBAR_16794-RA	ACEP_00008946-RA
OG0002844	PBAR_16795-RA	ACEP_00008940-RA
OG0002845	PBAR_16793-RA	ACEP_00008947-RA
OG0002846	PBAR_16799-RA	ACEP_00008942-RA
OG0002847	PBAR_16786-RA	ACEP_00008938-RA
OG0002848	PBAR_16797-RA	ACEP_00008950-RA
OG0002849	PBAR_13961-RA	ACEP_00008936-RA
OG0002850	PBAR_16953-RA	ACEP_00008931-RA
OG0002851	PBAR_16947-RA	ACEP_00008929-RA
OG0002852	PBAR_16950-RA	ACEP_00008934-RA
OG0002853	PBAR_16952-RA	ACEP_00008932-RA
OG0002854	PBAR_ar_RpS28_a-1	ACEP_00008930-RA
OG0002855	PBAR_16946-RA	ACEP_00008935-RA
OG0002856	PBAR_16546-RA	ACEP_00008909-RA
OG0002857	PBAR_16544-RA	ACEP_00008916-RA
OG0002858	PBAR_14012-RA	ACEP_00008922-RA
OG0002859	PBAR_16552-RA	ACEP_00008915-RA
OG0002860	PBAR_14001-RA	ACEP_00008920-RA
OG0002861	PBAR_16553-RA	ACEP_00008914-RA
OG0002862	PBAR_13995-RA	ACEP_00008919-RA
OG0002863	PBAR_16548-RA	ACEP_00008913-RA
OG0002864	PBAR_16557-RA	ACEP_00008917-RA
OG0002865	PBAR_13998-RA	ACEP_00008921-RA
OG0002866	PBAR_16556-RA	ACEP_00008911-RA
OG0002867	PBAR_13991-RA	ACEP_00008918-RA
OG0002868	PBAR_18584-RA	ACEP_00008900-RA
OG0002869	PBAR_ar_pten-RA	ACEP_00008902-RA
OG0002870	PBAR_18581-RA	ACEP_00008903-RA
OG0002871	PBAR_16555-RA	ACEP_00008907-RA
OG0002872	PBAR_18580-RA	ACEP_00008898-RA
OG0002873	PBAR_18585-RA	ACEP_00008897-RA
OG0002874	PBAR_18576-RA	ACEP_00008899-RA
OG0002875	PBAR_18587-RA	ACEP_00008894-RA
OG0002876	PBAR_18588-RA	ACEP_00008888-RA
OG0002877	PBAR_15193-RA	ACEP_00008885-RA
OG0002878	PBAR_15196-RA	ACEP_00008884-RA
OG0002879	PBAR_14359-RA	ACEP_00008880-RA
OG0002880	PBAR_14353-RA	ACEP_00008876-RA
OG0002881	PBAR_14354-RA	ACEP_00008877-RA
OG0002882	PBAR_14351-RA	ACEP_00008879-RA
OG0002883	PBAR_14355-RA	ACEP_00008878-RA
OG0002884	PBAR_14363-RA	ACEP_00008883-RA
OG0002885	PBAR_14357-RA	ACEP_00008873-RA
OG0002886	PBAR_14352-RA	ACEP_00008871-RA
OG0002887	PBAR_14358-RA	ACEP_00008874-RA
OG0002888	PBAR_14360-RA	ACEP_00008872-RA
OG0002889	PBAR_10448-RA	ACEP_00008870-RA
OG0002890	PBAR_17502-RA	ACEP_00008867-RA
OG0002891	PBAR_26659-RA	ACEP_00008862-RA, ACEP_00017372-RA
OG0002892	PBAR_17504-RA	ACEP_00008865-RA, ACEP_00008852-RA
OG0002893	PBAR_16229-RA	ACEP_00008842-RA
OG0002894	PBAR_ar_hep-1	ACEP_00008840-RA
OG0002895	PBAR_16225-RA	ACEP_00008836-RA
OG0002896	PBAR_16227-RA	ACEP_00008833-RA
OG0002897	PBAR_16226-RA	ACEP_00008838-RA
OG0002898	PBAR_16230-RA	ACEP_00008837-RA
OG0002899	PBAR_16231-RB	ACEP_00008839-RA
OG0002900	PBAR_16221-RA	ACEP_00008823-RA
OG0002901	PBAR_16213-RA	ACEP_00008828-RA
OG0002902	PBAR_16216-RA	ACEP_00008822-RA
OG0002903	PBAR_16215-RA	ACEP_00008829-RA
OG0002904	PBAR_16218-RA	ACEP_00008830-RA
OG0002905	PBAR_16212-RA	ACEP_00008824-RA
OG0002906	PBAR_16217-RA	ACEP_00008820-RA
OG0002907	PBAR_16214-RA	ACEP_00008819-RA
OG0002908	PBAR_16206-RA	ACEP_00008812-RA
OG0002909	PBAR_16208-RA	ACEP_00008809-RA
OG0002910	PBAR_16207-RA	ACEP_00008805-RA
OG0002911	PBAR_16205-RA	ACEP_00008811-RA
OG0002912	PBAR_16203-RA	ACEP_00008807-RA
OG0002913	PBAR_16210-RA	ACEP_00008803-RA
OG0002914	PBAR_23616-RA	ACEP_00014221-RA
OG0002915	PBAR_23600-RA	ACEP_00014218-RA
OG0002916	PBAR_23609-RA	ACEP_00014220-RA
OG0002917	PBAR_23607-RA	ACEP_00014219-RA
OG0002918	PBAR_23599-RA	ACEP_00014214-RA
OG0002919	PBAR_23583-RA	ACEP_00014206-RA
OG0002920	PBAR_23589-RA	ACEP_00014203-RA
OG0002921	PBAR_23586-RA	ACEP_00014205-RA
OG0002922	PBAR_23587-RA	ACEP_00014207-RA
OG0002923	PBAR_23585-RA	ACEP_00014202-RA
OG0002924	PBAR_23591-RA	ACEP_00014204-RA
OG0002925	PBAR_23584-RA	ACEP_00014209-RA
OG0002926	PBAR_23598-RA	ACEP_00014210-RA
OG0002927	PBAR_23574-RA	ACEP_00014197-RA
OG0002928	PBAR_23581-RA	ACEP_00014195-RA
OG0002929	PBAR_23578-RA	ACEP_00014196-RA
OG0002930	PBAR_23573-RA	ACEP_00014199-RA
OG0002931	PBAR_23563-RA	ACEP_00014186-RA
OG0002932	PBAR_ar_emp-1	ACEP_00014190-RA
OG0002933	PBAR_23561-RA	ACEP_00014189-RA
OG0002934	PBAR_23566-RA	ACEP_00014187-RA
OG0002935	PBAR_ar_SCR-B10-RA	ACEP_00014192-RA
OG0002936	PBAR_23562-RA	ACEP_00014184-RA
OG0002937	PBAR_10181-RA	ACEP_00014182-RA
OG0002938	PBAR_21635-RA	ACEP_00014179-RA
OG0002939	PBAR_21640-RA	ACEP_00014175-RA
OG0002940	PBAR_10199-RA	ACEP_00014180-RA
OG0002941	PBAR_21642-RA	ACEP_00014174-RA
OG0002942	PBAR_21645-RA	ACEP_00014170-RA
OG0002943	PBAR_21641-RA	ACEP_00014172-RA
OG0002944	PBAR_26941-RA	ACEP_00014171-RA
OG0002945	PBAR_21647-RA	ACEP_00014167-RA
OG0002946	PBAR_21650-RA	ACEP_00014166-RA
OG0002947	PBAR_20926-RA	ACEP_00016802-RA
OG0002948	PBAR_ar_mura-like-1	ACEP_00016482-RA
OG0002949	PBAR_19912-RA	ACEP_00010403-RA
OG0002950	PBAR_19910-RA	ACEP_00010405-RA
OG0002951	PBAR_19911-RA	ACEP_00010402-RA
OG0002952	PBAR_19907-RA	ACEP_00010401-RA
OG0002953	PBAR_19905-RA	ACEP_00010398-RA
OG0002954	PBAR_19896-RA	ACEP_00010394-RA
OG0002956	PBAR_21768-RA	ACEP_00010387-RA
OG0002957	PBAR_21772-RA	ACEP_00010386-RA
OG0002958	PBAR_21762-RA	ACEP_00010390-RA
OG0002959	PBAR_21765-RA	ACEP_00010385-RA
OG0002960	PBAR_21771-RA	ACEP_00010382-RA
OG0002961	PBAR_21770-RA	ACEP_00010384-RA
OG0002962	PBAR_21764-RA	ACEP_00010376-RA
OG0002963	PBAR_21763-RA	ACEP_00010383-RA
OG0002964	PBAR_21773-RA	ACEP_00010378-RA
OG0002965	PBAR_21783-RA	ACEP_00010365-RA
OG0002966	PBAR_21781-RA	ACEP_00010366-RA
OG0002967	PBAR_21777-RA	ACEP_00010373-RA
OG0002968	PBAR_21778-RA	ACEP_00010367-RA
OG0002969	PBAR_21775-RA	ACEP_00010363-RA
OG0002970	PBAR_21782-RA	ACEP_00010361-RA
OG0002971	PBAR_21774-RA	ACEP_00010362-RA
OG0002972	PBAR_ar_SCR-B2-RA	ACEP_03383765-RA
OG0002973	PBAR_21792-RA	ACEP_00010356-RA
OG0002974	PBAR_21784-RA	ACEP_00010353-RA
OG0002975	PBAR_21788-RA	ACEP_00010354-RA
OG0002976	PBAR_21786-RA	ACEP_00010355-RA
OG0002977	PBAR_ar_hymenoptaecin-RA	ACEP_00010359-RA
OG0002978	PBAR_21794-RA	ACEP_00010347-RA
OG0002979	PBAR_21793-RA	ACEP_00010348-RA
OG0002980	PBAR_ar_yu-like-1	ACEP_00010344-RA
OG0002981	PBAR_21798-RA	ACEP_00010342-RA
OG0002982	PBAR_21797-RA	ACEP_00010340-RA
OG0002983	PBAR_21805-RA	ACEP_00010338-RA
OG0002984	PBAR_18350-RA	ACEP_00010332-RA
OG0002985	PBAR_21810-RA	ACEP_00010331-RA
OG0002986	PBAR_21799-RA	ACEP_00010339-RA
OG0002987	PBAR_21813-RA	ACEP_00010333-RA
OG0002988	PBAR_21811-RA	ACEP_00010325-RA
OG0002989	PBAR_21806-RA	ACEP_00010321-RA
OG0002990	PBAR_21812-RA	ACEP_00010329-RA
OG0002991	PBAR_21800-RA	ACEP_00010328-RA
OG0002992	PBAR_21804-RA	ACEP_00010324-RA
OG0002993	PBAR_21814-RA	ACEP_00010327-RA
OG0002994	PBAR_21802-RA	ACEP_00010326-RA
OG0002995	PBAR_21808-RA	ACEP_00010330-RA
OG0002996	PBAR_21831-RA	ACEP_00010313-RA
OG0002997	PBAR_21824-RA	ACEP_00010314-RA
OG0002998	PBAR_21833-RA	ACEP_00010317-RA
OG0002999	PBAR_13766-RA	ACEP_00010319-RA
OG0003000	PBAR_21821-RA	ACEP_00010318-RA
OG0003001	PBAR_21827-RA	ACEP_00010308-RA
OG0003002	PBAR_23058-RA	ACEP_00010309-RA
OG0003003	PBAR_21822-RA	ACEP_00010311-RA
OG0003004	PBAR_21843-RA	ACEP_00010304-RA
OG0003005	PBAR_21829-RA	ACEP_00010310-RA
OG0003006	PBAR_21826-RA	ACEP_00010307-RA
OG0003007	PBAR_21823-RA	ACEP_00010312-RA
OG0003008	PBAR_21838-RA	ACEP_00010300-RA
OG0003009	PBAR_21830-RA	ACEP_00010302-RA
OG0003010	PBAR_21837-RA	ACEP_00010298-RA
OG0003011	PBAR_21825-RA	ACEP_00010301-RA
OG0003012	PBAR_21839-RA	ACEP_00010303-RA
OG0003013	PBAR_15686-RA	ACEP_00010292-RA
OG0003014	PBAR_ar_mindbomb-half1-RA	ACEP_00010293-RA
OG0003015	PBAR_19635-RA	ACEP_00010281-RA
OG0003016	PBAR_19632-RA	ACEP_00010285-RA
OG0003017	PBAR_19637-RA	ACEP_00010283-RA
OG0003018	PBAR_19631-RA	ACEP_00010284-RA
OG0003019	PBAR_19633-RA	ACEP_00010282-RA
OG0003020	PBAR_ar_knirps-RA	ACEP_00010287-RA
OG0003021	PBAR_19638-RA	ACEP_00010286-RA
OG0003022	PBAR_19627-RA	ACEP_00010278-RA
OG0003023	PBAR_19630-RA	ACEP_00010279-RA
OG0003024	PBAR_19639-RA	ACEP_00010280-RA
OG0003025	PBAR_19625-RA	ACEP_00010275-RA
OG0003026	PBAR_19628-RA	ACEP_00010276-RA
OG0003027	PBAR_19621-RA	ACEP_00010270-RA
OG0003028	PBAR_19622-RA	ACEP_00010272-RA
OG0003029	PBAR_19623-RA	ACEP_00010273-RA
OG0003030	PBAR_19618-RA	ACEP_00010269-RA
OG0003031	PBAR_19616-RA	ACEP_00010266-RA
OG0003032	PBAR_19617-RA	ACEP_00010267-RA
OG0003033	PBAR_19620-RA	ACEP_00010268-RA
OG0003034	PBAR_15343-RA	ACEP_00016492-RA
OG0003035	PBAR_10926-RA	ACEP_00016563-RA
OG0003036	PBAR_25597-RA	ACEP_00015446-RA
OG0003037	PBAR_25598-RA	ACEP_00015445-RA
OG0003038	PBAR_25604-RA	ACEP_00015442-RA
OG0003039	PBAR_25615-RA	ACEP_00015437-RA
OG0003040	PBAR_25599-RA	ACEP_00015441-RA
OG0003041	PBAR_25603-RA	ACEP_00015439-RA
OG0003042	PBAR_25605-RA	ACEP_00015443-RA
OG0003043	PBAR_25619-RA	ACEP_00015436-RA
OG0003044	PBAR_25627-RA	ACEP_00015431-RA
OG0003045	PBAR_ar_Pi3K59F-1	ACEP_04583101-RA
