Orthogroup	lhum_annotation	pbar_annotation
OG0002780	LHUM_13493-RA	PBAR_13773-RA
OG0002781	LHUM_13492-RA	PBAR_13780-RA
OG0002782	LHUM_13498-RA	PBAR_13778-RA
OG0002783	LHUM_13494-RA	PBAR_13783-RA
OG0002784	LHUM_13486-RA	PBAR_ar_hedgehog-1
OG0002785	LHUM_13480-RA	PBAR_13803-RA
OG0002786	LHUM_13478-RA	PBAR_13802-RA
OG0002787	LHUM_13491-RA	PBAR_13784-RA
OG0002788	LHUM_13490-RA	PBAR_13781-RA
OG0002789	LHUM_12859-RA	PBAR_25166-RA
OG0002790	LHUM_12870-RA	PBAR_20326-RA
OG0002791	LHUM_21510-RA	PBAR_25158-RA
OG0002792	LHUM_21509-RA	PBAR_16505-RA
OG0002793	LHUM_21508-RA	PBAR_16504-RA
OG0002794	LHUM_24400-RA	PBAR_13798-RA
OG0002795	LHUM_21511-RA	PBAR_25161-RA
OG0002796	LHUM_12855-RA	PBAR_25160-RA
OG0002797	LHUM_12852-RA	PBAR_25156-RA
OG0002798	LHUM_21497-RA	PBAR_25169-RA
OG0002799	LHUM_24399-RA	PBAR_ar_RpL18-1
OG0002800	LHUM_21513-RA	PBAR_16507-RA
OG0002801	LHUM_25949-RA	PBAR_26595-RA
OG0002802	LHUM_25950-RA	PBAR_26594-RA
OG0002803	LHUM_21518-RA	PBAR_15892-RA
OG0002804	LHUM_21517-RA	PBAR_15891-RA
OG0002805	LHUM_21522-RA	PBAR_15889-RA
OG0002806	LHUM_21516-RA	PBAR_15893-RA
OG0002807	LHUM_21519-RA	PBAR_15894-RA
OG0002808	LHUM_21521-RA	PBAR_15888-RA
OG0002809	LHUM_21529-RA	PBAR_15878-RA
OG0002810	LHUM_21525-RA	PBAR_15881-RA
OG0002811	LHUM_21524-RA	PBAR_15880-RA
OG0002812	LHUM_21540-RA	PBAR_15870-RA
OG0002813	LHUM_21549-RA	PBAR_15863-RA
OG0002814	LHUM_21548-RA	PBAR_15861-RA
OG0002815	LHUM_24398-RA	PBAR_15866-RA
OG0002816	LHUM_24395-RA	PBAR_15867-RA
OG0002817	LHUM_21542-RA	PBAR_15871-RA
OG0002818	LHUM_21453-RA	PBAR_15853-RA
OG0002819	LHUM_24510-RA	PBAR_15854-RA
OG0002820	LHUM_24503-RA	PBAR_15855-RA
OG0002821	LHUM_21449-RA	PBAR_15858-RA
OG0002822	LHUM_21454-RA	PBAR_15844-RA
OG0002823	LHUM_21465-RA	PBAR_15845-RA
OG0002825	LHUM_24538-RA	PBAR_24617-RA
OG0002826	LHUM_21496-RA	PBAR_15849-RA
OG0002827	LHUM_24521-RA	PBAR_24620-RA
OG0002828	LHUM_21461-RA	PBAR_15848-RA
OG0002829	LHUM_24537-RA	PBAR_24621-RA
OG0002830	LHUM_24536-RA	PBAR_24618-RA
OG0002831	LHUM_13704-RA	PBAR_24609-RA
OG0002832	LHUM_13703-RA	PBAR_24607-RA
OG0002833	LHUM_13700-RA	PBAR_24604-RA
OG0002834	LHUM_13710-RA	PBAR_24612-RA
OG0002835	LHUM_13702-RA	PBAR_24605-RA
OG0002836	LHUM_13711-RA	PBAR_24613-RA
OG0002837	LHUM_11888-RA	PBAR_16768-RA
OG0002838	LHUM_21543-RA	PBAR_16789-RA
OG0002839	LHUM_21541-RA	PBAR_16788-RA
OG0002840	LHUM_11887-RA	PBAR_16784-RA
OG0002841	LHUM_13701-RA	PBAR_27090-RA
OG0002842	LHUM_17411-RA	PBAR_16769-RA
OG0002843	LHUM_13707-RA	PBAR_16794-RA
OG0002844	LHUM_13709-RA	PBAR_16795-RA
OG0002845	LHUM_24378-RA	PBAR_16793-RA
OG0002846	LHUM_13706-RA	PBAR_16799-RA
OG0002847	LHUM_13699-RA	PBAR_16786-RA
OG0002848	LHUM_24386-RA	PBAR_16797-RA
OG0002849	LHUM_13695-RA	PBAR_13961-RA
OG0002850	LHUM_13689-RA	PBAR_16953-RA
OG0002851	LHUM_13684-RA	PBAR_16947-RA
OG0002852	LHUM_13690-RA	PBAR_16950-RA
OG0002853	LHUM_13691-RA	PBAR_16952-RA
OG0002854	LHUM_13681-RA	PBAR_ar_RpS28_a-1
OG0002855	LHUM_13693-RA	PBAR_16946-RA
OG0002856	LHUM_20704-RA	PBAR_16546-RA
OG0002857	LHUM_24373-RA	PBAR_16544-RA
OG0002858	LHUM_24379-RA	PBAR_14012-RA
OG0002859	LHUM_24365-RA	PBAR_16552-RA
OG0002860	LHUM_24385-RA	PBAR_14001-RA
OG0002861	LHUM_24362-RA	PBAR_16553-RA
OG0002862	LHUM_24377-RA	PBAR_13995-RA
OG0002863	LHUM_24353-RA	PBAR_16548-RA
OG0002864	LHUM_24383-RA	PBAR_16557-RA
OG0002865	LHUM_24382-RA	PBAR_13998-RA
OG0002866	LHUM_20707-RA	PBAR_16556-RA
OG0002867	LHUM_24375-RA	PBAR_13991-RA
OG0002868	LHUM_15762-RA	PBAR_18584-RA
OG0002869	LHUM_15756-RA	PBAR_ar_pten-RA
OG0002870	LHUM_15758-RA	PBAR_18581-RA
OG0002871	LHUM_20706-RA	PBAR_16555-RA
OG0002872	LHUM_15757-RA	PBAR_18580-RA
OG0002873	LHUM_15761-RA	PBAR_18585-RA
OG0002874	LHUM_15759-RA	PBAR_18576-RA
OG0002875	LHUM_15765-RA	PBAR_18587-RA
OG0002876	LHUM_15766-RA	PBAR_18588-RA
OG0002877	LHUM_15769-RA	PBAR_15193-RA
OG0002878	LHUM_15771-RA	PBAR_15196-RA
OG0002879	LHUM_15772-RA	PBAR_14359-RA
OG0002880	LHUM_21494-RA	PBAR_14353-RA
OG0002881	LHUM_21499-RA	PBAR_14354-RA
OG0002882	LHUM_15776-RA	PBAR_14351-RA
OG0002883	LHUM_21500-RA	PBAR_14355-RA
OG0002884	LHUM_15770-RA	PBAR_14363-RA
OG0002885	LHUM_21501-RA	PBAR_14357-RA
OG0002886	LHUM_21495-RA	PBAR_14352-RA
OG0002887	LHUM_21505-RA	PBAR_14358-RA
OG0002888	LHUM_21506-RA	PBAR_14360-RA
OG0002889	LHUM_21491-RA	PBAR_10448-RA
OG0002890	LHUM_21489-RA	PBAR_17502-RA
OG0002893	LHUM_21466-RA	PBAR_16229-RA
OG0002894	LHUM_21468-RA	PBAR_ar_hep-1
OG0002895	LHUM_21596-RA	PBAR_16225-RA
OG0002896	LHUM_21580-RA	PBAR_16227-RA
OG0002897	LHUM_21593-RA	PBAR_16226-RA
OG0002898	LHUM_21595-RA	PBAR_16230-RA
OG0002899	LHUM_21600-RA	PBAR_16231-RB
OG0002900	LHUM_21585-RA	PBAR_16221-RA
OG0002901	LHUM_21578-RA	PBAR_16213-RA
OG0002902	LHUM_21581-RA	PBAR_16216-RA
OG0002903	LHUM_21579-RA	PBAR_16215-RA
OG0002904	LHUM_21582-RA	PBAR_16218-RA
OG0002905	LHUM_21576-RA	PBAR_16212-RA
OG0002906	LHUM_21577-RA	PBAR_16217-RA
OG0002907	LHUM_21566-RA	PBAR_16214-RA
OG0002908	LHUM_21568-RA	PBAR_16206-RA
OG0002909	LHUM_21573-RA	PBAR_16208-RA
OG0002910	LHUM_21569-RA	PBAR_16207-RA
OG0002911	LHUM_21567-RA	PBAR_16205-RA
OG0002912	LHUM_21570-RA	PBAR_16203-RA
OG0002913	LHUM_21574-RA	PBAR_16210-RA
OG0002914	LHUM_16873-RA	PBAR_23616-RA
OG0002915	LHUM_16882-RA	PBAR_23600-RA
OG0002916	LHUM_16879-RA	PBAR_23609-RA
OG0002917	LHUM_16881-RA	PBAR_23607-RA
OG0002918	LHUM_16888-RB	PBAR_23599-RA
OG0002919	LHUM_24620-RA	PBAR_23583-RA
OG0002920	LHUM_24634-RA	PBAR_23589-RA
OG0002921	LHUM_24631-RA	PBAR_23586-RA
OG0002922	LHUM_24633-RA	PBAR_23587-RA
OG0002923	LHUM_24619-RA	PBAR_23585-RA
OG0002924	LHUM_24636-RA	PBAR_23591-RA
OG0002925	LHUM_24623-RA	PBAR_23584-RA
OG0002926	LHUM_24630-RA	PBAR_23598-RA
OG0002927	LHUM_24625-RA	PBAR_23574-RA
OG0002928	LHUM_24613-RA	PBAR_23581-RA
OG0002929	LHUM_24614-RA	PBAR_23578-RA
OG0002930	LHUM_24621-RA	PBAR_23573-RA
OG0002931	LHUM_24608-RA	PBAR_23563-RA
OG0002932	LHUM_24610-RA	PBAR_ar_emp-1
OG0002933	LHUM_24611-RA	PBAR_23561-RA
OG0002934	LHUM_24618-RA	PBAR_23566-RA
OG0002935	LHUM_24616-RA	PBAR_ar_SCR-B10-RA
OG0002936	LHUM_24607-RA	PBAR_23562-RA
OG0002937	LHUM_24605-RA	PBAR_10181-RA
OG0002938	LHUM_24604-RA	PBAR_21635-RA
OG0002939	LHUM_24595-RA	PBAR_21640-RA
OG0002940	LHUM_24603-RA	PBAR_10199-RA
OG0002941	LHUM_24598-RA	PBAR_21642-RA
OG0002942	LHUM_24594-RA	PBAR_21645-RA
OG0002943	LHUM_24600-RA	PBAR_21641-RA
OG0002944	LHUM_24596-RA	PBAR_26941-RA
OG0002945	LHUM_24590-RA	PBAR_21647-RA
OG0002946	LHUM_24591-RA	PBAR_21650-RA
OG0002947	LHUM_14116-RA	PBAR_20926-RA
OG0002948	LHUM_21245-RA	PBAR_ar_mura-like-1
OG0002949	LHUM_16133-RA	PBAR_19912-RA
OG0002950	LHUM_16130-RA	PBAR_19910-RA
OG0002951	LHUM_16132-RA	PBAR_19911-RA
OG0002952	LHUM_16127-RA	PBAR_19907-RA
OG0002953	LHUM_16128-RA	PBAR_19905-RA
OG0002954	LHUM_16113-RA	PBAR_19896-RA
OG0002956	LHUM_16110-RA	PBAR_21768-RA
OG0002957	LHUM_16114-RA	PBAR_21772-RA
OG0002958	LHUM_16121-RA	PBAR_21762-RA
OG0002959	LHUM_16123-RA	PBAR_21765-RA
OG0002960	LHUM_16109-RA	PBAR_21771-RA
OG0002961	LHUM_16112-RA	PBAR_21770-RA
OG0002962	LHUM_16118-RA	PBAR_21764-RA
OG0002963	LHUM_16122-RA	PBAR_21763-RA
OG0002964	LHUM_16115-RA	PBAR_21773-RA
OG0002965	LHUM_16101-RA	PBAR_21783-RA
OG0002966	LHUM_16099-RA	PBAR_21781-RA
OG0002967	LHUM_16107-RA	PBAR_21777-RA
OG0002968	LHUM_16106-RA	PBAR_21778-RA
OG0002969	LHUM_16104-RA	PBAR_21775-RA
OG0002970	LHUM_16100-RA	PBAR_21782-RA
OG0002971	LHUM_16105-RA	PBAR_21774-RA
OG0002972	LHUM_um_SCR-B2-RA	PBAR_ar_SCR-B2-RA
OG0002973	LHUM_16095-RA	PBAR_21792-RA
OG0002974	LHUM_16097-RA	PBAR_21784-RA
OG0002975	LHUM_16094-RA	PBAR_21788-RA
OG0002976	LHUM_16096-RA	PBAR_21786-RA
OG0002977	LHUM_16098-RA	PBAR_ar_hymenoptaecin-RA
OG0002978	LHUM_22653-RA	PBAR_21794-RA
OG0002979	LHUM_22664-RA	PBAR_21793-RA
OG0002980	LHUM_20630-RA	PBAR_ar_yu-like-1
OG0002981	LHUM_20628-RA	PBAR_21798-RA
OG0002982	LHUM_20627-RA	PBAR_21797-RA
OG0002983	LHUM_20626-RA	PBAR_21805-RA
OG0002984	LHUM_20625-RA	PBAR_18350-RA
OG0002985	LHUM_20624-RA	PBAR_21810-RA
OG0002986	LHUM_20621-RA	PBAR_21799-RA
OG0002987	LHUM_20623-RA	PBAR_21813-RA
OG0002988	LHUM_20610-RA	PBAR_21811-RA
OG0002989	LHUM_20619-RA	PBAR_21806-RA
OG0002990	LHUM_20611-RA	PBAR_21812-RA
OG0002991	LHUM_20616-RA	PBAR_21800-RA
OG0002992	LHUM_20620-RA	PBAR_21804-RA
OG0002993	LHUM_20613-RA	PBAR_21814-RA
OG0002994	LHUM_20615-RA	PBAR_21802-RA
OG0002995	LHUM_20609-RA	PBAR_21808-RA
OG0002996	LHUM_20593-RA	PBAR_21831-RA
OG0002997	LHUM_20601-RA	PBAR_21824-RA
OG0002998	LHUM_20591-RA	PBAR_21833-RA
OG0002999	LHUM_20604-RA	PBAR_13766-RA
OG0003000	LHUM_20600-RA	PBAR_21821-RA
OG0003001	LHUM_20602-RA	PBAR_21827-RA
OG0003002	LHUM_24828-RA	PBAR_23058-RA
OG0003003	LHUM_20599-RA	PBAR_21822-RA
OG0003004	LHUM_23763-RA	PBAR_21843-RA
OG0003005	LHUM_20594-RA	PBAR_21829-RA
OG0003006	LHUM_20603-RA	PBAR_21826-RA
OG0003007	LHUM_20598-RA	PBAR_21823-RA
OG0003008	LHUM_23756-RA	PBAR_21838-RA
OG0003009	LHUM_23759-RA	PBAR_21830-RA
OG0003010	LHUM_23755-RA	PBAR_21837-RA
OG0003011	LHUM_23754-RA	PBAR_21825-RA
OG0003012	LHUM_23757-RA	PBAR_21839-RA
OG0003013	LHUM_23770-RA	PBAR_15686-RA
OG0003014	LHUM_um_mindbomb-RA	PBAR_ar_mindbomb-half1-RA
OG0003015	LHUM_22296-RA	PBAR_19635-RA
OG0003016	LHUM_22295-RA	PBAR_19632-RA
OG0003017	LHUM_22287-RA	PBAR_19637-RA
OG0003018	LHUM_22294-RA	PBAR_19631-RA
OG0003019	LHUM_22292-RA	PBAR_19633-RA
OG0003020	LHUM_22293-RA	PBAR_ar_knirps-RA
OG0003021	LHUM_22290-RA	PBAR_19638-RA
OG0003022	LHUM_22300-RA	PBAR_19627-RA
OG0003023	LHUM_22298-RA	PBAR_19630-RA
OG0003024	LHUM_22288-RA	PBAR_19639-RA
OG0003025	LHUM_22299-RA	PBAR_19625-RA
OG0003026	LHUM_22301-RA	PBAR_19628-RA
OG0003027	LHUM_22308-RA	PBAR_19621-RA
OG0003028	LHUM_22305-RA	PBAR_19622-RA
OG0003029	LHUM_22304-RA	PBAR_19623-RA
OG0003030	LHUM_22310-RA	PBAR_19618-RA
OG0003031	LHUM_22314-RA	PBAR_19616-RA
OG0003032	LHUM_22311-RA	PBAR_19617-RA
OG0003033	LHUM_22307-RA	PBAR_19620-RA
OG0003034	LHUM_12572-RA	PBAR_15343-RA
OG0003035	LHUM_23482-RA	PBAR_10926-RA
OG0003036	LHUM_16197-RA	PBAR_25597-RA
OG0003037	LHUM_16192-RA	PBAR_25598-RA
OG0003038	LHUM_16225-RA	PBAR_25604-RA
OG0003039	LHUM_16217-RA	PBAR_25615-RA
OG0003040	LHUM_16218-RA	PBAR_25599-RA
OG0003041	LHUM_16230-RA	PBAR_25603-RA
OG0003042	LHUM_16229-RA	PBAR_25605-RA
OG0003043	LHUM_16224-RA	PBAR_25619-RA
OG0003044	LHUM_24275-RA	PBAR_25627-RA
OG0003045	LHUM_24277-RA	PBAR_ar_Pi3K59F-1
OG0003046	LHUM_26095-RA	PBAR_27156-RA
OG0003047	LHUM_24280-RA	PBAR_25613-RA
OG0003048	LHUM_24276-RA	PBAR_26206-RA
OG0003049	LHUM_24266-RA	PBAR_25618-RA
OG0003050	LHUM_18920-RA	PBAR_25623-RA
OG0003051	LHUM_18937-RA	PBAR_25631-RA
OG0003052	LHUM_21736-RA	PBAR_25629-RA
OG0003053	LHUM_19342-RA	PBAR_25607-RA
OG0003054	LHUM_21728-RA	PBAR_25633-RA
OG0003055	LHUM_10524-RA	PBAR_11405-RA
OG0003056	LHUM_21732-RA	PBAR_25628-RA
OG0003057	LHUM_18923-RA	PBAR_25621-RA
OG0003058	LHUM_21719-RA	PBAR_25641-RA
OG0003059	LHUM_23731-RA	PBAR_25640-RA
OG0003060	LHUM_21721-RA	PBAR_25634-RA
OG0003061	LHUM_10727-RA	PBAR_25653-RA
OG0003062	LHUM_10728-RA	PBAR_25657-RA
OG0003063	LHUM_10729-RA	PBAR_25656-RA
OG0003064	LHUM_10726-RA	PBAR_25649-RA
OG0003065	LHUM_10638-RA	PBAR_25642-RA
OG0003066	LHUM_22936-RA	PBAR_25670-RA
OG0003067	LHUM_12821-RA	PBAR_25648-RA
OG0003068	LHUM_22929-RA	PBAR_25667-RA
OG0003069	LHUM_14428-RA	PBAR_25652-RA
OG0003070	LHUM_18922-RA	PBAR_25651-RA
OG0003071	LHUM_12813-RA	PBAR_25655-RA
OG0003072	LHUM_22930-RA	PBAR_25663-RA
OG0003073	LHUM_22934-RA	PBAR_25668-RA
OG0003074	LHUM_22937-RA	PBAR_25659-RA
OG0003075	LHUM_22935-RA	PBAR_ar_Protein-tyrosine-phosphatase-RA
OG0003076	LHUM_18849-RA	PBAR_25675-RA
OG0003077	LHUM_22931-RA	PBAR_ar_RpL10A-1
OG0003078	LHUM_18846-RA	PBAR_25660-RA
OG0003079	LHUM_22932-RA	PBAR_25665-RA
OG0003080	LHUM_22938-RA	CG_02545885
OG0003081	LHUM_12814-RA	PBAR_25654-RA
OG0003082	LHUM_22939-RA	PBAR_ar_Ptp52F-1
OG0003083	LHUM_22933-RA	PBAR_25664-RA
OG0003084	LHUM_18854-RA	PBAR_25674-RA
OG0003085	LHUM_18492-RA	PBAR_24155-RA
OG0003086	LHUM_21320-RA	PBAR_19932-RA
OG0003087	LHUM_20254-RA	PBAR_21272-RA
OG0003088	LHUM_20125-RA	PBAR_17777-RA
OG0003089	LHUM_20127-RA	PBAR_17776-RA
OG0003090	LHUM_20130-RA	PBAR_17780-RA
OG0003091	LHUM_20131-RA	PBAR_17781-RA
OG0003092	LHUM_20135-RA	PBAR_17785-RA
OG0003093	LHUM_20141-RA	PBAR_17791-RA
OG0003094	LHUM_20147-RA	PBAR_17792-RA
OG0003095	LHUM_19188-RA	PBAR_18337-RA
OG0003096	LHUM_19178-RA	PBAR_18344-RA
OG0003097	LHUM_12457-RA	PBAR_18342-RA
OG0003098	LHUM_11477-RA	PBAR_18336-RA
OG0003099	LHUM_20138-RA	PBAR_17786-RA
OG0003100	LHUM_20144-RA	PBAR_17789-RA
OG0003101	LHUM_17667-RA	PBAR_18331-RA
OG0003102	LHUM_19300-RA	PBAR_18327-RA
OG0003103	LHUM_17687-RA	PBAR_ar_laminin-A-like-RB
OG0003104	LHUM_19296-RA	PBAR_18329-RA
OG0003105	LHUM_19284-RA	PBAR_18317-RA
OG0003106	LHUM_19290-RA	PBAR_18343-RA
OG0003107	LHUM_17673-RA	PBAR_18319-RA
OG0003108	LHUM_17690-RA	PBAR_18321-RA
OG0003109	LHUM_19287-RA	PBAR_18318-RA
OG0003110	LHUM_17668-RA	PBAR_18328-RA
OG0003111	LHUM_19294-RA	PBAR_18340-RA
OG0003112	LHUM_20177-RA	PBAR_18346-RA
OG0003113	LHUM_17694-RA	PBAR_18323-RA
OG0003114	LHUM_17691-RA	PBAR_18302-RA
OG0003115	LHUM_17683-RA	PBAR_18307-RA
OG0003116	LHUM_17677-RA	PBAR_18330-RA
OG0003117	LHUM_21282-RA	PBAR_12997-RA
OG0003118	LHUM_21283-RA	PBAR_13001-RA
OG0003119	LHUM_15728-RA	PBAR_13004-RA
OG0003120	LHUM_21284-RA	PBAR_13003-RA
OG0003121	LHUM_15730-RA	PBAR_13006-RA
OG0003122	LHUM_15732-RA	PBAR_15678-RA
OG0003123	LHUM_18323-RA	PBAR_15677-RA
OG0003124	LHUM_18322-RA	PBAR_15674-RA
OG0003125	LHUM_18324-RA	PBAR_ar-h-like-1
OG0003127	LHUM_18329-RA	PBAR_15662-RA
OG0003128	LHUM_18338-RA	PBAR_15660-RA
OG0003129	LHUM_18335-RA	PBAR_15657-RA
OG0003130	LHUM_18333-RA	PBAR_15667-RA
OG0003131	LHUM_21332-RA	PBAR_15666-RA
OG0003132	LHUM_21295-RA	PBAR_15664-RA
OG0003133	LHUM_21291-RA	PBAR_15658-RA
OG0003134	LHUM_22186-RA	PBAR_15656-RA
OG0003135	LHUM_21296-RA	PBAR_15663-RA
OG0003136	LHUM_22175-RA	PBAR_15643-RA
OG0003137	LHUM_22181-RA	PBAR_15649-RA
OG0003138	LHUM_22178-RA	PBAR_15645-RA
OG0003139	LHUM_22183-RA	PBAR_15648-RA
OG0003140	LHUM_22179-RA	PBAR_15638-RA
OG0003141	LHUM_22180-RA	PBAR_15652-RA
OG0003142	LHUM_22182-RA	PBAR_15651-RA
OG0003143	LHUM_22177-RA	PBAR_15647-RA
OG0003144	LHUM_22170-RA	PBAR_15630-RA
OG0003145	LHUM_22167-RA	PBAR_15636-RA
OG0003146	LHUM_22172-RA	PBAR_15640-RA
OG0003147	LHUM_22171-RA	PBAR_15639-RA
OG0003148	LHUM_22164-RA	PBAR_15631-RA
OG0003149	LHUM_22162-RA	PBAR_ar_Ndufs7_like-1
OG0003150	LHUM_22156-RA	PBAR_15628-RA
OG0003151	LHUM_22158-RA	PBAR_15622-RA
OG0003152	LHUM_22154-RA	PBAR_15621-RA
OG0003153	LHUM_22161-RA	PBAR_15625-RA
OG0003154	LHUM_22155-RA	PBAR_15627-RA
OG0003155	LHUM_22163-RA	PBAR_15632-RA
OG0003156	LHUM_22144-RA	PBAR_14137-RA
OG0003157	LHUM_22145-RA	PBAR_14139-RA
OG0003158	LHUM_22146-RA	PBAR_14138-RA
OG0003159	LHUM_22148-RA	PBAR_14140-RA
OG0003160	LHUM_22149-RA	PBAR_14141-RA
OG0003161	LHUM_22150-RA	PBAR_14134-RA
OG0003162	LHUM_22135-RA	PBAR_14132-RA
OG0003163	LHUM_22132-RA	PBAR_14130-RA
OG0003164	LHUM_22139-RA	PBAR_14133-RA
OG0003165	LHUM_22147-RA	PBAR_14131-RA
OG0003166	LHUM_22130-RA	PBAR_14117-RA
OG0003167	LHUM_22122-RA	PBAR_14118-RA
OG0003168	LHUM_22129-RA	PBAR_14113-RA
OG0003169	LHUM_22131-RA	PBAR_14114-RA
OG0003170	LHUM_22137-RA	PBAR_14123-RA
OG0003171	LHUM_22134-RA	PBAR_14121-RA
OG0003172	LHUM_22133-RA	PBAR_14125-RA
OG0003173	LHUM_22128-RA	PBAR_14116-RA
OG0003174	LHUM_22140-RA	PBAR_14126-RA
OG0003175	LHUM_22123-RA	PBAR_14110-RA
OG0003176	LHUM_22121-RA	PBAR_14111-RA
OG0003177	LHUM_22125-RA	PBAR_14122-RA
OG0003178	LHUM_22124-RA	PBAR_14115-RA
OG0003179	LHUM_22120-RA	PBAR_ar_escargot-1
OG0003180	LHUM_13086-RA	PBAR_14401-RA
OG0003181	LHUM_13087-RA	PBAR_27054-RA
OG0003182	LHUM_13085-RA	PBAR_14400-RA
OG0003183	LHUM_13092-RA	PBAR_14402-RA
OG0003184	LHUM_13041-RA	PBAR_14391-RA
OG0003185	LHUM_13040-RA	PBAR_ar_Ndufa13_like-1
OG0003186	LHUM_13095-RA	PBAR_14410-RA
OG0003187	LHUM_13036-RA	PBAR_14388-RA
OG0003188	LHUM_13042-RA	PBAR_14393-RA
OG0003189	LHUM_13096-RA	PBAR_14411-RA
OG0003190	LHUM_13024-RA	PBAR_14390-RA
OG0003191	LHUM_13015-RA	PBAR_13176-RA
OG0003192	LHUM_13017-RA	PBAR_13179-RA
OG0003193	LHUM_13008-RA	PBAR_13170-RA
OG0003194	LHUM_13010-RA	PBAR_13172-RA
OG0003195	LHUM_25055-RA	PBAR_21592-RA
OG0003196	LHUM_25068-RA	PBAR_21603-RA
OG0003197	LHUM_13014-RA	PBAR_13175-RA
OG0003198	LHUM_13018-RA	PBAR_13168-RA
OG0003199	LHUM_25069-RA	PBAR_21604-RA
OG0003200	LHUM_13019-RA	PBAR_13177-RA
OG0003201	LHUM_25102-RA	PBAR_13155-RA
OG0003202	LHUM_25059-RA	PBAR_21593-RA
OG0003203	LHUM_13013-RA	PBAR_26402-RA
OG0003205	LHUM_13016-RA	PBAR_13181-RA
OG0003206	LHUM_25056-RA	PBAR_21576-RA
OG0003207	LHUM_13011-RA	PBAR_13171-RA
OG0003208	LHUM_25062-RA	PBAR_21599-RA
OG0003209	LHUM_25110-RA	PBAR_13163-RA
OG0003210	LHUM_25058-RA	PBAR_21596-RA
OG0003211	LHUM_25061-RA	PBAR_21598-RA
OG0003212	LHUM_25082-RA	PBAR_21616-RA
OG0003213	LHUM_25072-RA	PBAR_21605-RA
OG0003214	LHUM_25057-RA	PBAR_21595-RA
OG0003215	LHUM_25073-RA	PBAR_ar_VIG-like-1
OG0003216	LHUM_25077-RA	PBAR_21600-RA
OG0003217	LHUM_25064-RA	PBAR_21602-RA
OG0003218	LHUM_25071-RA	PBAR_21620-RA
OG0003219	LHUM_25076-RA	PBAR_21613-RA
OG0003220	LHUM_25078-RA	PBAR_21621-RA
OG0003221	LHUM_25081-RA	PBAR_21615-RA
OG0003222	LHUM_25079-RA	PBAR_14582-RA
OG0003223	LHUM_25086-RA	PBAR_21630-RA
OG0003224	LHUM_25092-RA	PBAR_26399-RA
OG0003225	LHUM_25096-RA	PBAR_13153-RA
OG0003226	LHUM_um_Nf1-RA	PBAR_ar_nf1-RA
OG0003227	LHUM_25034-RA	PBAR_21588-RA
OG0003228	LHUM_25095-RA	PBAR_13166-RA
OG0003229	LHUM_25038-RA	PBAR_21585-RA
OG0003230	LHUM_25042-RA	PBAR_ar_L_2_TID-1
OG0003231	LHUM_25045-RA	PBAR_21578-RA
OG0003232	LHUM_25093-RA	PBAR_13159-RA
OG0003233	LHUM_25111-RA	PBAR_13164-RA
OG0003234	LHUM_25046-RA	PBAR_21580-RA
OG0003235	LHUM_25091-RA	PBAR_13156-RA
OG0003236	LHUM_25040-RA	PBAR_21575-RA
OG0003237	LHUM_25097-RA	PBAR_13167-RA
OG0003238	LHUM_25107-RA	PBAR_13162-RA
OG0003239	LHUM_25169-RA	PBAR_17392-RA
OG0003240	LHUM_25043-RA	PBAR_21581-RA
OG0003241	LHUM_25036-RA	PBAR_21587-RA
OG0003242	LHUM_25115-RA	PBAR_14699-RA
OG0003243	LHUM_16342-RA	PBAR_17384-RA
OG0003244	LHUM_16409-RA	PBAR_19512-RA
OG0003245	LHUM_25109-RA	PBAR_14703-RA
OG0003246	LHUM_25100-RA	PBAR_14701-RA
OG0003247	LHUM_16404-RA	PBAR_19501-RA
OG0003248	LHUM_16413-RA	PBAR_19519-RA
OG0003249	LHUM_16402-RA	PBAR_19503-RA
OG0003250	LHUM_14543-RA	PBAR_19499-RA
OG0003251	LHUM_14541-RA	PBAR_19504-RA
OG0003252	LHUM_25427-RA	PBAR_13529-RA
OG0003253	LHUM_13066-RA	PBAR_13533-RA
OG0003254	LHUM_23905-RA	PBAR_17144-RA
OG0003255	LHUM_21037-RA	PBAR_21586-RA
OG0003256	LHUM_16183-RA	PBAR_17030-RA
OG0003257	LHUM_11652-RA	PBAR_ar_RpL18A-1
OG0003258	LHUM_19329-RA	PBAR_20888-RA
OG0003259	LHUM_12754-RA	PBAR_20898-RA
OG0003260	LHUM_19323-RA	PBAR_20884-RA
OG0003262	LHUM_12758-RA	PBAR_20900-RA
OG0003263	LHUM_22264-RA	PBAR_12419-RA
OG0003264	LHUM_22278-RA	PBAR_12422-RA
OG0003265	LHUM_22276-RA	PBAR_12417-RA
OG0003266	LHUM_20428-RA	PBAR_12408-RA
OG0003267	LHUM_20436-RA	PBAR_12413-RA
OG0003268	LHUM_22271-RA	PBAR_12412-RA
OG0003269	LHUM_22269-RA	PBAR_26357-RA
OG0003270	LHUM_22263-RA	PBAR_12409-RA
OG0003271	LHUM_11569-RA	PBAR_12397-RA
OG0003272	LHUM_20445-RA	PBAR_12404-RA
OG0003273	LHUM_11388-RA	PBAR_12398-RA
OG0003274	LHUM_11394-RA	PBAR_12399-RA
OG0003275	LHUM_20434-RA	PBAR_ar_stau-RA
OG0003276	LHUM_11383-RA	PBAR_12396-RA
OG0003277	LHUM_11378-RA	PBAR_12392-RA
OG0003278	LHUM_11389-RA	PBAR_15388-RA
OG0003279	LHUM_11381-RA	PBAR_ar_ecd-1
