Orthogroup	lhum_annotation	acep_annotation
OG0002111	LHUM_21945-RA	ACEP_00014019-RA
OG0002112	LHUM_21947-RA	ACEP_00014022-RA
OG0002113	LHUM_21951-RA	ACEP_00014021-RA
OG0002114	LHUM_20856-RA	ACEP_00014014-RA
OG0002115	LHUM_20854-RA	ACEP_00014013-RA
OG0002116	LHUM_21919-RA	ACEP_00014009-RA
OG0002117	LHUM_21917-RA	ACEP_00014012-RA
OG0002118	LHUM_21916-RA	ACEP_00014011-RA
OG0002119	LHUM_21915-RA	ACEP_00014010-RA
OG0002120	LHUM_21942-RA	ACEP_00014016-RA
OG0002121	LHUM_21948-RA	ACEP_00014015-RA
OG0002122	LHUM_15878-RA	ACEP_00013997-RA
OG0002123	LHUM_15877-RA	ACEP_00013995-RA
OG0002124	LHUM_21923-RA	ACEP_00014004-RA
OG0002125	LHUM_21930-RA	ACEP_00013998-RA
OG0002126	LHUM_21938-RA	ACEP_00014002-RA
OG0002127	LHUM_15882-RA	ACEP_00013996-RA
OG0002128	LHUM_21937-RA	ACEP_00014003-RA
OG0002129	LHUM_21935-RA	ACEP_00014000-RA
OG0002130	LHUM_21918-RA	ACEP_00014006-RA
OG0002131	LHUM_25352-RA	ACEP_00017878-RA
OG0002132	LHUM_11694-RA	ACEP_00013990-RA
OG0002133	LHUM_11718-RA	ACEP_00013986-RA
OG0002134	LHUM_25348-RA	ACEP_00017881-RA
OG0002135	LHUM_11722-RA	ACEP_00013984-RA
OG0002136	LHUM_25351-RA	ACEP_00013987-RA
OG0002138	LHUM_11723-RA	ACEP_04573030-RA
OG0002139	LHUM_11715-RA	ACEP_00013983-RA
OG0002140	LHUM_11716-RA	ACEP_00013980-RA
OG0002141	LHUM_11719-RA	ACEP_00013981-RA
OG0002142	LHUM_11714-RA	ACEP_00013982-RA
OG0002143	LHUM_11721-RA	ACEP_00013978-RA
OG0002144	LHUM_11724-RA	ACEP_00013974-RA
OG0002145	LHUM_11725-RA	ACEP_00013971-RA
OG0002146	LHUM_11726-RA	ACEP_00013967-RA
OG0002147	LHUM_11291-RA	ACEP_00013959-RA
OG0002148	LHUM_11290-RA	ACEP_00013961-RA
OG0002149	LHUM_11294-RA	ACEP_00013955-RA
OG0002150	LHUM_11293-RA	ACEP_00013953-RA
OG0002151	LHUM_11292-RA	ACEP_00013956-RA
OG0002152	LHUM_11295-RA	ACEP_00013949-RA
OG0002153	LHUM_11301-RA	ACEP_00013942-RA
OG0002154	LHUM_11299-RA	ACEP_00013946-RA
OG0002155	LHUM_24381-RA	ACEP_00016794-RA
OG0002156	LHUM_20210-RA	ACEP_00016639-RA
OG0002157	LHUM_16937-RA	ACEP_00016304-RA
OG0002158	LHUM_21914-RA	ACEP_00016481-RA
OG0002159	LHUM_17424-RA	ACEP_00016467-RA
OG0002160	LHUM_22592-RA	ACEP_00016652-RA
OG0002161	LHUM_21029-RA	ACEP_00016458-RA
OG0002162	LHUM_12789-RA	ACEP_00016755-RA
OG0002163	LHUM_16516-RA	ACEP_00016476-RA
OG0002164	LHUM_12972-RA	ACEP_00002843-RA, ACEP_00016520-RA
OG0002165	LHUM_19463-RA	ACEP_00011549-RA
OG0002166	LHUM_19460-RA	ACEP_00011551-RA
OG0002167	LHUM_19462-RA	ACEP_00011548-RA
OG0002168	LHUM_19464-RA	ACEP_00011544-RA
OG0002169	LHUM_19470-RA	ACEP_00011529-RA
OG0002170	LHUM_19471-RA	ACEP_00011542-RA
OG0002171	LHUM_19465-RA	ACEP_00011543-RA
OG0002172	LHUM_19468-RA	ACEP_00011545-RA
OG0002173	LHUM_19469-RA	ACEP_00011541-RA
OG0002174	LHUM_19466-RA	ACEP_00011537-RA
OG0002175	LHUM_19467-RA	ACEP_00011547-RA
OG0002176	LHUM_19474-RA	ACEP_00011524-RA
OG0002177	LHUM_19472-RA	ACEP_00011527-RA
OG0002178	LHUM_14701-RA	ACEP_00011520-RA
OG0002179	LHUM_14699-RA	ACEP_00011519-RA
OG0002180	LHUM_19456-RA	ACEP_00011513-RA
OG0002181	LHUM_14698-RA	ACEP_00011518-RA
OG0002182	LHUM_19458-RA	ACEP_00011509-RA
OG0002183	LHUM_um_apterous-RA	ACEP_00011502-RA
OG0002184	LHUM_19446-RA	ACEP_00011499-RA
OG0002185	LHUM_19450-RA	ACEP_00011496-RA
OG0002186	LHUM_19455-RA	ACEP_00011492-RA
OG0002187	LHUM_19453-RA	ACEP_00011493-RA
OG0002189	LHUM_19438-RA	ACEP_00011489-RA
OG0002190	LHUM_19440-RA	ACEP_00011490-RA
OG0002191	LHUM_19432-RA	ACEP_00011485-RA
OG0002192	LHUM_19431-RA	ACEP_00011483-RA
OG0002193	LHUM_19433-RA	ACEP_00011484-RA
OG0002194	LHUM_19428-RA	ACEP_00011481-RA
OG0002195	LHUM_19426-RA	ACEP_00011474-RA
OG0002196	LHUM_19427-RA	ACEP_00011477-RA
OG0002197	LHUM_19422-RA	ACEP_00011473-RA
OG0002198	LHUM_19420-RA	ACEP_00011478-RA
OG0002199	LHUM_19421-RA	ACEP_00011476-RA
OG0002200	LHUM_19423-RA	ACEP_00011480-RA
OG0002201	LHUM_19416-RA	ACEP_00011469-RA
OG0002202	LHUM_19412-RA	ACEP_00011466-RA
OG0002203	LHUM_19417-RA	ACEP_00011465-RA
OG0002204	LHUM_22552-RA	ACEP_00011463-RA
OG0002205	LHUM_22558-RA	ACEP_00011462-RA
OG0002206	LHUM_22557-RA	ACEP_00011461-RA
OG0002207	LHUM_22560-RA	ACEP_00011451-RA
OG0002208	LHUM_22567-RA	ACEP_00011441-RA, ACEP_00011443-RA
OG0002209	LHUM_22570-RA	ACEP_00011440-RA
OG0002210	LHUM_22569-RA	ACEP_00011439-RA
OG0002211	LHUM_22576-RA	ACEP_00011437-RA
OG0002212	LHUM_22574-RA	ACEP_00011434-RA
OG0002213	LHUM_22575-RA	ACEP_00011435-RA
OG0002214	LHUM_22582-RA	ACEP_00011430-RA
OG0002215	LHUM_22577-RA	ACEP_00011433-RA
OG0002216	LHUM_22589-RA	ACEP_00011423-RA
OG0002217	LHUM_22580-RA	ACEP_00011424-RA
OG0002218	LHUM_22584-RA	ACEP_00011418-RA
OG0002219	LHUM_22593-RA	ACEP_00011413-RA
OG0002220	LHUM_22585-RA	ACEP_00011414-RA
OG0002221	LHUM_22583-RA	ACEP_00011417-RA
OG0002222	LHUM_22587-RA	ACEP_00011416-RA
OG0002223	LHUM_18697-RA	ACEP_00002710-RA
OG0002224	LHUM_17857-RA	ACEP_00002706-RA
OG0002225	LHUM_23581-RA	ACEP_00002699-RA
OG0002226	LHUM_17856-RA	ACEP_00002704-RA
OG0002227	LHUM_17839-RA	ACEP_00002702-RA
OG0002228	LHUM_16022-RA	ACEP_00002707-RA
OG0002229	LHUM_14657-RA	ACEP_00002703-RA
OG0002230	LHUM_17767-RA	ACEP_00002700-RA
OG0002231	LHUM_17848-RA	ACEP_00002705-RA
OG0002232	LHUM_17834-RA	ACEP_00002701-RA
OG0002233	LHUM_23569-RA	ACEP_00002695-RA
OG0002234	LHUM_23576-RA	ACEP_00002694-RA
OG0002235	LHUM_23522-RA	ACEP_00002685-RA
OG0002236	LHUM_23577-RA	ACEP_00002691-RA
OG0002237	LHUM_23548-RA	ACEP_00002683-RA
OG0002238	LHUM_23567-RA	ACEP_00002693-RA
OG0002239	LHUM_23568-RA	ACEP_00002690-RA
OG0002240	LHUM_17549-RA	ACEP_00002686-RA
OG0002241	LHUM_23552-RA	ACEP_00002684-RA
OG0002242	LHUM_17551-RA	ACEP_00002687-RA
OG0002243	LHUM_23579-RA	ACEP_00002697-RA
OG0002244	LHUM_17821-RA	ACEP_00002674-RA
OG0002245	LHUM_um_dgs-RA	ACEP_00002681-RA
OG0002246	LHUM_14589-RA	ACEP_00002676-RA
OG0002247	LHUM_15631-RA	ACEP_00002675-RA
OG0002248	LHUM_23553-RA	ACEP_00002680-RA
OG0002249	LHUM_17827-RA	ACEP_00002673-RA
OG0002250	LHUM_14665-RA	ACEP_00002666-RA
OG0002251	LHUM_17819-RA	ACEP_00002663-RA
OG0002252	LHUM_17817-RA	ACEP_00002665-RA
OG0002253	LHUM_17840-RA	ACEP_00002669-RA
OG0002254	LHUM_14649-RA	ACEP_00002655-RA
OG0002255	LHUM_10647-RA	ACEP_00002653-RA
OG0002256	LHUM_20978-RA	ACEP_00002650-RA
OG0002257	LHUM_25295-RA	ACEP_00002646-RA
OG0002258	LHUM_17902-RA	ACEP_00002643-RA
OG0002259	LHUM_17906-RA	ACEP_00002644-RA
OG0002260	LHUM_17901-RA	ACEP_00002640-RA
OG0002261	LHUM_17904-RA	ACEP_00002642-RA
OG0002262	LHUM_10649-RA	ACEP_00002648-RA
OG0002263	LHUM_17894-RA	ACEP_00002633-RA
OG0002264	LHUM_17897-RA	ACEP_00002630-RA
OG0002265	LHUM_17896-RA	ACEP_00002634-RA
OG0002266	LHUM_17899-RA	ACEP_00002629-RA
OG0002267	LHUM_17903-RA	ACEP_00002635-RA
OG0002268	LHUM_17892-RA	ACEP_00002623-RA
OG0002269	LHUM_17887-RA	ACEP_00002620-RA
OG0002270	LHUM_17889-RA	ACEP_00002621-RA
OG0002271	LHUM_17881-RA	ACEP_00002617-RA
OG0002272	LHUM_17888-RA	ACEP_00002618-RA
OG0002273	LHUM_17883-RA	ACEP_00002614-RA
OG0002274	LHUM_17882-RA	ACEP_00017080-RA
OG0002275	LHUM_17885-RA	ACEP_00002616-RA
OG0002276	LHUM_17876-RA	ACEP_00002611-RA
OG0002277	LHUM_17879-RA	ACEP_00002612-RA
OG0002278	LHUM_17871-RA	ACEP_00002608-RA
OG0002279	LHUM_17878-RA	ACEP_00002609-RA
OG0002280	LHUM_17877-RA	ACEP_00002610-RA
OG0002281	LHUM_17869-RA	ACEP_00002601-RA
OG0002282	LHUM_17872-RA	ACEP_00002604-RA
OG0002283	LHUM_17870-RA	ACEP_00002602-RA
OG0002284	LHUM_17873-RA	ACEP_00002603-RA
OG0002285	LHUM_23643-RA	ACEP_00002592-RA
OG0002286	LHUM_12553-RA	ACEP_00002598-RA
OG0002287	LHUM_23644-RA	ACEP_00002593-RA
OG0002288	LHUM_12561-RA	ACEP_00002595-RA
OG0002289	LHUM_12552-RA	ACEP_00002600-RA
OG0002290	LHUM_23642-RA	ACEP_00002591-RA
OG0002291	LHUM_23635-RA	ACEP_00002587-RA
OG0002292	LHUM_23639-RA	ACEP_00002586-RA
OG0002293	LHUM_17550-RA	ACEP_00002577-RA
OG0002294	LHUM_17557-RA	ACEP_00002576-RA
OG0002295	LHUM_23628-RA	ACEP_00002582-RA
OG0002296	LHUM_23617-RA	ACEP_00002584-RA
OG0002297	LHUM_14647-RA	ACEP_00002579-RA
OG0002298	LHUM_23619-RA	ACEP_00002580-RA
OG0002299	LHUM_23624-RA	ACEP_00002581-RA
OG0002300	LHUM_17540-RA	ACEP_00002575-RA
OG0002301	LHUM_17541-RA	ACEP_00002572-RA
OG0002302	LHUM_17538-RA	ACEP_00002571-RA
OG0002303	LHUM_17539-RA	ACEP_00002570-RA
OG0002304	LHUM_17533-RA	ACEP_00002567-RA
OG0002305	LHUM_17529-RA	ACEP_00002568-RA
OG0002306	LHUM_17530-RA	ACEP_00002560-RA
OG0002307	LHUM_17531-RA	ACEP_00002562-RA
OG0002308	LHUM_17523-RA	ACEP_00002558-RA
OG0002309	LHUM_17534-RA	ACEP_00017083-RA
OG0002310	LHUM_17519-RA	ACEP_00002551-RA
OG0002311	LHUM_17522-RA	ACEP_00002557-RA
OG0002312	LHUM_17521-RA	ACEP_00002549-RA
OG0002313	LHUM_17526-RA	ACEP_00002552-RA
OG0002314	LHUM_17520-RA	ACEP_00002546-RA
OG0002315	LHUM_17507-RA	ACEP_00002536-RA
OG0002316	LHUM_17513-RA	ACEP_00002539-RA
OG0002317	LHUM_17514-RA	ACEP_00002533-RA
OG0002318	LHUM_17505-RA	ACEP_00002532-RA
OG0002319	LHUM_16828-RA	ACEP_00002535-RA
OG0002320	LHUM_17506-RA	ACEP_00002542-RA
OG0002321	LHUM_17500-RA	ACEP_00002528-RA
OG0002322	LHUM_17508-RA	ACEP_00002530-RA
OG0002323	LHUM_17510-RA	ACEP_00002531-RA
OG0002324	LHUM_17499-RA	ACEP_00002526-RA
OG0002325	LHUM_17494-RA	ACEP_00002519-RA
OG0002326	LHUM_17493-RA	ACEP_00002517-RA
OG0002327	LHUM_17492-RA	ACEP_00002518-RA
OG0002328	LHUM_23480-RA	ACEP_00002496-RA
OG0002329	LHUM_23487-RA	ACEP_00002498-RA
OG0002330	LHUM_23479-RA	ACEP_00002504-RA
OG0002331	LHUM_23472-RA	ACEP_00002505-RA
OG0002332	LHUM_17457-RA	ACEP_00002492-RA
OG0002333	LHUM_17455-RA	ACEP_00002490-RA
OG0002334	LHUM_17456-RA	ACEP_00002491-RA
OG0002335	LHUM_17458-RA	ACEP_00002489-RA
OG0002336	LHUM_17452-RA	ACEP_00002487-RA
OG0002339	LHUM_10494-RA	ACEP_00002480-RA
OG0002340	LHUM_15649-RA	ACEP_00002465-RA
OG0002341	LHUM_15642-RA	ACEP_00002459-RA
OG0002342	LHUM_15643-RA	ACEP_00002456-RA
OG0002343	LHUM_15647-RA	ACEP_00002455-RA
OG0002344	LHUM_15644-RA	ACEP_00002458-RA
OG0002345	LHUM_15640-RA	ACEP_00002454-RA
OG0002346	LHUM_15635-RA	ACEP_00002448-RA
OG0002347	LHUM_15637-RA	ACEP_00002451-RA
OG0002348	LHUM_15636-RA	ACEP_00002452-RA
OG0002349	LHUM_15634-RA	ACEP_00002447-RA
OG0002350	LHUM_14604-RA	ACEP_00002444-RA
OG0002351	LHUM_14602-RA	ACEP_00002442-RA
OG0002352	LHUM_14598-RA	ACEP_00002440-RA
OG0002353	LHUM_14597-RA	ACEP_00002429-RA
OG0002354	LHUM_14593-RA	ACEP_00002433-RA
OG0002355	LHUM_14590-RA	ACEP_00002430-RA
OG0002356	LHUM_14600-RA	ACEP_00002425-RA
OG0002357	LHUM_14599-RA	ACEP_00002426-RA
OG0002358	LHUM_14603-RA	ACEP_00002428-RA
OG0002359	LHUM_16798-RA	ACEP_00002416-RA
OG0002360	LHUM_16791-RA	ACEP_00002418-RA
OG0002361	LHUM_15267-RA	ACEP_00002421-RA
OG0002362	LHUM_16782-RA	ACEP_00002414-RA
OG0002363	LHUM_16781-RA	ACEP_00002408-RA
OG0002364	LHUM_11835-RA	ACEP_00002407-RA
OG0002365	LHUM_16780-RA	ACEP_00002410-RA
OG0002366	LHUM_11821-RA	ACEP_00002405-RA
OG0002367	LHUM_16785-RA	ACEP_00002409-RA
OG0002368	LHUM_11815-RA	ACEP_00002406-RA
OG0002370	LHUM_11820-RA	ACEP_00002403-RA
OG0002371	LHUM_11817-RA	ACEP_00002400-RA
OG0002372	LHUM_11814-RA	ACEP_00002402-RA
OG0002373	LHUM_11823-RA	ACEP_00002401-RA
OG0002374	LHUM_13322-RA	ACEP_00002386-RA
OG0002375	LHUM_14565-RA	ACEP_00002379-RA
OG0002376	LHUM_14643-RA	ACEP_00002372-RA
OG0002377	LHUM_25519-RA	ACEP_00017120-RA
OG0002378	LHUM_14640-RA	ACEP_00002371-RA
OG0002379	LHUM_14637-RA	ACEP_00002369-RA
OG0002380	LHUM_14636-RA	ACEP_00002373-RA
OG0002381	LHUM_14642-RA	ACEP_00002366-RA
OG0002382	LHUM_14635-RA	ACEP_00002365-RA
OG0002383	LHUM_14644-RA	ACEP_00002367-RA
OG0002384	LHUM_14578-RA	ACEP_00002374-RA
OG0002385	LHUM_14569-RA	ACEP_00002375-RA
OG0002386	LHUM_17768-RA	ACEP_00002362-RA
OG0002387	LHUM_17770-RA	ACEP_00002358-RA
OG0002388	LHUM_17772-RA	ACEP_00002360-RA
OG0002389	LHUM_17777-RA	ACEP_00002355-RA
OG0002390	LHUM_17765-RA	ACEP_00002361-RA
OG0002391	LHUM_17776-RA	ACEP_00002357-RA
OG0002392	LHUM_17766-RA	ACEP_00002359-RA
OG0002393	LHUM_17771-RA	ACEP_00002363-RA
OG0002394	LHUM_17774-RA	ACEP_00002353-RA
OG0002395	LHUM_17775-RA	ACEP_00002354-RA
OG0002396	LHUM_17780-RA	ACEP_00002347-RA
OG0002397	LHUM_17781-RA	ACEP_00002346-RA
OG0002398	LHUM_17779-RA	ACEP_00002343-RA
OG0002399	LHUM_17788-RA	ACEP_00002342-RA
OG0002400	LHUM_17782-RA	ACEP_00002344-RA
OG0002401	LHUM_17787-RA	ACEP_00002337-RA
OG0002402	LHUM_17790-RA	ACEP_00002331-RA
OG0002403	LHUM_17789-RA	ACEP_00002328-RA
OG0002404	LHUM_um_SCR-B6-RA	ACEP_00002339-RA
OG0002405	LHUM_17795-RA	ACEP_00002324-RA
OG0002406	LHUM_um_RpL40-RA	ACEP_04566564-RA
OG0002407	LHUM_17797-RA	ACEP_00002326-RA
OG0002408	LHUM_17801-RA	ACEP_00002319-RA
OG0002409	LHUM_17798-RA	ACEP_00002322-RA
OG0002410	LHUM_17796-RA	ACEP_00002323-RA
OG0002411	LHUM_17803-RA	ACEP_00002313-RA
OG0002412	LHUM_17802-RA	ACEP_00002310-RA
OG0002413	LHUM_17800-RA	ACEP_00002318-RA
OG0002414	LHUM_25693-RA	ACEP_00002302-RA
OG0002415	LHUM_17812-RA	ACEP_00002299-RA
OG0002416	LHUM_17813-RA	ACEP_00002300-RA
OG0002417	LHUM_17825-RA	ACEP_00002292-RA
OG0002418	LHUM_17818-RA	ACEP_00002293-RA
OG0002419	LHUM_17811-RA	ACEP_00002296-RA
OG0002420	LHUM_14663-RA	ACEP_00002283-RA, ACEP_00002285-RA
OG0002421	LHUM_14655-RA	ACEP_00002287-RA
OG0002422	LHUM_14664-RA	ACEP_00002288-RA
OG0002423	LHUM_14666-RA	ACEP_00002290-RA
OG0002424	LHUM_14667-RA	ACEP_00002289-RA
OG0002425	LHUM_17858-RA	ACEP_00002278-RA
OG0002426	LHUM_17850-RA	ACEP_00002277-RA
OG0002427	LHUM_17845-RA	ACEP_00002280-RA
OG0002428	LHUM_14579-RA	ACEP_00002272-RA
OG0002429	LHUM_14572-RA	ACEP_00002273-RA
OG0002430	LHUM_21059-RA	ACEP_00002279-RA
OG0002431	LHUM_14585-RA	ACEP_00002269-RA
OG0002432	LHUM_14659-RA	ACEP_00002281-RA
OG0002433	LHUM_14574-RA	ACEP_00002270-RA
OG0002434	LHUM_14575-RA	ACEP_00002271-RA
OG0002435	LHUM_23501-RA	ACEP_00002264-RA
OG0002436	LHUM_23491-RA	ACEP_00002263-RA
OG0002437	LHUM_23492-RA	ACEP_00002261-RA
OG0002438	LHUM_23500-RA	ACEP_00002262-RA
OG0002439	LHUM_14584-RA	ACEP_00002265-RA
OG0002440	LHUM_14581-RA	ACEP_00002266-RA
OG0002441	LHUM_23509-RA	ACEP_00002253-RA
OG0002442	LHUM_23504-RA	ACEP_00002250-RA
OG0002443	LHUM_23513-RA	ACEP_00002242-RA
OG0002444	LHUM_11670-RA	ACEP_00002243-RA
OG0002446	LHUM_23512-RA	ACEP_00002246-RA
OG0002447	LHUM_17485-RA	ACEP_00002233-RA
OG0002448	LHUM_14645-RA	ACEP_00002238-RA
OG0002449	LHUM_14634-RA	ACEP_00002240-RA
OG0002450	LHUM_14632-RA	ACEP_00002239-RA
OG0002451	LHUM_23515-RA	ACEP_00002241-RA
OG0002452	LHUM_17484-RA	ACEP_00002231-RA
OG0002453	LHUM_17477-RA	ACEP_00002222-RA
OG0002454	LHUM_17473-RA	ACEP_00002223-RA
OG0002455	LHUM_17475-RA	ACEP_00002227-RA
OG0002456	LHUM_17479-RA	ACEP_00002224-RA
OG0002457	LHUM_25682-RA	ACEP_00017136-RA
OG0002458	LHUM_17476-RA	ACEP_00002229-RA
OG0002459	LHUM_17469-RA	ACEP_00002211-RA
OG0002460	LHUM_17468-RA	ACEP_00002206-RA
OG0002461	LHUM_17463-RA	ACEP_00002207-RA
OG0002462	LHUM_17466-RA	ACEP_00002203-RA
OG0002463	LHUM_17464-RA	ACEP_00002204-RA
OG0002464	LHUM_17465-RA	ACEP_00002208-RA
OG0002465	LHUM_17467-RA	ACEP_00002200-RA
OG0002466	LHUM_23476-RA	ACEP_00002192-RA
OG0002467	LHUM_25674-RA	ACEP_00002195-RA
OG0002468	LHUM_23474-RA	ACEP_00002194-RA
OG0002469	LHUM_17461-RA	ACEP_00002197-RA
OG0002470	LHUM_11688-RA	ACEP_00016603-RA
OG0002471	LHUM_20756-RA	ACEP_00010573-RA
OG0002472	LHUM_20487-RA	ACEP_00010571-RA
OG0002473	LHUM_20758-RA	ACEP_00010566-RA
OG0002474	LHUM_20760-RA	ACEP_00010567-RA
OG0002475	LHUM_16786-RA	ACEP_00010559-RA
OG0002476	LHUM_16784-RA	ACEP_00010549-RA
OG0002477	LHUM_12876-RA	ACEP_00010544-RA
OG0002478	LHUM_20310-RA	ACEP_00010534-RA
OG0002479	LHUM_20292-RA	ACEP_00010533-RA
OG0002480	LHUM_20303-RA	ACEP_00010535-RA
OG0002481	LHUM_20294-RA	ACEP_00010536-RA
OG0002482	LHUM_22513-RA	ACEP_00010528-RA
OG0002483	LHUM_20286-RA	ACEP_00010529-RA
OG0002484	LHUM_22516-RA	ACEP_00010527-RA
OG0002485	LHUM_20297-RA	ACEP_00010531-RA
OG0002486	LHUM_22499-RA	ACEP_00010512-RB
OG0002487	LHUM_22498-RA	ACEP_00010515-RA
OG0002488	LHUM_22511-RA	ACEP_00010526-RA
OG0002489	LHUM_18907-RA	ACEP_00007720-RA, ACEP_00010491-RA
OG0002490	LHUM_23647-RA	ACEP_00010494-RA
OG0002491	LHUM_14476-RA	ACEP_00010485-RA
OG0002493	LHUM_14480-RA	ACEP_00010459-RA
OG0002494	LHUM_22501-RA	ACEP_00010452-RA
OG0002495	LHUM_22494-RA	ACEP_00010440-RA
OG0002496	LHUM_22502-RA	ACEP_00010441-RA
OG0002497	LHUM_15986-RA	ACEP_00010439-RA
OG0002498	LHUM_15981-RA	ACEP_00010437-RA
OG0002500	LHUM_15980-RA	ACEP_00010433-RA
OG0002501	LHUM_15222-RA	ACEP_00010428-RA
OG0002502	LHUM_15984-RA	ACEP_00010430-RA
OG0002503	LHUM_15226-RA	ACEP_00010423-RA
OG0002504	LHUM_15217-RA	ACEP_00010421-RA
OG0002505	LHUM_15231-RA	ACEP_00010419-RA
OG0002506	LHUM_21765-RA	ACEP_00016567-RA
OG0002507	LHUM_23959-RA	ACEP_00016468-RA
OG0002508	LHUM_11672-RA	ACEP_00016580-RA
OG0002509	LHUM_11666-RA	ACEP_00016581-RA
OG0002510	LHUM_15700-RA	ACEP_00008253-RA
OG0002511	LHUM_10387-RA	ACEP_00008255-RA
OG0002512	LHUM_15702-RA	ACEP_00008252-RA
OG0002513	LHUM_15693-RA	ACEP_00008254-RA
OG0002514	LHUM_25189-RA	ACEP_00008260-RA
OG0002515	LHUM_10395-RA	ACEP_00008256-RA
OG0002516	LHUM_25183-RA	ACEP_00008257-RA
OG0002517	LHUM_16235-RA	ACEP_00008246-RA
OG0002518	LHUM_23885-RA	ACEP_00008244-RA
OG0002519	LHUM_23882-RA	ACEP_00008245-RA
OG0002520	LHUM_15696-RA	ACEP_00008251-RA
OG0002521	LHUM_19900-RA	ACEP_00017729-RA
OG0002522	LHUM_18853-RA	ACEP_00008239-RA
OG0002523	LHUM_18848-RA	ACEP_00008242-RA
OG0002524	LHUM_18847-RA	ACEP_00008240-RA
OG0002525	LHUM_18852-RA	ACEP_00008241-RA
OG0002526	LHUM_23880-RA	ACEP_00008243-RA
OG0002527	LHUM_18842-RA	ACEP_00008228-RA
OG0002528	LHUM_18841-RA	ACEP_00008230-RA
OG0002529	LHUM_18839-RA	ACEP_00008235-RA
OG0002530	LHUM_18850-RA	ACEP_00008236-RA
OG0002531	LHUM_22948-RA	ACEP_00008221-RA
OG0002532	LHUM_18831-RA	ACEP_00008226-RA
OG0002533	LHUM_22959-RA	ACEP_00008224-RA
OG0002534	LHUM_18826-RA	ACEP_00008225-RA
OG0002535	LHUM_22958-RA	ACEP_00008223-RA
OG0002536	LHUM_10399-RA	ACEP_00008215-RA
OG0002537	LHUM_10400-RA	ACEP_00008213-RA
OG0002538	LHUM_10402-RA	ACEP_00008216-RA
OG0002539	LHUM_10406-RA	ACEP_00008214-RA
OG0002540	LHUM_10405-RA	ACEP_00008212-RA
OG0002541	LHUM_10384-RA	ACEP_00008208-RA
OG0002542	LHUM_18725-RA	ACEP_00008206-RA
OG0002543	LHUM_10393-RA	ACEP_00008209-RA
OG0002544	LHUM_10386-RA	ACEP_00008211-RA
OG0002545	LHUM_18741-RA	ACEP_00008200-RA
OG0002546	LHUM_18737-RA	ACEP_00008199-RA
OG0002547	LHUM_18740-RA	ACEP_00008198-RA
OG0002548	LHUM_22926-RA	ACEP_00008195-RA
OG0002549	LHUM_22928-RA	ACEP_00008196-RA
OG0002550	LHUM_22927-RA	ACEP_00008193-RA
OG0002551	LHUM_22925-RA	ACEP_00008192-RA
OG0002552	LHUM_22923-RA	ACEP_00008189-RA
OG0002553	LHUM_22922-RA	ACEP_00008188-RA
OG0002554	LHUM_22920-RA	ACEP_00008183-RA
OG0002555	LHUM_22918-RA	ACEP_00008181-RA
OG0002556	LHUM_22914-RA	ACEP_00008174-RA
OG0002557	LHUM_22915-RA	ACEP_00008175-RA
OG0002558	LHUM_22916-RA	ACEP_00008177-RA
OG0002559	LHUM_22909-RA	ACEP_00008170-RA
OG0002560	LHUM_22905-RA	ACEP_00008169-RA
OG0002561	LHUM_22908-RA	ACEP_00008166-RA
OG0002562	LHUM_22910-RA	ACEP_00008165-RA
OG0002563	LHUM_22906-RA	ACEP_00008171-RA
OG0002564	LHUM_22912-RA	ACEP_00008164-RA
OG0002565	LHUM_22903-RA	ACEP_00008163-RA
OG0002566	LHUM_24269-RA	ACEP_00008155-RA
OG0002567	LHUM_24278-RA	ACEP_00008159-RA
OG0002568	LHUM_24202-RA	ACEP_00008142-RA
OG0002569	LHUM_24267-RA	ACEP_00008150-RA
OG0002570	LHUM_24198-RA	ACEP_00008144-RA
OG0002571	LHUM_24192-RA	ACEP_00008143-RA
OG0002572	LHUM_24193-RA	ACEP_00008141-RA
OG0002573	LHUM_24281-RA	ACEP_00008151-RA
OG0002574	LHUM_24190-RA	ACEP_00008148-RA
OG0002575	LHUM_24201-RA	ACEP_00008149-RA
OG0002576	LHUM_24182-RA	ACEP_00008139-RA
OG0002577	LHUM_24181-RA	ACEP_00008134-RA
OG0002578	LHUM_24164-RA	ACEP_00008104-RA
OG0002579	LHUM_24169-RA	ACEP_00008105-RA
OG0002580	LHUM_24165-RA	ACEP_00008112-RA
OG0002581	LHUM_24174-RA	ACEP_00008114-RA
OG0002582	LHUM_24162-RA	ACEP_00008097-RA
OG0002583	LHUM_24161-RA	ACEP_00008102-RA
OG0002584	LHUM_24159-RA	ACEP_00008093-RA
OG0002585	LHUM_24157-RA	ACEP_00008088-RA
OG0002586	LHUM_24154-RA	ACEP_00008090-RA
OG0002587	LHUM_24153-RA	ACEP_00008089-RA
OG0002588	LHUM_24156-RA	ACEP_00008091-RA
OG0002589	LHUM_24152-RA	ACEP_00008083-RA
OG0002590	LHUM_24149-RA	ACEP_00008081-RA
OG0002591	LHUM_24150-RA	ACEP_00008080-RA
OG0002592	LHUM_24147-RA	ACEP_00008073-RA
OG0002593	LHUM_24144-RA	ACEP_00008067-RA
OG0002594	LHUM_24136-RA	ACEP_00008059-RA
OG0002595	LHUM_24135-RA	ACEP_00008055-RA
OG0002596	LHUM_13825-RA	ACEP_00016210-RA
OG0002597	LHUM_13826-RA	ACEP_00016209-RA
